SID:010,2,ANPA2A,RW29L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2880,    ,+,04200,     ,07000, ,   ,    ,   ,VJK,SB,D, , , , , ;
SID:020,2,ANPA2A,RW29L,SAVGO,SB,P,C,E   , ,   ,CF, ,VJK,SB,D, ,      ,2826,0081,2820,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANPA2A,RW29L,VJK07,SB,P,C,E   ,R,   ,AF, ,VJK,SB,D, ,      ,0112,0081,2820,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANPA2A,RW29L,VJK06,SB,P,C,E   ,R,   ,AF, ,VJK,SB,D, ,      ,0542,0081,0110,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANPA2A,RW29L,UKENA,SB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANPA2A,RW29L,ANPAX,SB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ANPA2A,ARPON,ANPAX,SB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,VJK,SB,D, , , , , ;
SID:020,3,ANPA2A,ARPON,FSA,SB,D, ,V C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,ANPA2A,ARPON,ARPON,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ANPA2A,FSA,ANPAX,SB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,VJK,SB,D, , , , , ;
SID:020,3,ANPA2A,FSA,FSA,SB,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ANPA2A,KOLDA,ANPAX,SB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,VJK,SB,D, , , , , ;
SID:020,3,ANPA2A,KOLDA,FSA,SB,D, ,V C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,ANPA2A,KOLDA,KOLDA,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,ANPA2A,UTMAN,ANPAX,SB,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,VJK,SB,D, , , , , ;
SID:020,3,ANPA2A,UTMAN,UTMAN,SB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ARSO1B,RW29R,ARSOP,SB,P,C,EE  , ,010,CF, ,VJK,SB,D, ,      ,3013,0066,3030,0050, ,     ,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:005,6,ARSO1B,KOGDI,ARSOP,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:010,6,ARSO1B,KOGDI,OPVIX,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,6,ARSO1B,KOGDI,KOGDI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,6,ARSO1B,PABUM,ARSOP,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:010,6,ARSO1B,PABUM,OPVIX,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ARSO1B,PABUM,PABUM,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,6,ARSO1B,SIREM,ARSOP,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:010,6,ARSO1B,SIREM,OPVIX,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ARSO1B,SIREM,SIREM,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,6,ARSO1B,TIPTU,ARSOP,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:010,6,ARSO1B,TIPTU,OPVIX,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ARSO1B,TIPTU,TIPTU,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,6,ARSO1B,UGUGA,ARSOP,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:010,6,ARSO1B,UGUGA,OPVIX,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,6,ARSO1B,UGUGA,UGUGA,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOBE2A,RW29R, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2880,    ,+,04200,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:020,5,BOBE2A,RW29R,GAXON,SB,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BOBE2A,RW29R,BOBEM,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BOBE2A,ENRUR,BOBEM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:020,6,BOBE2A,ENRUR,ENRUR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BOBE2A,GEBEP,BOBEM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:020,6,BOBE2A,GEBEP,GEBEP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BOBE2A,GEPMO,BOBEM,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:020,6,BOBE2A,GEPMO,GEPMO,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ESBU6A,RW11L,KOTVU,SB,P,C,E   , ,010,CF, ,VJK,SB,D, ,      ,1071,0102,1080,0101, ,     ,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:020,5,ESBU6A,RW11L,ESBUX,SB,E,A,EE  ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ESBU6A,EPDEP,ESBUX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:020,6,ESBU6A,EPDEP,EPDEP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ESBU6A,ILKUS,ESBUX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:020,6,ESBU6A,ILKUS,ILKUS,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ESBU6A,KOGDI,ESBUX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    ,-,FL100,     ,07000, ,   ,    ,   ,SBBR,SB,P,A, , , , ;
SID:020,6,ESBU6A,KOGDI,BR151,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,ESBU6A,KOGDI,DARCI,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,ESBU6A,KOGDI,KOGDI,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
