SID:070,5,ANVI7F,RW30B,ULADO,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:075,5,ANVI7F,RW30B,RAPMO,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:077,5,ANVI7F,RW30B,LOPUV,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ANVI7F,RW30B,ANVIX,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DAVM4F,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2990,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,DAVM4F,RW30B,DB570,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,180,    ,   , , , , , , , , ;
SID:025,5,DAVM4F,RW30B,DB560,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,190,    ,   , , , , , , , , ;
SID:030,5,DAVM4F,RW30B,DB576,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:035,5,DAVM4F,RW30B,DB568,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DAVM4F,RW30B,KUNPI,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,5,DAVM4F,RW30B,OBROG,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DAVM4F,RW30B,DAVMO,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DAVM4G,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1190,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,DAVM4G,RW12B,ASTES,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DAVM4G,RW12B,GIRGO,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,DAVM4G,RW12B,DB464,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DAVM4G,RW12B,GIVLI,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DAVM4G,RW12B,VEBUL,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,DAVM4G,RW12B,DAVMO,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EMER2F,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2990,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,EMER2F,RW30B,DB570,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,180,    ,   , , , , , , , , ;
SID:025,5,EMER2F,RW30B,DB586,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,+,190,    ,   , , , , , , , , ;
SID:030,5,EMER2F,RW30B,DB587,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,EMER2F,RW30B,DB467,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,EMER2F,RW30B,GINLA,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,EMER2F,RW30B,XARTA,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,EMER2F,RW30B,EMERU,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EMER2G,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1190,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,EMER2G,RW12B,ASTES,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EMER2G,RW12B,DB451,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,200,    ,   , , , , , , , , ;
SID:040,5,EMER2G,RW12B,DB460,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,EMER2G,RW12B,DB465,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,EMER2G,RW12B,DB467,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,EMER2G,RW12B,GINLA,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,EMER2G,RW12B,XARTA,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,EMER2G,RW12B,EMERU,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IVUR1F,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2990,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,IVUR1F,RW30B,DB570,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,180,    ,   , , , , , , , , ;
SID:025,5,IVUR1F,RW30B,DB560,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,190,    ,   , , , , , , , , ;
SID:030,5,IVUR1F,RW30B,DB576,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:035,5,IVUR1F,RW30B,DB569,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IVUR1F,RW30B,KUPOR,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IVUR1F,RW30B,UKRER,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,IVUR1F,RW30B,VAXAB,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:062,5,IVUR1F,RW30B,LUDEV,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,5,IVUR1F,RW30B,GETID,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,IVUR1F,RW30B,IVURO,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IVUR1G,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1190,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,IVUR1G,RW12B,ASTES,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,IVUR1G,RW12B,GIRGO,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:035,5,IVUR1G,RW12B,DB464,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,IVUR1G,RW12B,GETID,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,IVUR1G,RW12B,IVURO,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KUTL4F,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2990,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,KUTL4F,RW30B,DB570,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,180,    ,   , , , , , , , , ;
SID:025,5,KUTL4F,RW30B,DB586,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,+,190,    ,   , , , , , , , , ;
SID:030,5,KUTL4F,RW30B,DB587,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:035,5,KUTL4F,RW30B,DB467,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KUTL4F,RW30B,GINLA,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KUTL4F,RW30B,XARTA,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KUTL4F,RW30B,KUTLI,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KUTL4G,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1190,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,KUTL4G,RW12B,ASTES,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KUTL4G,RW12B,DB451,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,200,    ,   , , , , , , , , ;
SID:040,5,KUTL4G,RW12B,DB460,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,KUTL4G,RW12B,DB465,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KUTL4G,RW12B,DB467,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,KUTL4G,RW12B,GINLA,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,KUTL4G,RW12B,XARTA,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,KUTL4G,RW12B,KUTLI,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MIRO3F,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2990,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,MIRO3F,RW30B,DB570,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,180,    ,   , , , , , , , , ;
SID:025,5,MIRO3F,RW30B,DB586,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,+,190,    ,   , , , , , , , , ;
SID:030,5,MIRO3F,RW30B,DB587,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:035,5,MIRO3F,RW30B,DB410,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MIRO3F,RW30B,LOPAP,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MIRO3F,RW30B,MIROT,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MIRO3G,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1190,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,MIRO3G,RW12B,ASTES,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MIRO3G,RW12B,DB451,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,200,    ,   , , , , , , , , ;
SID:040,5,MIRO3G,RW12B,DB460,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,MIRO3G,RW12B,DB465,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,MIRO3G,RW12B,DB467,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MIRO3G,RW12B,DB463,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,MIRO3G,RW12B,LOPAP,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,MIRO3G,RW12B,MIROT,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NABI3F,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2990,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,NABI3F,RW30B,DB570,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,180,    ,   , , , , , , , , ;
SID:025,5,NABI3F,RW30B,DB586,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     ,+,190,    ,   , , , , , , , , ;
SID:030,5,NABI3F,RW30B,DB587,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     ,-,220,    ,   , , , , , , , , ;
SID:035,5,NABI3F,RW30B,DB410,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NABI3F,RW30B,LOPAP,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,NABI3F,RW30B,NABIX,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NABI3G,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1190,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,NABI3G,RW12B,ASTES,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NABI3G,RW12B,DB451,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,200,    ,   , , , , , , , , ;
SID:040,5,NABI3G,RW12B,DB460,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,NABI3G,RW12B,DB465,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,NABI3G,RW12B,DB467,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,NABI3G,RW12B,DB463,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,NABI3G,RW12B,LOPAP,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,NABI3G,RW12B,NABIX,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RIDA2F,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2990,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,RIDA2F,RW30B,DB570,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,180,    ,   , , , , , , , , ;
SID:025,5,RIDA2F,RW30B,DB584,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,190,    ,   , , , , , , , , ;
SID:030,5,RIDA2F,RW30B,DB585,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,RIDA2F,RW30B,ORLAD,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,RIDA2F,RW30B,KIXOG,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,RIDA2F,RW30B,RIDAP,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,RIDA3G,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1190,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,RIDA3G,RW12B,ASTES,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,RIDA3G,RW12B,DB451,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,200,    ,   , , , , , , , , ;
SID:040,5,RIDA3G,RW12B,DB460,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,RIDA3G,RW12B,DB465,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,RIDA3G,RW12B,DB466,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:057,5,RIDA3G,RW12B,DB468,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,RIDA3G,RW12B,ORLAD,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,RIDA3G,RW12B,KIXOG,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,RIDA3G,RW12B,RIDAP,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SENP2F,RW30B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2990,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,SENP2F,RW30B,DB570,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,180,    ,   , , , , , , , , ;
SID:025,5,SENP2F,RW30B,DB582,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,190,    ,   , , , , , , , , ;
SID:030,5,SENP2F,RW30B,DB583,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:035,5,SENP2F,RW30B,EMOPO,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:037,5,SENP2F,RW30B,GIBUR,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,SENP2F,RW30B,IVILI,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,SENP2F,RW30B,SENPA,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,SENP3G,RW12B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1190,    ,+,00460,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:020,5,SENP3G,RW12B,ASTES,OM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,SENP3G,RW12B,DB451,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,+,200,    ,   , , , , , , , , ;
SID:040,5,SENP3G,RW12B,DB460,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,SENP3G,RW12B,DB465,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,SENP3G,RW12B,DB467,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,SENP3G,RW12B,DB461,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,SENP3G,RW12B,IVATU,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:075,5,SENP3G,RW12B,IVILI,OM,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,SENP3G,RW12B,SENPA,OM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DATO1E,RW12B,DATOB,OM,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,15000, ,230,    ,   , , , , , , , , ;
STAR:020,5,DATO1E,RW12B,DB400,OM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
