APPCH:030,R,R22, ,AGALE,PA,P,C,EY M, ,   ,TF, , , , , ,      ,    ,    ,2210,0046, ,00540,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R22, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2210,    ,+,00697,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R22, ,AWIRO,PA,P,C,EY  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R22, ,AWIRO,PA,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2210,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,T22,FYU,FYU,PA,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T22,FYU,SKOKI,PA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T22,FYU,SKOKI,PA,P,C,EE A,R,   ,PI, ,FYU,PA,D, ,      ,0560,0050,0110,0100,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,T22,LECIB,LECIB,PA,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T22,LECIB,RAVAC,PA,P,C,EE B,R,   ,AF, ,FYU,PA,D, ,      ,0560,0110,3240,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T22, ,RAVAC,PA,P,C,E  I, ,   ,IF, ,FYU,PA,D, ,      ,0560,0110,    ,    ,+,02000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T22, ,SKOKI,PA,P,C,E  F, ,   ,CF, ,FYU,PA,D, ,      ,0560,0050,2360,0060,+,01800,     ,     , ,   ,    ,   ,FYU,PA,D, ,B,0,D,S;
APPCH:030,T,T22, ,ZUPVO,PA,P,C,E  M, ,   ,CF, ,FYU,PA,D, ,      ,0560,0011,2360,0039, ,00496,     ,     , ,   ,-314,   , , , , , ,0,D,S;
APPCH:040,T,T22, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2360,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T22, , , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T22, ,SKOKI,PA,P,C,E   , ,   ,CF, ,FYU,PA,D, ,      ,0560,0050,0560,0021, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,T,T22, ,SKOKI,PA,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2360,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW04 ,     ,      ,00447, ,    , ,   ;N66340849,W145154049,0000;
RWY:RW22 ,     ,      ,00447, ,    , ,   ;N66343284,W145135309,0000;
