SID:010,5,BIKNO1,RW08, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0840,    ,+,05910,     ,     ,-,205,    ,   ,DNH,ZL,D, , , , , ;
SID:020,5,BIKNO1,RW08,DH714,ZL,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BIKNO1,RW08,BIKNO,ZL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BIKNO2,RW26, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2640,    ,+,05910,     ,     , ,   ,    ,   ,DNH,ZL,D, , , , , ;
SID:030,5,BIKNO2,RW26,DH714,ZL,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BIKNO2,RW26,BIKNO,ZL,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BIKNO3,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0840,    ,+,05910,     ,     , ,   ,    ,   ,DNH,ZL,D, , , , , ;
SID:020,2,BIKNO3,RW08,DNH,ZL,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,BIKNO3,RW08,BIKNO,ZL,E,A,EEC ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BIKNO4,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2640,    ,+,05910,     ,     , ,   ,    ,   ,DNH,ZL,D, , , , , ;
SID:020,2,BIKNO4,RW26, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3500,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,BIKNO4,RW26,BIKNO,ZL,E,A,EEC , ,   ,CF, ,DNH,ZL,D, ,      ,3140,0641,3140,0520, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NUKTI1,RW08, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0840,    ,+,05910,     ,     ,-,205,    ,   ,DNH,ZL,D, , , , , ;
SID:020,5,NUKTI1,RW08,DH614,ZL,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NUKTI1,RW08,NUKTI,ZW,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,NUKTI2,RW26, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,2640,    ,+,05910,     ,     , ,   ,    ,   ,DNH,ZL,D, , , , , ;
SID:020,5,NUKTI2,RW26,DH618,ZL,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,09850,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,NUKTI2,RW26,DH614,ZL,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NUKTI2,RW26,NUKTI,ZW,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NUKTI3,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0840,    ,+,05910,     ,     , ,   ,    ,   ,DNH,ZL,D, , , , , ;
SID:020,2,NUKTI3,RW08, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,3150,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,NUKTI3,RW08,DNH,ZL,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,NUKTI3,RW08,NUKTI,ZW,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,NUKTI4,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2640,    ,+,05910,     ,     , ,   ,    ,   ,DNH,ZL,D, , , , , ;
SID:020,2,NUKTI4,RW26,DNH,ZL,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,NUKTI4,RW26,NUKTI,ZW,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TESEN1,RW08, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0840,    ,+,05910,     ,     ,-,205,    ,   ,DNH,ZL,D, , , , , ;
SID:020,5,TESEN1,RW08,DH613,ZL,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
