SID:010,2,ANGEL2,RW01, , , , ,    , ,   ,VD, ,ESV,SE,D, ,      ,    ,    ,0060,0040,+,00600,     ,04000, ,   ,    ,   ,ESV,SE,D, , , , , ;
SID:020,2,ANGEL2,RW01, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANGEL2,RW01,ANGEL,SE,E,A,EEC , ,   ,CF, ,ESV,SE,D, ,      ,0494,0385,0500,0290,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOKU2A,RW01, , , , ,    , ,   ,CD, ,ESV,SE,D, ,      ,    ,    ,0060,0040,+,01000,     ,04000, ,   ,    ,   ,ESV,SE,D, , , , , ;
SID:020,2,BOKU2A,RW01, , , , ,    ,R,   ,CR,Y,ESV,SE,D, ,      ,0560,    ,1610,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOKU2A,RW01, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1310,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOKU2A,RW01,BOKUD,SE,E,A,EEC , ,   ,CF, ,ESV,SE,D, ,      ,1349,0200,1610,0140,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BOKUD2,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1860,    ,+,00440,     ,04000, ,   ,    ,   ,ESV,SE,D, , , , , ;
SID:020,2,BOKUD2,RW19, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1920,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BOKUD2,RW19,ESV,SE,D, ,V   , ,   ,FD, ,ESV,SE,D, ,      ,0000,0000,1900,0030,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BOKUD2,RW19, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BOKUD2,RW19,ESV,SE,D, ,V   , ,   ,FD, ,ESV,SE,D, ,      ,0000,0000,1350,0120,+,03500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BOKUD2,RW19,BOKUD,SE,E,A,EEC , ,   ,CF, ,ESV,SE,D, ,      ,1349,0200,1350,0080,+,FL060,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUTEG2,RW19, , , , ,    , ,   ,VD, ,ESV,SE,D, ,      ,    ,    ,1860,0050,+,01500,     ,04000, ,   ,    ,   ,ESV,SE,D, , , , , ;
SID:020,2,BUTEG2,RW19,BUTEG,SE,E,A,EEC , ,   ,CF, ,ESV,SE,D, ,      ,1874,0199,1880,0150,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ESV2,RW01, , , , ,    , ,   ,VD, ,ESV,SE,D, ,      ,    ,    ,0060,0050,+,01000,     ,04000, ,   ,    ,   ,ESV,SE,D, , , , , ;
SID:030,2,ESV2,RW01,ESV,SE,D, ,VEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ESV2A,RW19, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1860,    ,+,00440,     ,04000, ,   ,    ,   ,ESV,SE,D, , , , , ;
SID:020,2,ESV2A,RW19, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1920,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ESV2A,RW19,ESV,SE,D, ,V   , ,   ,FD, ,ESV,SE,D, ,      ,0000,0000,1900,0030,+,01000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ESV2A,RW19,ESV,SE,D, ,VEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D01-X,BUTEG,BUTEG,SE,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D01-X,BUTEG,D184L,SE,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D01-X,BUTEG,CS01,SE,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D01-X, ,CS01,SE,P,C,E  I, ,   ,IF, ,ESV,SE,D, ,      ,1800,0083,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D01-X, ,FS01,SE,P,C,E  F, ,   ,CF, ,ESV,SE,D, ,      ,1800,0053,3600,0030,+,01650,     ,     , ,   ,    ,   ,ESV,SE,D, , ,0, ,S;
APPCH:030,D,D01-X, ,RW01,SE,P,G,G  M, ,   ,CF, ,ESV,SE,D, ,      ,1692,0003,3600,0049, ,00082,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D01-X, ,ESV,SE,D, ,VYM , ,   ,CF, ,ESV,SE,D, ,      ,0000,0000,3600,0003, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D01-X, ,ESV,SE,D, ,V   , ,   ,FD, ,ESV,SE,D, ,      ,0000,0000,3600,0050,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D01-X, ,ESV,SE,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D01-X, ,ESV,SE,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,3390,T010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D01-Y,ATAVU,ATAVU,SE,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D01-Y,ATAVU,D212L,SE,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D01-Y,ATAVU, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0320,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D01-Y,ATAVU,D180J,SE,P,C,E   ,L,   ,AF, ,ESV,SE,D, ,      ,1800,0100,2120,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D01-Y,ATAVU,CS01,SE,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D01-Y, ,CS01,SE,P,C,E  I, ,   ,IF, ,ESV,SE,D, ,      ,1800,0083,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D01-Y, ,FS01,SE,P,C,E  F, ,   ,CF, ,ESV,SE,D, ,      ,1800,0053,3600,0030,+,01650,     ,     , ,   ,    ,   ,ESV,SE,D, , ,0, ,S;
APPCH:030,D,D01-Y, ,RW01,SE,P,G,G  M, ,   ,CF, ,ESV,SE,D, ,      ,1692,0003,3600,0049, ,00082,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D01-Y, ,ESV,SE,D, ,VYM , ,   ,CF, ,ESV,SE,D, ,      ,0000,0000,3600,0003, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D01-Y, ,ESV,SE,D, ,V   , ,   ,FD, ,ESV,SE,D, ,      ,0000,0000,3600,0050,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D01-Y, ,ESV,SE,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D01-Y, ,ESV,SE,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,3390,T010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D01-Z,BOKUD,BOKUD,SE,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D01-Z,BOKUD,D135L,SE,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D01-Z,BOKUD, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3150,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D01-Z,BOKUD,D180J,SE,P,C,E   ,R,   ,AF, ,ESV,SE,D, ,      ,1800,0100,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D01-Z,BOKUD,CS01,SE,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D01-Z, ,CS01,SE,P,C,E  I, ,   ,IF, ,ESV,SE,D, ,      ,1800,0083,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D01-Z, ,FS01,SE,P,C,E  F, ,   ,CF, ,ESV,SE,D, ,      ,1800,0053,3600,0030,+,01650,     ,     , ,   ,    ,   ,ESV,SE,D, , ,0, ,S;
APPCH:030,D,D01-Z, ,RW01,SE,P,G,G  M, ,   ,CF, ,ESV,SE,D, ,      ,1692,0003,3600,0049, ,00082,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D01-Z, ,ESV,SE,D, ,VYM , ,   ,CF, ,ESV,SE,D, ,      ,0000,0000,3600,0003, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D01-Z, ,ESV,SE,D, ,V   , ,   ,FD, ,ESV,SE,D, ,      ,0000,0000,3600,0050,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D01-Z, ,ESV,SE,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D01-Z, ,ESV,SE,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,3390,T010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D19-Y,BOKUD,BOKUD,SE,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D19-Y,BOKUD,D135L,SE,P,C,E  A, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL060,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D19-Y,BOKUD, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3150,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D19-Y,BOKUD,D007J,SE,P,C,E   ,L,   ,AF, ,ESV,SE,D, ,      ,0070,0100,1350,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D19-Y,BOKUD,CS19Y,SE,P,C,EE  , ,   ,CF, ,ESV,SE,D, ,      ,0070,0080,1870,0020,+,01900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D19-Y, ,CS19Y,SE,P,C,E  I, ,   ,IF, ,ESV,SE,D, ,      ,0070,0080,    ,    ,+,01900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D19-Y, ,FS19,SE,P,C,E  F, ,   ,CF, ,ESV,SE,D, ,      ,0070,0069,1870,0012,+,01900,     ,     , ,   ,    ,   ,ESV,SE,D, , ,0, ,S;
APPCH:030,D,D19-Y, ,RW19,SE,P,G,G  M, ,   ,CF, ,ESV,SE,D, ,      ,0107,0011,1870,0058, ,00070,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D19-Y, ,ESV,SE,D, ,VYM , ,   ,CF, ,ESV,SE,D, ,      ,0000,0000,1870,0011, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D19-Y, ,ESV,SE,D, ,V   , ,   ,FD, ,ESV,SE,D, ,      ,0000,0000,1930,0040,+,01500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D19-Y, ,ESV,SE,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D19-Y, ,ESV,SE,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,3390,T010,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D19-Z,ESV,ESV,SE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,240,    ,   , , , , , ,0, ,S;
APPCH:020,A,D19-Z,ESV,ESV,SE,D, ,V   , ,   ,FD, ,ESV,SE,D, ,      ,0000,0000,3390,0090,+,01900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D19-Z,ESV,CS19Z,SE,P,C,EE B,R,   ,CF,Y,ESV,SE,D, ,      ,0070,0090,1870,0010,+,01900,     ,     , ,   ,    ,   , , , , , ,0, ,S;
