SID:010,4,BOTP1K,RW01L,AD607,ZB,P,C,E   , ,   ,CF, ,DXG,ZB,D, ,      ,0326,0032,0010,0020,+,00500,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,4,BOTP1K,RW01L,AD531,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,4,BOTP1K,RW01L,AD551,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BOTP1K,RW01L,AD552,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOTP1K,RW35L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0010,    ,+,00500,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,4,BOTP1K,RW35L,AD572,ZB,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOTP1K,RW35L,AD552,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOTP1K,RW35R,AD550,ZB,P,C,E   , ,   ,CF, ,DXG,ZB,D, ,      ,0053,0048,0010,0030, ,     ,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,4,BOTP1K,RW35R,AD551,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOTP1K,RW35R,AD552,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOTP1K, ,AD552,ZB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,BOTP1K, ,AD553,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BOTP1K, ,AD558,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BOTP1K, ,BOTPU,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOTP5L,RW17L,AD450,ZB,P,C,E   , ,   ,CF, ,DXG,ZB,D, ,      ,1742,0030,1810,0040, ,     ,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,4,BOTP5L,RW17L,AD451,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOTP5L,RW17L,AD472,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BOTP5L,RW17L,AD473,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOTP5L,RW17R,AD470,ZB,P,C,E   , ,   ,CF, ,DXG,ZB,D, ,      ,1820,0030,1810,0040, ,     ,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,4,BOTP5L,RW17R,AD471,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01970,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOTP5L,RW17R,AD472,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,BOTP5L,RW17R,AD473,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BOTP5L,RW19R,AD433,ZB,P,C,E   , ,   ,CF, ,DXG,ZB,D, ,      ,1687,0077,1810,0080,+,01970,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,4,BOTP5L,RW19R,AD472,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BOTP5L,RW19R,AD473,ZB,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOTP5L, ,AD473,ZB,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07880,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,BOTP5L, ,AD558,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BOTP5L, ,BOTPU,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BOTP8M,RW11L,AD511,ZB,P,C,E   , ,   ,CF, ,DXG,ZB,D, ,      ,0962,0113,1110,0080, ,     ,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,BOTP8M,RW11L,AD512,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,04930,03940,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BOTP8M,RW11L,AD513,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BOTP8M,RW11L,AD514,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BOTP8M,RW11L,AD515,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BOTP8M,RW11L,AD518,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BOTP8M,RW11L,AD519,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BOTP8M,RW11L,BOTPU,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOTR4M,RW01L,AD607,ZB,P,C,E   , ,   ,CF, ,DXG,ZB,D, ,      ,0326,0032,0010,0020,+,00500,     ,     , ,   ,    ,   ,DXG,ZB,D, , , , , ;
SID:020,5,DOTR4M,RW01L,AD531,ZB,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
