APPCH:010,A,RNVB,TETAE,TETAE,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,TETAE,VISLY,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,VISLY,VISLY,K6,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1790,0050,+,04800,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,RNVB,WALAL,WALAL,K6,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,A,RNVB,WALAL,VISLY,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,R,RNVB, ,VISLY,K6,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,18000, ,   ,    ,   , , , , , ,B,J,C;
APPCH:020,R,RNVB, ,SAPTE,K6,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1790,0061,+,03000,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:030,R,RNVB, ,RW18,K6,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1790,0062, ,01004,     ,     , ,   ,-305,   , , , , , ,B,J,C;
APPCH:040,R,RNVB, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1790,    ,+,01354,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:050,R,RNVB, ,VISLY,K6,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:060,R,RNVB, ,VISLY,K6,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1790,0050,+,04800,     ,     , ,   ,    ,   , , , , , ,B,J,C;
APPCH:010,A,VORA,GDM,GDM,K6,D, ,V  A,R,   ,PI, ,GDM,K6,D, ,      ,0000,0000,2320,0100,+,03000,     ,18000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORA,GDM,GDM,K6,D, ,VE  , ,   ,CF, ,GDM,K6,D, ,      ,0000,0000,0970,0080,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VORA, ,GDM,K6,D, ,V  F, ,   ,IF, ,GDM,K6,D, ,      ,0000,0000,    ,    ,+,02400,     ,18000, ,   ,    ,   ,GDM,K6,D, , ,0, ,C;
APPCH:030,V,VORA, ,MACXE,K6,P,C,EY M, ,   ,CF, ,GDM,K6,D, ,      ,0967,0019,0970,0019, ,02020,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,V,VORA, ,GDM,K6,D, ,V M ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VORA, ,GDM,K6,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,0970,T010,+,03300,     ,     , ,   ,    ,   , , , , , ,0, ,C;
RWY:RW18 ,     ,      ,00954, ,    , ,   ;N42331389,W072010291,0000;
RWY:RW36 ,     ,      ,00924, ,    , ,   ;N42324527,W072005243,0000;
