SID:010,5,ANIT1J,RW04,AKDES,WI,P,C,E   , ,   ,CF, ,BTM,WI,D, ,      ,0416,0070,0420,0080, ,     ,     ,11000, ,   ,    ,   ,WIDD,WI,P,A, , , , ;
SID:020,5,ANIT1J,RW04,AKTUT,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANIT1J,RW04,RULSU,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,06000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANIT1J,RW04,UGSUS,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANIT1J,RW04,VASTI,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANIT1J,RW04,VIRET,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ANIT1J,RW04,GURES,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ANIT1J,RW04,IKIRO,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ANIT1J,RW04,ANITO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANIT1M,RW22,ASOMI,WI,E,A,E   , ,   ,CF, ,BTM,WI,D, ,      ,2221,0091,2220,0070, ,     ,     ,11000, ,   ,    ,   ,WIDD,WI,P,A, , , , ;
SID:020,5,ANIT1M,RW22,IDKIV,WI,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANIT1M,RW22,TORIT,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANIT1M,RW22,VASTI,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANIT1M,RW22,VIRET,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANIT1M,RW22,GURES,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ANIT1M,RW22,IKIRO,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ANIT1M,RW22,ANITO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODS1J,RW04,AKDES,WI,P,C,E   , ,   ,CF, ,BTM,WI,D, ,      ,0416,0070,0420,0080, ,     ,     ,11000, ,   ,    ,   ,WIDD,WI,P,A, , , , ;
SID:020,5,DODS1J,RW04,KANVO,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODS1J,RW04,VEBMA,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DODS1J,RW04,TOMAN,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DODS1J,RW04,DODSO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODS1M,RW22,ASOMI,WI,E,A,E   , ,   ,CF, ,BTM,WI,D, ,      ,2221,0091,2220,0070, ,     ,     ,11000, ,   ,    ,   ,WIDD,WI,P,A, , , , ;
SID:020,5,DODS1M,RW22,IDKIV,WI,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODS1M,RW22,GIXEM,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DODS1M,RW22,LEMIV,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DODS1M,RW22,DOTUD,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DODS1M,RW22,VEBMA,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,DODS1M,RW22,TOMAN,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,DODS1M,RW22,DODSO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ENPU1J,RW04,AKDES,WI,P,C,E   , ,   ,CF, ,BTM,WI,D, ,      ,0416,0070,0420,0080, ,     ,     ,11000, ,   ,    ,   ,WIDD,WI,P,A, , , , ;
SID:020,5,ENPU1J,RW04,AKTUT,WI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
