APPCH:040,N,NDBA, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3100,    ,+,12500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,N,NDBA, ,YSJ,OI,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,15000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,N,NDBA, ,YSJ,OI,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,1160,T010,+,15000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,NDBB,YSJ,YSJ,OI,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,17000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,NDBB,YSJ,YSJ,OI,D,B,EY  , ,   ,FC, ,YSJ,OI,D, ,      ,3154,0006,1330,0110, ,11400,     ,     ,-,220,    ,   , , , , , ,0, ,C;
APPCH:030,A,NDBB,YSJ,FF333,OI,P,C,EE  ,R,   ,CF,Y,YSJ,OI,D, ,      ,1543,0084,3330,0020, ,11400,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,N,NDBB, ,FF333,OI,P,C,E  F, ,   ,IF, ,YSJ,OI,D,B,      ,    ,    ,    ,    , ,11400,     ,17000, ,   ,    ,   ,YSJ,OI,D,B, ,0, ,C;
APPCH:030,N,NDBB, ,YSJ,OI,D,B,E  M, ,   ,CF, ,YSJ,OI,D,B,      ,    ,    ,3330,0090, ,10100,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,N,NDBB, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3100,    ,+,12500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,N,NDBB, ,YSJ,OI,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,15000,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,N,NDBB, ,YSJ,OI,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,1160,T010,+,15000,     ,     ,-,230,    ,   , , , , , ,0, ,C;
APPCH:010,A,S13,D275O,D275O,OI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,17000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S13,D275O,CF13,OI,P,C,EE B,R,   ,AF, ,YSJ,OI,D, ,      ,3050,0150,2750,    ,+,10100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,S,S13, ,CF13,OI,P,C,E  I, ,   ,IF, ,YSJ,OI,D, ,      ,3050,0150,    ,    ,+,10100,     ,17000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S13, ,FF13,OI,P,C,E  F, ,   ,CF, ,YSJ,OI,D, ,      ,3050,0090,1250,0060,+,08500,     ,     , ,   ,    ,   ,YSJ,OI,D, , ,0, ,S;
APPCH:030,S,S13, ,MA13,OI,P,C,E  M, ,   ,CF, ,YSJ,OI,D, ,      ,3050,0015,1250,0075, ,05889,     ,     , ,   ,-328,   , , , , , ,0, ,S;
APPCH:040,S,S13, ,YSJ,OI,D, ,V M , ,   ,CF, ,YSJ,OI,D, ,      ,0000,0000,1250,0015, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S13, ,YSJ,OI,D, ,V   , ,   ,FA, ,YSJ,OI,D, ,      ,0000,0000,1800,    ,+,09500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S13, ,D275O,OI,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,12500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S13, ,D275O,OI,P,C,EE H,L,   ,HM, , , , , ,      ,    ,    ,0950,T010,+,12500,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:010,A,VORA,YSJ1,YSJ,OI,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,17000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORA,YSJ1,YSJ,OI,D, ,V   , ,   ,FD, ,YSJ,OI,D, ,      ,0000,0000,1560,0140,+,11500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,VORA,YSJ1,CF319,OI,P,C,EE B,L,   ,CF,Y,YSJ,OI,D, ,      ,1390,0140,3190,0010,+,11500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,A,VORA,YSJ2,YSJ,OI,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,17000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,A,VORA,YSJ2,YSJ,OI,D, ,V   , ,   ,FD, ,YSJ,OI,D, ,      ,0000,0000,1470,0140,+,11500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:030,A,VORA,YSJ2,CF319,OI,P,C,EE B,L,   ,CF,Y,YSJ,OI,D, ,      ,1390,0140,3190,0010,+,11500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:010,V,VORA, ,CF319,OI,P,C,E  I, ,   ,IF, ,YSJ,OI,D, ,      ,1390,0140,    ,    ,+,11500,     ,17000, ,   ,    ,   , , , , , ,0, ,C;
APPCH:020,V,VORA, ,FF319,OI,P,C,E  F, ,   ,CF, ,YSJ,OI,D, ,      ,1390,0080,3190,0060,+,10500,     ,     , ,   ,    ,   ,YSJ,OI,D, , ,0, ,C;
APPCH:030,V,VORA, ,YSJ,OI,D, ,V  M, ,   ,CF, ,YSJ,OI,D, ,      ,0000,0000,3190,0080, ,08500,     ,     , ,   , 000,   , , , , , ,0, ,C;
APPCH:040,V,VORA, ,YSJ,OI,D, ,V M , ,   ,FA, ,YSJ,OI,D, ,      ,0000,0000,3090,    ,+,12500,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:050,V,VORA, ,YSJ,OI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,FL170,     ,     , ,   ,    ,   , , , , , ,0, ,C;
APPCH:060,V,VORA, ,YSJ,OI,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1300,T010,+,FL170,     ,     ,-,210,    ,   , , , , , ,0, ,C;
RWY:RW13 ,+0970,      ,05840, ,    , ,   ;N30423294,E051320280,1562;
RWY:RW31 ,-0970,      ,05939, ,    , ,   ;N30413320,E051331832,0000;
