SID:010,2,ADW1,RW01B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0100,    ,+,00680,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ADW1,RW01B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0500,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ADW1,RW01B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CAMP1,RW01B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0100,    ,+,00680,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CAMP1,RW01B, , , , ,    ,L,   ,VD, ,ADW,K6,D, ,      ,    ,    ,2700,0080, ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,CAMP1,RW01B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CAMP1,RW19B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1900,    ,+,03000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CAMP1,RW19B, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1900,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JEFSN2,RW01B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0100,    ,+,00800,     ,18000, ,   ,    ,   ,KADW,K6,P,A, , , , ;
SID:020,4,JEFSN2,RW01B,FLMOR,K6,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,JEFSN2,RW01B,LINCN,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,JEFSN2,RW01B,POLKK,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,JEFSN2,RW01B,JEFSN,K6,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,4,JEFSN2,RW19B,TYLER,K6,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,KADW,K6,P,A, , , , ;
SID:020,4,JEFSN2,RW19B,NIKLE,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,JEFSN2,RW19B,JEFSN,K6,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:010,6,JEFSN2,FLASK,JEFSN,K6,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,250,    ,   ,KADW,K6,P,A, , , , ;
SID:020,6,JEFSN2,FLASK,CLTCH,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,JEFSN2,FLASK,KERRK,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,JEFSN2,FLASK,TEEMS,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,JEFSN2,FLASK,FLASK,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,JEFSN2,GLANC,JEFSN,K6,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,250,    ,   ,KADW,K6,P,A, , , , ;
SID:020,6,JEFSN2,GLANC,SCRAM,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,JEFSN2,GLANC,DANOO,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,JEFSN2,GLANC,WALCE,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,JEFSN2,GLANC,GLANC,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,JEFSN2,MAULS,JEFSN,K6,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,250,    ,   ,KADW,K6,P,A, , , , ;
SID:020,6,JEFSN2,MAULS,CLTCH,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,JEFSN2,MAULS,KERRK,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,JEFSN2,MAULS,MAULS,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,JEFSN2,MELTN,JEFSN,K6,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,250,    ,   ,KADW,K6,P,A, , , , ;
SID:020,6,JEFSN2,MELTN,JDUBB,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,JEFSN2,MELTN,CASLY,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,JEFSN2,MELTN,MELTN,K6,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,JEFSN2,RRSIN,JEFSN,K6,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000,-,250,    ,   ,KADW,K6,P,A, , , , ;
SID:020,6,JEFSN2,RRSIN,JDUBB,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,JEFSN2,RRSIN,TYPNZ,K6,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
