SID:020,5,CHUM2K,RW11,LR100,MD,P,C,EY  , ,   ,CF, ,LRN,MD,D, ,      ,1108,0028,1090,0020, ,     ,     ,17000, ,   ,    ,   ,MDLR,MD,P,A, , , , ;
SID:030,5,CHUM2K,RW11,LR101,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CHUM2K,RW11,CHUMA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,CHUM2M,RW29,LR200,MD,P,C,EY  , ,   ,CF, ,LRN,MD,D, ,      ,2872,0028,2890,0020, ,     ,     ,17000, ,   ,    ,   ,MDLR,MD,P,A, , , , ;
SID:030,5,CHUM2M,RW29,LR202,MD,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CHUM2M,RW29,CHUMA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,DUPE2K,RW11,LR100,MD,P,C,EY  , ,   ,CF, ,LRN,MD,D, ,      ,1108,0028,1090,0020, ,     ,     ,17000, ,   ,    ,   ,MDLR,MD,P,A, , , , ;
SID:050,5,DUPE2K,RW11,DUPEL,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,DUPE2M,RW29,LR200,MD,P,C,EY  , ,   ,CF, ,LRN,MD,D, ,      ,2872,0028,2890,0020, ,     ,     ,17000, ,   ,    ,   ,MDLR,MD,P,A, , , , ;
SID:030,5,DUPE2M,RW29,LR445,MD,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DUPE2M,RW29,LR446,MD,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DUPE2M,RW29,LR447,MD,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DUPE2M,RW29,DUPEL,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KARI2K,RW11,LR100,MD,P,C,EY  , ,   ,CF, ,LRN,MD,D, ,      ,1108,0028,1090,0020, ,     ,     ,17000, ,   ,    ,   ,MDLR,MD,P,A, , , , ;
SID:030,5,KARI2K,RW11,LR105,MD,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KARI2K,RW11,KARIB,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KARI2M,RW29,LR200,MD,P,C,EY  , ,   ,CF, ,LRN,MD,D, ,      ,2872,0028,2890,0020, ,     ,     ,17000, ,   ,    ,   ,MDLR,MD,P,A, , , , ;
SID:030,5,KARI2M,RW29,LR445,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KARI2M,RW29,KARIB,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KERS2K,RW11,LR100,MD,P,C,EY  , ,   ,CF, ,LRN,MD,D, ,      ,1108,0028,1090,0020, ,     ,     ,17000, ,   ,    ,   ,MDLR,MD,P,A, , , , ;
SID:030,5,KERS2K,RW11,LR102,MD,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KERS2K,RW11,LR103,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,KERS2K,RW11,LR104,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,KERS2K,RW11,KERSO,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KERS2M,RW29,LR200,MD,P,C,EY  , ,   ,CF, ,LRN,MD,D, ,      ,2872,0028,2890,0020, ,     ,     ,17000, ,   ,    ,   ,MDLR,MD,P,A, , , , ;
SID:030,5,KERS2M,RW29,LR201,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KERS2M,RW29,KERSO,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,MELA2K,RW11,LR100,MD,P,C,EY  , ,   ,CF, ,LRN,MD,D, ,      ,1108,0028,1090,0020, ,     ,     ,17000, ,   ,    ,   ,MDLR,MD,P,A, , , , ;
SID:030,5,MELA2K,RW11,MELLA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,MELA2M,RW29,LR200,MD,P,C,EY  , ,   ,CF, ,LRN,MD,D, ,      ,2872,0028,2890,0020, ,     ,     ,17000, ,   ,    ,   ,MDLR,MD,P,A, , , , ;
SID:025,5,MELA2M,RW29,LR445,MD,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MELA2M,RW29,LR446,MD,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MELA2M,RW29,LR447,MD,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MELA2M,RW29,MELLA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,ANTE2D,RW11,ANTEX,MD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,18000,+,250,    ,   ,MDLR,MD,P,A, , , , ;
STAR:020,5,ANTE2D,RW11,DASPU,MD,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:030,5,ANTE2D,RW11,LR414,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:040,5,ANTE2D,RW11,BIBEN,MD,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,ANTE2E,RW29,ANTEX,MD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,18000,+,250,    ,   ,MDLR,MD,P,A, , , , ;
STAR:020,5,ANTE2E,RW29,LENUP,MD,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,DUNO2D,RW11,DUNOT,MD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,18000,+,250,    ,   ,MDLR,MD,P,A, , , , ;
STAR:020,5,DUNO2D,RW11,ALEVI,MD,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,16000,     ,     ,+,250,    ,   , , , , , , , , ;
STAR:025,5,DUNO2D,RW11,DAVKI,MD,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:030,5,DUNO2D,RW11,EMUPO,MD,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,DUNO2E,RW29,DUNOT,MD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,18000,+,250,    ,   ,MDLR,MD,P,A, , , , ;
STAR:020,5,DUNO2E,RW29,ALEVI,MD,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:030,5,DUNO2E,RW29,LR426,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:040,5,DUNO2E,RW29,URMAL,MD,E,A,EE H,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,PETR2D,RW11,PETRI,MD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,18000,+,250,    ,   ,MDLR,MD,P,A, , , , ;
STAR:020,5,PETR2D,RW11,LR501,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     ,+,250,    ,   , , , , , , , , ;
STAR:030,5,PETR2D,RW11,LR410,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:040,5,PETR2D,RW11,BIBEN,MD,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,PETR2E,RW29,PETRI,MD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,18000,+,250,    ,   ,MDLR,MD,P,A, , , , ;
STAR:020,5,PETR2E,RW29,KENKO,MD,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:030,5,PETR2E,RW29,LR422,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:040,5,PETR2E,RW29,LENUP,MD,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,PIXA2D,RW11,PIXAR,MD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,18000,+,250,    ,   ,MDLR,MD,P,A, , , , ;
STAR:020,5,PIXA2D,RW11,BEREL,MD,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,12000,     ,     ,+,250,    ,   , , , , , , , , ;
STAR:030,5,PIXA2D,RW11,LR414,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,230,    ,   , , , , , , , , ;
STAR:040,5,PIXA2D,RW11,BIBEN,MD,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:010,5,PIXA2E,RW29,PIXAR,MD,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18000,+,250,    ,   ,MDLR,MD,P,A, , , , ;
STAR:020,5,PIXA2E,RW29,BEREL,MD,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     ,-,250,    ,   , , , , , , , , ;
STAR:030,5,PIXA2E,RW29,LR422,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,210,    ,   , , , , , , , , ;
STAR:040,5,PIXA2E,RW29,LENUP,MD,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
APPCH:010,A,D11,ALEVI,ALEVI,MD,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,ALEVI,TAMBI,MD,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D11,ALEVI,PODOS,MD,P,C,E C ,R,   ,AF, ,LRN,MD,D, ,      ,2804,0120,1850,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D11,ALEVI,DULPI,MD,P,C,EECB,R,   ,AF, ,LRN,MD,D, ,      ,2858,0120,2800,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D11,BIBOK,BIBOK,MD,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,BIBOK,PITUT,MD,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D11,BIBOK,DULPI,MD,P,C,EECB,L,   ,AF, ,LRN,MD,D, ,      ,2858,0120,3230,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D11,LRN,LRN,MD,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,LRN,D266L,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D11,LRN,PODOS,MD,P,C,E C ,R,   ,AF, ,LRN,MD,D, ,      ,2804,0120,2660,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D11,LRN,DULPI,MD,P,C,EECB,R,   ,AF, ,LRN,MD,D, ,      ,2858,0120,2800,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D11,PIXAR,PIXAR,MD,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,PIXAR,PODUL,MD,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D11,PIXAR,PITUT,MD,P,C,E C ,L,   ,AF, ,LRN,MD,D, ,      ,3206,0120,0170,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D11,PIXAR,DULPI,MD,P,C,EECB,L,   ,AF, ,LRN,MD,D, ,      ,2858,0120,3230,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D11, ,DULPI,MD,P,C,E CI, ,   ,IF, ,LRN,MD,D, ,      ,2858,0120,    ,    ,+,03600,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D11, ,TADKI,MD,P,C,E CF, ,   ,CF, ,LRN,MD,D, ,      ,2858,0058,1060,0062,+,01900,     ,     , ,   ,    ,   ,MDLR,MD,P,A, ,0, ,S;
APPCH:030,D,D11, ,MA11,MD,P,C,E  M, ,   ,CF, ,LRN,MD,D, ,      ,2858,0023,1060,0035, ,00781,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D11, ,LRN,MD,D, ,V M , ,   ,CF, ,LRN,MD,D, ,      ,0000,0000,1060,0023, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D11, ,LRN,MD,D, ,V   , ,   ,FA, ,LRN,MD,D, ,      ,0000,0000,1060,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D11, ,LRN,MD,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R11,BIBEN,BIBEN,MD,E,A,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,BIBEN,LR450,MD,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R11,EMUPO,EMUPO,MD,E,A,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R11,EMUPO,LR450,MD,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,R,R11, ,LR450,MD,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,18000, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R11, ,VIRNU,MD,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,1090,0040,+,02000,     ,     , ,   ,    ,   ,MDLR,MD,P,A, ,B,J,S;
APPCH:030,R,R11, ,RW11,MD,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,1090,0054, ,00290,     ,     , ,   ,-300,   , , , , , ,B,J,S;
