SID:010,5,AIOS1V,RW29,DU903,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1190,0920,2940,0100, ,     ,     ,10000, ,   ,    ,   ,LDDU,LD,P,A, , , , ;
SID:020,5,AIOS1V,RW29,DU904,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AIOS1V,RW29,AIOSA,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AIOS1W,RW11,DU801,LD,P,C,EY  , ,   ,CF, ,SPL,LD,D, ,      ,1182,1059,1140,0022, ,     ,     ,10000, ,   ,    ,   ,LDDU,LD,P,A, , , , ;
SID:020,5,AIOS1W,RW11,RIGVA,LD,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AIOS1W,RW11,AIOSA,LI,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AMUG1V,RW29,DU903,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1190,0920,2940,0100, ,     ,     ,10000, ,   ,    ,   ,LDDU,LD,P,A, , , , ;
SID:020,5,AMUG1V,RW29,DU904,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AMUG1V,RW29,AMUGO,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AMUG1W,RW11,DU801,LD,P,C,EY  , ,   ,CF, ,SPL,LD,D, ,      ,1182,1059,1140,0022, ,     ,     ,10000, ,   ,    ,   ,LDDU,LD,P,A, , , , ;
SID:020,5,AMUG1W,RW11,DU803,LD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,AMUG1W,RW11,DU804,LD,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,AMUG1W,RW11,AMUGO,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BEVI1V,RW29,DU903,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1190,0920,2940,0100, ,     ,     ,10000, ,   ,    ,   ,LDDU,LD,P,A, , , , ;
SID:020,5,BEVI1V,RW29,DU904,LD,P,C,EY  , ,   ,CF, ,SPL,LD,D, ,      ,1196,0841,2940,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BEVI1V,RW29,BEVIS,LD,E,A,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BEVI1W,RW11,DU801,LD,P,C,EY  , ,   ,CF, ,SPL,LD,D, ,      ,1182,1059,1140,0022, ,     ,     ,10000, ,   ,    ,   ,LDDU,LD,P,A, , , , ;
SID:020,5,BEVI1W,RW11,RIGVA,LD,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BEVI1W,RW11,BEVIS,LD,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DOPU1V,RW29,DU903,LD,P,C,E   , ,   ,CF, ,SPL,LD,D, ,      ,1190,0920,2940,0100, ,     ,     ,10000, ,   ,    ,   ,LDDU,LD,P,A, , , , ;
SID:020,5,DOPU1V,RW29,DOPUT,LD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MADO1W,RW11,DU801,LD,P,C,EY  , ,   ,CF, ,SPL,LD,D, ,      ,1182,1059,1140,0022, ,     ,     ,10000, ,   ,    ,   ,LDDU,LD,P,A, , , , ;
SID:020,5,MADO1W,RW11,RIGVA,LD,E,A,EY  , ,   ,CF, ,SPL,LD,D, ,      ,1261,1127,1890,0165, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MADO1W,RW11,MADOS,LD,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MOKU1W,RW11,DU801,LD,P,C,EY  , ,   ,CF, ,SPL,LD,D, ,      ,1182,1059,1140,0022, ,     ,     ,10000, ,   ,    ,   ,LDDU,LD,P,A, , , , ;
SID:020,5,MOKU1W,RW11,RIGVA,LD,E,A,EY  , ,   ,CF, ,SPL,LD,D, ,      ,1261,1127,1890,0165, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MOKU1W,RW11,MOKUN,LD,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
