SID:010,1,COULT7,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0450,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,COULT7,RW04,TAXEE,K5,E,A,EE  , ,   ,CF, ,GEP,K3,D, ,      ,1190,0460,1190,0330, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,COULT7,RW12B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1210,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,COULT7,RW12B,TAXEE,K5,E,A,EE  , ,   ,CF, ,GEP,K3,D, ,      ,1190,0460,1190,0310, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,COULT7,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1700,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,COULT7,RW17,TAXEE,K5,E,A,EE  , ,   ,CF, ,GEP,K3,D, ,      ,1190,0460,1190,0310, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,COULT7,RW22, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2250,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,COULT7,RW22,TAXEE,K5,E,A,EE  , ,   ,CF, ,GEP,K3,D, ,      ,1190,0460,1190,0330, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,COULT7,RW30B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3010,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,COULT7,RW30B,TAXEE,K5,E,A,EE  , ,   ,CF, ,GEP,K3,D, ,      ,1190,0460,1190,0350, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,COULT7,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3500,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,COULT7,RW35,TAXEE,K5,E,A,EE  , ,   ,CF, ,GEP,K3,D, ,      ,1190,0460,1190,0350, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,COULT7, ,TAXEE,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,COULT7, ,COULT,K5,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,COULT7,DLL,COULT,K5,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,COULT7,DLL,LMFRY,K5,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,COULT7,DLL,DLL,K5,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,HSTIN6,RW17, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1700,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:030,5,HSTIN6,RW17,BDOGG,K3,P,C,E   , ,   ,CF, ,ALO,K3,D, ,      ,3449,1402,2170,0019, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HSTIN6,RW17,MNDEE,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,04000,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HSTIN6,RW17,PRAMN,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,HSTIN6,RW17,HITTL,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,17000,08000,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,HSTIN6,RW17,NANCZ,K3,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,17000,11000,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,HSTIN6,RW17,HSTIN,K3,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HSTIN6,DABOY,HSTIN,K3,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,HSTIN6,DABOY,YUPER,K3,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,HSTIN6,DABOY,DABOY,K3,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HSTIN6,ZZEEE,HSTIN,K3,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,HSTIN6,ZZEEE,BBERD,K3,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,HSTIN6,ZZEEE,ZZEEE,K3,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KBREW2,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0450,    , ,     ,     ,18000, ,   ,    ,   ,MSP,K3,D, , , , , ;
SID:020,1,KBREW2,RW04,GEP,K3,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KBREW2,RW12B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1210,    , ,     ,     ,18000, ,   ,    ,   ,MSP,K3,D, , , , , ;
SID:020,1,KBREW2,RW12B,GEP,K3,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KBREW2,RW17, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1700,    , ,     ,     ,18000, ,   ,    ,   ,MSP,K3,D, , , , , ;
SID:020,1,KBREW2,RW17,GEP,K3,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KBREW2,RW22, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2250,    , ,     ,     ,18000, ,   ,    ,   ,MSP,K3,D, , , , , ;
SID:020,1,KBREW2,RW22,GEP,K3,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KBREW2,RW30B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3010,    , ,     ,     ,18000, ,   ,    ,   ,MSP,K3,D, , , , , ;
SID:020,1,KBREW2,RW30B,GEP,K3,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,KBREW2,RW35, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3500,    , ,     ,     ,18000, ,   ,    ,   ,MSP,K3,D, , , , , ;
SID:020,1,KBREW2,RW35,GEP,K3,D, ,VE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KBREW2, ,GEP,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   ,MSP,K3,D, , , , , ;
SID:020,2,KBREW2, ,HRBEK,K3,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KBREW2, ,HOMUR,K3,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KBREW2, ,KBREW,K3,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,KBREW2,FAR,KBREW,K3,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,14000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,KBREW2,FAR,FAR,K3,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,LEINY6,RW04, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0450,    ,+,02100,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,LEINY6,RW04, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,0450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
