SID:010,2,ABDET1,RW03,KF,UE,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,00680,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:030,2,ABDET1,RW03,D072C,UE,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ABDET1,RW03,ABDET,UE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ABDET3,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2060,    ,+,00690,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:020,2,ABDET3,RW21,D184H,UE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ABDET3,RW21,ABDET,UE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAKNI1,RW03,KF,UE,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,00680,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:020,2,BAKNI1,RW03,BAKNI,UE,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BAKNI3,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2060,    ,+,00690,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:020,2,BAKNI3,RW21,BAKNI,UE,E,A,EEC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAZRI1,RW03,KF,UE,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,00680,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:020,2,DAZRI1,RW03,D105D,UE,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAZRI1,RW03,DAZRI,UE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DAZRI3,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2060,    ,+,00690,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:020,2,DAZRI3,RW21,D200F,UE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,DAZRI3,RW21,DAZRI,UE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,FASIM1,RW03,KF,UE,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,00680,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:020,2,FASIM1,RW03,D105D,UE,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,FASIM1,RW03,FASIM,UE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,FASIM3,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2060,    ,+,00690,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:020,2,FASIM3,RW21,D207J,UE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,FASIM3,RW21,FASIM,UE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,INBIS1,RW03,KF,UE,P,N,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,00680,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:020,2,INBIS1,RW03,D105D,UE,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,INBIS1,RW03,INBIS,UE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,INBIS3,RW21, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2060,    ,+,00690,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:010,2,INBIS3,RW21,D200F,UE,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,INBIS3,RW21,INBIS,UE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KEDAB1,RW03,KF,UE,P,N,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,00680,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:020,2,KEDAB1,RW03,D022B,UE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,01990,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,KEDAB1,RW03,D024E,UE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KEDAB1,RW03,D003E,UE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KEDAB1,RW03,KEDAB,UE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIRFA1,RW03,KF,UE,P,N,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,00680,     ,03640, ,   ,    ,   ,UEST,UE,P,A, , , , ;
SID:020,2,LIRFA1,RW03,D022B,UE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,01990,     ,     , ,   ,    ,   , , , , , , , , ;
