SID:050,5,ARS4L,RW08,ARS,ES,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARS6C,RW01L,SA421,ES,E,A,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0105,0013,0040,0005, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,ARS6C,RW01L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0040,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARS6C,RW01L,SA850,ES,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,5,ARS6C,RW01L,SA851,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARS6C,RW01L,SA723,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARS6C,RW01L,ARS,ES,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARS6E,RW19L,SA551,ES,E,A,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1495,0024,1830,0006, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,ARS6E,RW19L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1830,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARS6E,RW19L,SA561,ES,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,5,ARS6E,RW19L,SA567,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,ARS6E,RW19L,SA726,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARS6E,RW19L,ARS,ES,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARS6G,RW19R,SA705,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1800,0018,1840,0008, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,ARS6G,RW19R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1840,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARS6G,RW19R,SA704,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,ARS6G,RW19R,SA706,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARS6G,RW19R,ARS,ES,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BABA4B,RW01R,SA404,ES,E,A,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0519,0019,0040,0013, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,BABA4B,RW01R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0040,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BABA4B,RW01R,SA405,ES,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,BABA4B,RW01R,SA406,ES,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BABA4B,RW01R,BABAP,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BABA4E,RW19L,SA551,ES,E,A,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1495,0024,1830,0006, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,BABA4E,RW19L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1830,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BABA4E,RW19L,SA552,ES,E,A,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,5,BABA4E,RW19L,SA411,ES,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BABA4E,RW19L,BABAP,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BABA4K,RW26,SA871,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0054,0001,2500,0007, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:015,5,BABA4K,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2500,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BABA4K,RW26,SA861,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BABA4K,RW26,SA702,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,5,BABA4K,RW26,SA703,ES,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BABA4K,RW26,BABAP,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BABA4L,RW08,SA412,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0678,0037,0700,0016, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,BABA4L,RW08,SA416,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BABA4L,RW08,BABAP,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BABA4R,RW08,SA418,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0675,0032,0700,0010, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,BABA4R,RW08,SA416,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BABA4R,RW08,BABAP,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BABA5C,RW01L,SA401,ES,P,C,E   , ,   ,CF, ,ARL,ES,D, ,      ,0059,0050,0040,0042, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:015,5,BABA5C,RW01L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0040,    ,+,02500,     ,     ,-,205,    ,   , , , , , , , , ;
SID:020,5,BABA5C,RW01L,SA402,ES,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BABA5C,RW01L,SA422,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BABA5C,RW01L,BABAP,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BABA5G,RW19R,SA705,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1800,0018,1840,0008, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,BABA5G,RW19R,SA707,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BABA5G,RW19R,SA555,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,5,BABA5G,RW19R,SA554,ES,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,BABA5G,RW19R,SA509,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,BABA5G,RW19R,BABAP,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIGL4R,RW08,SA418,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0675,0032,0700,0010, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,DIGL4R,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0700,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIGL4R,RW08,SA557,ES,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,5,DIGL4R,RW08,SA717,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DIGL4R,RW08,DIGLI,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DIGL4R,RW08,NOSLI,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIGL6Q,RW19L,SA551,ES,E,A,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1495,0024,1830,0006, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,DIGL6Q,RW19L,SA564,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,DIGL6Q,RW19L,SA727,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DIGL6Q,RW19L,SA728,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DIGL6Q,RW19L,DIGLI,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DIGL6Q,RW19L,NOSLI,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GALN4R,RW08,SA418,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0675,0032,0700,0010, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:015,5,GALN4R,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0700,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,GALN4R,RW08,SA557,ES,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,GALN4R,RW08,SA717,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GALN4R,RW08,SA718,ES,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GALN4R,RW08,GALNU,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,GALN4R,RW08,INWIQ,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GALN6Q,RW19L,SA551,ES,E,A,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1495,0024,1830,0006, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,GALN6Q,RW19L,SA564,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,GALN6Q,RW19L,SA727,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GALN6Q,RW19L,SA728,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,5,GALN6Q,RW19L,SA729,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GALN6Q,RW19L,GALNU,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GALN6Q,RW19L,INWIQ,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HAPZ1G,RW19R,SA705,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1800,0018,1840,0008, ,     ,     ,05000,-,150,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,HAPZ1G,RW19R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1840,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,HAPZ1G,RW19R,SA822,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HAPZ1G,RW19R,HAPZI,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,HAPZ1G,RW19R, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2710,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INWI1B,RW01R,SA423,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0188,0056,0040,0055,+,02500,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,INWI1B,RW01R,SA864,ES,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,INWI1B,RW01R,SA851,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,INWI1B,RW01R,SA724,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,INWI1B,RW01R,INWIQ,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INWI1C,RW01L,SA421,ES,E,A,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0105,0013,0040,0005, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,INWI1C,RW01L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0040,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,INWI1C,RW01L,SA850,ES,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,5,INWI1C,RW01L,SA851,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,INWI1C,RW01L,SA724,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,INWI1C,RW01L,INWIQ,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INWI1E,RW19L,SA551,ES,E,A,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1495,0024,1830,0006, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,INWI1E,RW19L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1830,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,INWI1E,RW19L,SA561,ES,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,5,INWI1E,RW19L,SA566,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,INWI1E,RW19L,SA728,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,INWI1E,RW19L,SA729,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,INWI1E,RW19L,INWIQ,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INWI1G,RW19R,SA705,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,1800,0018,1840,0008, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:020,5,INWI1G,RW19R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1840,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,INWI1G,RW19R,SA704,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,INWI1G,RW19R,SA706,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,INWI1G,RW19R,SA708,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,INWI1G,RW19R,INWIQ,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INWI1K,RW26,SA871,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0054,0001,2500,0007, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:015,5,INWI1K,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2500,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,INWI1K,RW26,SA861,ES,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,INWI1K,RW26,SA719,ES,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,INWI1K,RW26,INWIQ,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,INWI1L,RW08,SA412,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0678,0037,0700,0016, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:015,5,INWI1L,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0700,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,INWI1L,RW08,SA424,ES,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,INWI1L,RW08,SA857,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,INWI1L,RW08,SA851,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,INWI1L,RW08,SA724,ES,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,INWI1L,RW08,INWIQ,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KOGA4B,RW01R,SA408,ES,P,C,E   , ,   ,CF, ,ARL,ES,D, ,      ,0129,0094,0040,0093, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:030,5,KOGA4B,RW01R,KOGAV,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KOGA4K,RW26,SA871,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0054,0001,2500,0007, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
SID:015,5,KOGA4K,RW26, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2500,    ,+,00600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KOGA4K,RW26,SA862,ES,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,KOGA4K,RW26,SA420,ES,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KOGA4K,RW26,KOGAV,ES,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KOGA4L,RW08,SA412,ES,P,C,EY  , ,   ,CF, ,ARL,ES,D, ,      ,0678,0037,0700,0016, ,     ,     ,05000, ,   ,    ,   ,ESSA,ES,P,A, , , , ;
