APPCH:010,A,D18,AST,AST,HE,D, ,V C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D18,AST,D010M,HE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D18,AST, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1900,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D18,AST,D002K,HE,P,C,E   ,L,   ,AF, ,KHG,HE,D, ,      ,0020,0110,0100,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,D18,AST,FD18,HE,P,C,EE  , ,   ,CF, ,KHG,HE,D, ,      ,3560,0080,1760,0030, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D18,KHG1,KHG,HE,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL060,     ,05500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D18,KHG1,KHG,HE,D, ,V   , ,   ,FD, ,KHG,HE,D, ,      ,0000,0000,3320,0100, ,02700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D18,KHG1,FD18,HE,P,C,EE  ,R,   ,CF,Y,KHG,HE,D, ,      ,3560,0080,1760,0020, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D18,KHG2,KHG,HE,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL060,     ,05500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D18,KHG2,KHG,HE,D, ,V   , ,   ,FD, ,KHG,HE,D, ,      ,0000,0000,3440,0100, ,02700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D18,KHG2,FD18,HE,P,C,EE  ,R,   ,CF,Y,KHG,HE,D, ,      ,3560,0080,1760,0020, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D18, ,FD18,HE,P,C,E  F, ,   ,IF, ,KHG,HE,D, ,      ,3560,0080,    ,    , ,02000,     ,05500, ,   ,    ,   ,KHG,HE,D, , ,0, ,S;
APPCH:030,D,D18, ,RW18,HE,P,G,G  M, ,   ,CF, ,KHG,HE,D, ,      ,3558,0025,1760,0055, ,00242,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D18, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1760,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D18, ,KHG,HE,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D18, ,KHG,HE,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,3320,T010,+,FL060,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36-Y,KHG1,KHG,HE,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL060,     ,05500,-,230,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36-Y,KHG1,KHG,HE,D, ,V   , ,   ,FD, ,KHG,HE,D, ,      ,0000,0000,1510,0100, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36-Y,KHG1,D175J,HE,P,C,E   ,R,   ,CF,Y,KHG,HE,D, ,      ,1750,0100,3550,0010, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D36-Y,KHG1,FF36,HE,P,C,EE  , ,   ,CF, ,KHG,HE,D, ,      ,1750,0050,3550,0050, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D36-Y,KHG2,KHG,HE,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL060,     ,05500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D36-Y,KHG2,KHG,HE,D, ,V   , ,   ,FD, ,KHG,HE,D, ,      ,0000,0000,1650,0100, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D36-Y,KHG2,D175J,HE,P,C,E   ,R,   ,CF,Y,KHG,HE,D, ,      ,1750,0100,3550,0010, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D36-Y,KHG2,FF36,HE,P,C,EE  , ,   ,CF, ,KHG,HE,D, ,      ,1750,0050,3550,0050, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D36-Y, ,FF36,HE,P,C,E  F, ,   ,IF, ,KHG,HE,D, ,      ,1750,0050,    ,    , ,02000,     ,05500, ,   ,    ,   ,KHG,HE,D, , ,0, ,S;
APPCH:030,D,D36-Y, ,KHG,HE,D, ,V  M, ,   ,CF, ,KHG,HE,D, ,      ,0000,0000,3550,0050, ,00400,     ,     , ,   ,-304,   , , , , , ,0, ,S;
APPCH:040,D,D36-Y, ,KHG,HE,D, ,V M , ,   ,FA, ,KHG,HE,D, ,      ,0000,0000,3550,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D36-Y, ,KHG,HE,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D36-Y, ,KHG,HE,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1570,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R18,KH611,KH611,HE,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL060,     ,05500, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,KH611,KH612,HE,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03300,     ,     , ,180,    ,   , , , , , ,B,J,S;
APPCH:030,A,R18,KH611,KH613,HE,P,C,E  B,R,010,TF, , , , , ,      ,    ,    ,    ,    , ,02100,     ,     , ,180,    ,   , , , , , ,B,J,S;
APPCH:040,A,R18,KH611,KH614,HE,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,01800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R18,KH612,KH612,HE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03300,     ,05500, ,180,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18,KH612,KH613,HE,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02100,     ,     , ,180,    ,   , , , , , ,B,J,S;
APPCH:030,A,R18,KH612,KH614,HE,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,01800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R18, ,KH614,HE,P,C,E  F, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,01800,     ,05500, ,   ,    ,   ,HEKG,HE,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R18, ,KH615,HE,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,1760,0049, ,00242,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R18, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,1760,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R18, , , , , , E  , ,010,VM, , , , , ,      ,    ,    ,1760,    , ,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R36,KH616,KH616,HE,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,FL060,     ,05500, ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R36,KH616,KH617,HE,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R36,KH616,KH618,HE,P,C,E  B, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,02500,     ,     , ,180,    ,   , , , , , ,B,J,S;
APPCH:040,A,R36,KH616,KH619,HE,P,C,EE  ,L,010,TF, , , , , ,      ,    ,    ,    ,    , ,01800,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,R,R36, ,KH619,HE,P,C,E  F, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,01800,     ,05500, ,   ,    ,   ,HEKG,HE,P,A, ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R36, ,KHG,HE,D, ,VY M, ,302,TF, , , , , ,      ,    ,    ,3560,0044, ,00395,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R36, , , , , ,  M , ,010,CA, , , , , ,      ,    ,    ,3560,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R36, , , , , , E  , ,010,VM, , , , , ,      ,    ,    ,3560,    , ,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,S36-Z,KHG1,KHG,HE,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,05500,-,230,    ,   , , , , , ,0, ,S;
APPCH:020,A,S36-Z,KHG1,KHG,HE,D, ,VY  , ,   ,FC, ,KHG,HE,D, ,      ,0000,0000,1470,0077, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,S36-Z,KHG1,FF36,HE,P,C,EE  ,R,   ,CF,Y,KHG,HE,D, ,      ,1750,0050,3550,0030, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,S36-Z,KHG2,KHG,HE,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,05500, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S36-Z,KHG2,KHG,HE,D, ,VY  , ,   ,FC, ,KHG,HE,D, ,      ,0000,0000,1600,0075, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,S36-Z,KHG2,FF36,HE,P,C,EE  ,R,   ,CF,Y,KHG,HE,D, ,      ,1750,0050,3550,0030, ,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S36-Z, ,FF36,HE,P,C,E  F, ,   ,IF, ,KHG,HE,D, ,      ,1750,0050,    ,    , ,02000,     ,05500, ,   ,    ,   ,KHG,HE,D, , ,0, ,S;
APPCH:030,S,S36-Z, ,KHG,HE,D, ,V  M, ,   ,CF, ,KHG,HE,D, ,      ,0000,0000,3550,0050, ,00400,     ,     , ,   ,-304,   , , , , , ,0, ,S;
APPCH:040,S,S36-Z, ,KHG,HE,D, ,V M , ,   ,FA, ,KHG,HE,D, ,      ,0000,0000,3550,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S36-Z, ,KHG,HE,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S36-Z, ,KHG,HE,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1570,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW18 ,     ,      ,00192, ,    , ,   ;N25292195,E030352639,0000;
RWY:RW36 ,     ,      ,00166, ,    , ,   ;N25272820,E030352668,0000;
