APPCH:040,I,I18L, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I18L, ,LAG,DN,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I18L, ,LAG,DN,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,1810,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I18R, ,CI18R,DN,P,C,E  I, ,   ,IF, ,ILB,DN,P,I,      ,0013,0083,    ,    ,I,01710,01710,05000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I18R, ,FI18R,DN,P,C,E  F, ,   ,CF, ,ILB,DN,P,I,      ,0013,0073,1810,0010,G,01710,01710,     , ,   ,-300,   ,LAG,DN,D, , ,0,D,S;
APPCH:030,I,I18R, ,RW18R,DN,P,G,G  M, ,   ,CF, ,ILB,DN,P,I,      ,0013,0023,1810,0050, ,00115,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I18R, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1810,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I18R, ,LAG,DN,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I18R, ,LAG,DN,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,2050,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,R18L,OVNIK,OVNIK,DN,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,05000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18L,OVNIK,EDKUV,DN,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02810,     ,     ,-,200,    ,   , , , , , ,B,J,S;
APPCH:010,R,R18L, ,EDKUV,DN,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02810,     ,05000,-,200,    ,   , , , , , ,B,J,S;
APPCH:020,R,R18L, ,MM400,DN,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1810,0050, ,02000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R18L, ,RW18L,DN,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1810,0058, ,00187,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R18L, ,RW18L,DN,P,G,G M , ,010,FA, ,LAG,DN,D, ,      ,1813,0066,1810,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R18L, ,MM900,DN,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R18L, ,MM901,DN,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:070,R,R18L, ,OVNIK,DN,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:080,R,R18L, ,OVNIK,DN,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,2370,T010,+,03500,     ,     ,-,230,    ,   , , , , , ,B,J,S;
APPCH:010,A,R18R,EBSEX,EBSEX,DN,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,05000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18R,EBSEX,MOLOP,DN,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     ,-,200,    ,   , , , , , ,B,J,S;
APPCH:010,A,R18R,OVNIK,OVNIK,DN,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,05000,-,230,    ,   , , , , , ,B,J,S;
APPCH:020,A,R18R,OVNIK,MOLOP,DN,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,     ,-,200,    ,   , , , , , ,B,J,S;
APPCH:010,R,R18R, ,MOLOP,DN,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,03500,     ,05000,-,200,    ,   , , , , , ,B,J,S;
APPCH:020,R,R18R, ,MM500,DN,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1810,0050, ,03000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R18R, ,RW18R,DN,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,1810,0091, ,00114,     ,     , ,   ,-300,   , , , , , ,B,J,S;
APPCH:040,R,R18R, ,RW18R,DN,P,G,G M , ,010,FA, ,LAG,DN,D, ,      ,1888,0072,1810,    ,+,01000,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:050,R,R18R, ,EBSEX,DN,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R18R, ,EBSEX,DN,P,C,EE H,L,010,HM, , , , , ,      ,    ,    ,0910,T010,+,FL050,     ,     ,-,230,    ,   , , , , , ,B,J,S;
RWY:RW18L,     ,      ,00138, ,ILA ,1,   ;N06354925,E003194379,0000;
RWY:RW18R,     ,      ,00065, ,ILB ,2,   ;N06351602,E003184727,0000;
RWY:RW36L,     ,      ,00050, ,    , ,   ;N06330909,E003184881,0000;
RWY:RW36R,     ,      ,00087, ,    , ,   ;N06341999,E003194491,0000;
