SID:010,1,DSM2,RW05, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0530,    ,+,01400,     ,18000, ,   ,    ,   ,DSM,K3,D, ,A, , , ;
SID:020,1,DSM2,RW05, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DSM2,RW13, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1310,    ,+,01360,     ,18000, ,   ,    ,   ,DSM,K3,D, ,A, , , ;
SID:020,1,DSM2,RW13, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,1310,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DSM2,RW23, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,2330,    ,+,01360,     ,18000, ,   ,    ,   ,DSM,K3,D, ,A, , , ;
SID:020,1,DSM2,RW23, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2330,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DSM2,RW31, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3110,    ,+,01360,     ,18000, ,   ,    ,   ,DSM,K3,D, ,A, , , ;
SID:020,1,DSM2,RW31, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3110,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D23,TNU,TNU,K3,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D23,TNU,EXPEN,K3,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D23, ,EXPEN,K3,P,C,E  I, ,   ,IF, ,TNU,K3,D, ,      ,2360,0170,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D23, ,DIPPO,K3,P,C,E  F, ,   ,CF, ,TNU,K3,D, ,      ,2360,0230,2360,0060,+,02700,     ,     , ,   ,    ,   ,TNU,K3,D, , ,0, ,S;
APPCH:030,D,D23, ,RW23,K3,P,G,G  M, ,   ,CF, ,TNU,K3,D, ,      ,2360,0285,2360,0055, ,00993,     ,     , ,   ,-295,   , , , , , ,0, ,S;
APPCH:040,D,D23, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2360,    ,+,02000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D23, , , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2000,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D23, ,MIDLE,K3,E,A,E   , ,   ,CF, ,DSM,K3,D, ,      ,2539,0120,2540,0085,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D23, ,MIDLE,K3,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,0740,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I05,DSM,DSM,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I05,DSM,DELAY,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I05,DSM,DELAY,K3,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0530,T010,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I05, ,DELAY,K3,P,C,E  I, ,   ,IF, ,IDWW,K3,P,I,      ,2328,0133,    ,    ,J,03000,02500,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I05, ,MAARY,K3,P,C,E  F, ,   ,CF, ,IDWW,K3,P,I,      ,2328,0065,0530,0068,H,02500,02500,     , ,   ,-300,   ,DSM,K3,D, ,B,0,N,S;
APPCH:030,I,I05, ,RW05,K3,P,G,G  M, ,   ,CF, ,IDWW,K3,P,I,      ,2328,0017,0530,0048, ,00971,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I05, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0530,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I05, ,DSM,K3,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I05, ,MIDLE,K3,E,A,E   , ,   ,CF, ,DSM,K3,D, ,      ,2539,0120,2540,0120, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I05, ,MIDLE,K3,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,0740,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,A,I13,DSM,DSM,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I13,DSM,WATTY,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I13,DSM,WATTY,K3,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,1310,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I13,GUMBO,GUMBO,K3,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I13,GUMBO,WATTY,K3,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I13,GUMBO,WATTY,K3,P,C,EE C,L,   ,HF, , , , , ,      ,    ,    ,1310,T010,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I13, ,WATTY,K3,P,C,E  I, ,   ,IF, ,IVGU,K3,P,I,      ,3114,0150,    ,    ,J,03500,02600,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I13, ,CLIVE,K3,P,C,E  F, ,   ,CF, ,IVGU,K3,P,I,      ,3114,0068,1310,0082,H,02600,02600,     , ,   ,-300,   ,DSM,K3,D, ,A,0,D,S;
APPCH:030,I,I13, ,RW13,K3,P,G,G  M, ,   ,CF, ,IVGU,K3,P,I,      ,3114,0017,1310,0051, ,00968,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I13, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1310,    ,+,01600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I13, ,DSM,K3,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I13, ,MIDLE,K3,E,A,E   , ,   ,CF, ,DSM,K3,D, ,      ,2539,0120,2540,0120, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I13, ,MIDLE,K3,E,A,EE H,R,   ,HM, , , , , ,      ,    ,    ,0740,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I31,DSM,DSM,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
