SID:010,2,ANPI2L,RW31R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3130,    ,+,03290,     ,     , ,   ,    ,   ,TYN,ZB,D, , , , , ;
SID:020,2,ANPI2L,RW31R,D316Q,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,3160,0170,3160,0150,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANPI2L,RW31R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3160,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANPI2L,RW31R,D178T,ZB,P,C,E   ,L,   ,AF, ,TYN,ZB,D, ,      ,1780,0200,3160,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANPI2L,RW31R,TY30B,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,1710,0300,1710,0100,+,FL148,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANPI2L,RW31R,ANPIG,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANPI3K,RW13L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,03290,     ,     , ,   ,    ,   ,TYN,ZB,D, , , , , ;
SID:020,2,ANPI3K,RW13L,D131Q,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,1310,0170,1310,0140,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANPI3K,RW13L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1310,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANPI3K,RW13L,D164T,ZB,P,C,E   ,R,   ,AF, ,TYN,ZB,D, ,      ,1640,0200,1310,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANPI3K,RW13L,TY30B,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,1710,0300,1710,0100,+,FL148,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANPI3K,RW13L,ANPIG,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANPI4M,RW13R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,03290,     ,     , ,   ,    ,   ,TYN,ZB,D, , , , , ;
SID:020,2,ANPI4M,RW13R,D131Q,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,1310,0170,1310,0130,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANPI4M,RW13R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1310,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANPI4M,RW13R,D164T,ZB,P,C,E   ,R,   ,AF, ,TYN,ZB,D, ,      ,1640,0200,1310,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANPI4M,RW13R,TY30B,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,1710,0300,1710,0100,+,FL148,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANPI4M,RW13R,ANPIG,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANPI4S,RW31L,YN802,ZB,P,C,E   , ,010,CF, ,TYN,ZB,D, ,      ,3122,0164,3130,0170,+,08860,     ,     , ,   ,    ,   ,TYN,ZB,D, , , , , ;
SID:020,5,ANPI4S,RW31L,YN803,ZB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANPI4S,RW31L,YN804,ZB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANPI4S,RW31L,YN806,ZB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANPI4S,RW31L,ANPIG,ZB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANPI5N,RW31L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3130,    ,+,03290,     ,     , ,   ,    ,   ,TYN,ZB,D, , , , , ;
SID:020,2,ANPI5N,RW31L,D316Q,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,3160,0170,3160,0150,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANPI5N,RW31L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3160,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANPI5N,RW31L,D178T,ZB,P,C,E   ,L,   ,AF, ,TYN,ZB,D, ,      ,1780,0200,3160,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ANPI5N,RW31L,TY30B,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,1710,0300,1710,0100,+,FL148,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,ANPI5N,RW31L,ANPIG,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANPI5W,RW13R,YN902,ZB,P,C,E   , ,010,CF, ,TYN,ZB,D, ,      ,1337,0187,1330,0170,+,08860,     ,     , ,   ,    ,   ,TYN,ZB,D, , , , , ;
SID:020,5,ANPI5W,RW13R,YN903,ZB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANPI5W,RW13R,YN904,ZB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANPI5W,RW13R,TYN,ZB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANPI5W,RW13R,ANPIG,ZB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANPI6T,RW31R,YN801,ZB,P,C,E   , ,010,CF, ,TYN,ZB,D, ,      ,3131,0164,3130,0170,+,08860,     ,     , ,   ,    ,   ,TYN,ZB,D, , , , , ;
SID:020,5,ANPI6T,RW31R,YN803,ZB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANPI6T,RW31R,YN804,ZB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANPI6T,RW31R,YN806,ZB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANPI6T,RW31R,ANPIG,ZB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANPI7X,RW13L,YN901,ZB,P,C,E   , ,010,CF, ,TYN,ZB,D, ,      ,1329,0187,1330,0170,+,08860,     ,     , ,   ,    ,   ,TYN,ZB,D, , , , , ;
SID:020,5,ANPI7X,RW13L,YN903,ZB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANPI7X,RW13L,YN904,ZB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANPI7X,RW13L,TYN,ZB,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANPI7X,RW13L,ANPIG,ZB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BISA2L,RW31R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3130,    ,+,03290,     ,     , ,   ,    ,   ,TYN,ZB,D, , , , , ;
SID:020,2,BISA2L,RW31R,D316Q,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,3160,0170,3160,0150,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BISA2L,RW31R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,3160,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BISA2L,RW31R,D218T,ZB,P,C,E   ,L,   ,AF, ,TYN,ZB,D, ,      ,2180,0200,3160,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,BISA2L,RW31R,TY30H,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,2116,0300,2110,0100,+,FL138,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,BISA2L,RW31R,BISAL,ZB,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BISA3K,RW13L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1330,    ,+,03290,     ,     , ,   ,    ,   ,TYN,ZB,D, , , , , ;
SID:020,2,BISA3K,RW13L,D131Q,ZB,P,C,E   , ,   ,CF, ,TYN,ZB,D, ,      ,1310,0170,1310,0140,+,08860,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BISA3K,RW13L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1310,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BISA3K,RW13L,D205T,ZB,P,C,E   ,R,   ,AF, ,TYN,ZB,D, ,      ,2050,0200,1310,    ,+,FL118,     ,     , ,   ,    ,   , , , , , , , , ;
