SID:010,2,IDIM1B,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,00500,     ,05000, ,   ,    ,   ,GAR,LG,D, , , , , ;
SID:020,2,IDIM1B,RW16,KRK,LG,D, ,VY  , ,   ,CF, ,KRK,LG,D, ,      ,0000,0000,1370,0100,+,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,IDIM1B,RW16, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2700,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,2,IDIM1B,RW16,IDIMI,LG,E,A,EEC , ,   ,CF, ,KRK,LG,D, ,      ,2246,0424,2250,0390,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDIM1F,RW34, , , , ,    , ,   ,CD, ,GAR,LG,D, ,      ,    ,    ,3440,0020,+,00500,     ,05000, ,   ,    ,   ,GAR,LG,D, , , , , ;
SID:030,2,IDIM1F,RW34, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2480,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:040,2,IDIM1F,RW34,D293L,LG,P,C,EY  , ,   ,CF, ,GAR,LG,D, ,      ,2930,0120,2930,0070,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,IDIM1F,RW34,GAR,LG,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     ,-,230,    ,   , , , , , , , , ;
SID:060,2,IDIM1F,RW34,IDIMI,LG,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDIM1G,RW34, , , , ,    , ,   ,CD, ,GAR,LG,D, ,      ,    ,    ,3440,0020,+,00500,     ,05000, ,   ,    ,   ,GAR,LG,D, , , , , ;
SID:020,2,IDIM1G,RW34, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2500,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,IDIM1G,RW34,KEK,LG,D,B,E   , ,   ,FD, ,GAR,LG,D, ,      ,1699,0011,2950,0120,+,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,IDIM1G,RW34,KEK,LG,D,B,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL070,     ,     ,-,230,    ,   , , , , , , , , ;
SID:050,2,IDIM1G,RW34,D314B,LG,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,IDIM1G,RW34,IDIMI,LG,E,A,EEC ,R,   ,CF, ,KRK,LG,D, ,      ,2246,0424,2250,0410, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,IDIM1V,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,00500,     ,05000, ,   ,    ,   ,GAR,LG,D, , , , , ;
SID:020,2,IDIM1V,RW34, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,1820,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,IDIM1V,RW34,KRK,LG,D, ,VY  , ,   ,CF, ,KRK,LG,D, ,      ,0000,0000,1370,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
