SID:005,5,ABID1B,RW28L,DE28L,EI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,DUB,EI,D, ,A, , , ;
SID:010,5,ABID1B,RW28L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2780,    ,+,00750,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ABID1B,RW28L,DW080,EI,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ABID1B,RW28L,DW682,EI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ABID1B,RW28L,NEPOD,EI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ABID1B,RW28L,ABIDO,EI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ABID1B,RW28L,PESIT,EI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,ABID1H,RW34,DER34,EI,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,DUB,EI,D, ,A, , , ;
SID:010,5,ABID1H,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3390,    ,+,00750,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ABID1H,RW34,OE,EI,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ABID1H,RW34,DW102,EI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
