SID:010,5,ANDI2A,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0550,    ,+,00500,     ,03000, ,   ,    ,   ,RTM,EH,D, , , , , ;
SID:020,5,ANDI2A,RW06,RD153,EH,P,C,E   , ,   ,CF, ,RTM,EH,D, ,      ,0615,0039,0620,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANDI2A,RW06,RD151,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANDI2A,RW06,RD150,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANDI2A,RW06,PAM,EH,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANDI2A,RW06,ANDIK,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANDI2B,RW24,RD159,EH,P,C,EY  , ,   ,CF, ,RTM,EH,D, ,      ,2346,0028,2350,0010, ,     ,     ,03000, ,   ,    ,   ,RTM,EH,D, , , , , ;
SID:020,5,ANDI2B,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2350,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANDI2B,RW24,RD207,EH,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,ANDI2B,RW24,RD163,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANDI2B,RW24,RD150,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANDI2B,RW24,PAM,EH,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ANDI2B,RW24,ANDIK,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARNE3A,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0550,    ,+,00500,     ,03000, ,   ,    ,   ,RTM,EH,D, , , , , ;
SID:020,5,ARNE3A,RW06,RD153,EH,P,C,E   , ,   ,CF, ,RTM,EH,D, ,      ,0615,0039,0620,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARNE3A,RW06,RD151,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ARNE3A,RW06,RD150,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARNE3A,RW06,IVLUT,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARNE3A,RW06,NYKER,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ARNE3A,RW06,ARNEM,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARNE3B,RW24,RD159,EH,P,C,EY  , ,   ,CF, ,RTM,EH,D, ,      ,2346,0028,2350,0010, ,     ,     ,03000, ,   ,    ,   ,RTM,EH,D, , , , , ;
SID:020,5,ARNE3B,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2350,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ARNE3B,RW24,RD207,EH,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,ARNE3B,RW24,RD163,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ARNE3B,RW24,RD150,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ARNE3B,RW24,IVLUT,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ARNE3B,RW24,NYKER,EH,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ARNE3B,RW24,ARNEM,EH,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,COA2A,RW06, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0550,    ,+,00500,     ,03000, ,   ,    ,   ,RTM,EH,D, , , , , ;
SID:020,5,COA2A,RW06,RD157,EH,P,C,E   , ,   ,CF, ,RTM,EH,D, ,      ,0615,0054,0620,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,COA2A,RW06,RD161,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,COA2A,RW06,RD154,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,COA2A,RW06,COA,EB,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,COA2B,RW24,RD166,EH,P,C,EY  , ,   ,CF, ,RTM,EH,D, ,      ,2345,0027,2350,0010, ,     ,     ,03000, ,   ,    ,   ,RTM,EH,D, , , , , ;
SID:020,5,COA2B,RW24, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2350,    ,+,00400,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,COA2B,RW24,RD158,EH,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:040,5,COA2B,RW24,RD156,EH,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,COA2B,RW24,COA,EB,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
