RWY:RW09 ,     ,      ,00182, ,    , ,   ;
RWY:RW13 ,     ,      ,00180, ,    , ,   ;N29562345,W096022490,0000;
RWY:RW18 ,     ,      ,00182, ,    , ,   ;
RWY:RW27 ,     ,      ,00182, ,    , ,   ;
RWY:RW31 ,     ,      ,00175, ,    , ,   ;N29555957,W096015810,0000;
RWY:RW36 ,     ,      ,00182, ,    , ,   ;
