SID:040,2,GEMV5D,RW14,D237O,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,2370,0150,2370,0050,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GEMV5D,RW14,D237R,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,2,GEMV5D,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,GEMV5D,RW14,D198U,LI,P,C,E   ,L,   ,AF, ,LCC,LI,D, ,      ,1979,0210,2370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:065,2,GEMV5D,RW14, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,GEMV5D,RW14,LCC34,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,1886,0340,1890,0090,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,GEMV5D,RW14,GEMVI,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KAPO5A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,KAPO5A,RW32,D319D,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,3190,0040,3190,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KAPO5A,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KAPO5A,RW32,D341H,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,3410,0080,3410,0010,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KAPO5A,RW32,KAPPO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KAPO5C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,KAPO5C,RW14,D144E,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,1440,0050,1440,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,KAPO5C,RW14,D341H,LI,P,C,E   ,L,   ,CF,Y,LCC,LI,D, ,      ,3410,0080,3120,0120,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,KAPO5C,RW14,KAPPO,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LATA5A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,LATA5A,RW32,D319D,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,3190,0040,3190,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LATA5A,RW32, , , , ,    ,R,   ,CR,Y,LCC,LI,D, ,      ,1020,    ,1450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LATA5A,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1700,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,2,LATA5A,RW32,D141Y,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,1406,0250,1410,0150,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LATA5A,RW32,LCC40,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LATA5A,RW32,LATAN,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,LATA5C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:010,2,LATA5C,RW14,D144E,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,1440,0050,1440,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:017,2,LATA5C,RW14,D141Y,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,1406,0250,1410,0200,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,LATA5C,RW14,LCC40,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LATA5C,RW14,LATAN,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEUC5A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,LEUC5A,RW32,D319D,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,3190,0040,3190,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEUC5A,RW32, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LEUC5A,RW32,D194Y,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,1940,0250,1940,0190,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LEUC5A,RW32, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,0250,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,LEUC5A,RW32,LCC,LI,D, ,VE  , ,   ,CF, ,LCC,LI,D, ,      ,0000,0000,3550,0180, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LEUC5C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,LEUC5C,RW14,D144E,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,1440,0050,1440,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LEUC5C,RW14, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LEUC5C,RW14,D194Y,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,1940,0250,1940,0150,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LEUC5C,RW14, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,0400,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,LEUC5C,RW14,LCC,LI,D, ,VE  , ,   ,CF, ,LCC,LI,D, ,      ,0000,0000,3550,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIMA5A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,LIMA5A,RW32,D319D,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,3190,0040,3190,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIMA5A,RW32, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1500,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LIMA5A,RW32,D194R,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,1940,0180,1940,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:045,2,LIMA5A,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1940,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LIMA5A,RW32,D210U,LI,P,C,E   ,R,   ,AF, ,LCC,LI,D, ,      ,2100,0210,1940,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LIMA5A,RW32,D278U,LI,P,C,E   ,R,   ,AF, ,LCC,LI,D, ,      ,2780,0210,2100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:075,2,LIMA5A,RW32,D287R,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,2870,0180,1070,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,LIMA5A,RW32,LCC,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LIMA5C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,LIMA5C,RW14,D144E,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,1440,0050,1440,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LIMA5C,RW14, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,2350,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LIMA5C,RW14,D194R,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,1940,0180,1940,0080, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LIMA5C,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1940,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,LIMA5C,RW14,D210U,LI,P,C,E   ,R,   ,AF, ,LCC,LI,D, ,      ,2100,0210,1940,    ,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,LIMA5C,RW14,D278U,LI,P,C,E   ,R,   ,AF, ,LCC,LI,D, ,      ,2780,0210,2100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,LIMA5C,RW14,D287R,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,2870,0180,1070,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,LIMA5C,RW14,LCC,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ORSO5A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,ORSO5A,RW32,D319D,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,3190,0040,3190,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ORSO5A,RW32, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ORSO5A,RW32,D060K,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,0598,0110,0600,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ORSO5A,RW32,ORSOM,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ORSO5C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,ORSO5C,RW14,D144E,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,1440,0050,1440,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ORSO5C,RW14, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0150,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ORSO5C,RW14,D060K,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,0598,0110,0600,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,2,ORSO5C,RW14,ORSOM,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SALE5A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,SALE5A,RW32,D319D,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,3190,0040,3190,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SALE5A,RW32, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SALE5A,RW32,D237O,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,2370,0150,2370,0080,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SALE5A,RW32,D237R,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,2,SALE5A,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,2,SALE5A,RW32,D278U,LI,P,C,E   ,R,   ,AF, ,LCC,LI,D, ,      ,2780,0210,2370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,SALE5A,RW32,D287R,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,2870,0180,1070,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,SALE5A,RW32,LCC,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SALE5C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,SALE5C,RW14,D144E,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,1440,0050,1440,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SALE5C,RW14, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SALE5C,RW14,D237O,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,2370,0150,2370,0060,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,SALE5C,RW14,D237R,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,SALE5C,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,2370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,2,SALE5C,RW14,D278U,LI,P,C,E   ,R,   ,AF, ,LCC,LI,D, ,      ,2780,0210,2370,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,2,SALE5C,RW14,D287R,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,2870,0180,1070,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:100,2,SALE5C,RW14,LCC,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TAG5A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,TAG5A,RW32,D319D,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,3190,0040,3190,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TAG5A,RW32, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2620,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TAG5A,RW32,D292T,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,2920,0200,2920,0120,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,TAG5A,RW32,TAG,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TAG5C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,TAG5C,RW14,D144E,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,1440,0050,1440,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TAG5C,RW14, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3220,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TAG5C,RW14,D292T,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,2916,0200,2920,0160,-,FL070,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,TAG5C,RW14,TAG,LI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TIGR5A,RW32, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3220,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,TIGR5A,RW32,D319D,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,3190,0040,3190,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TIGR5A,RW32, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1450,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,2,TIGR5A,RW32,D102U,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,1017,0210,1020,0160,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TIGR5A,RW32,TIGRA,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TIGR5C,RW14, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1420,    ,+,00560,     ,05000, ,   ,    ,   ,LCC,LI,D, , , , , ;
SID:020,2,TIGR5C,RW14,D144E,LI,P,C,EY  , ,   ,CF, ,LCC,LI,D, ,      ,1440,0050,1440,0030,+,01500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:025,2,TIGR5C,RW14, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1030,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TIGR5C,RW14,D102U,LI,P,C,E   , ,   ,CF, ,LCC,LI,D, ,      ,1017,0210,0730,0090,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TIGR5C,RW14,TIGRA,LI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GEMV2E,RW32,GEMVI,LI,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LCC,LI,D, , , , , ;
STAR:020,2,GEMV2E,RW32,LCC34,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,GEMV2E,RW32,D189U,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:035,2,GEMV2E,RW32, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,GEMV2E,RW32,D109R,LI,P,C,E   ,L,   ,AF, ,LCC,LI,D, ,      ,1090,0180,1890,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:045,2,GEMV2E,RW32, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3050,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,GEMV2E,RW32,HOTRY,LI,P,C,EE H, ,   ,CF, ,LCC,LI,D, ,      ,0948,0100,2750,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GEMV2W,ALL,GEMVI,LI,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,LCC,LI,D, , , , , ;
STAR:020,2,GEMV2W,ALL,LCC34,LI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,GEMV2W,ALL,D189U,LI,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
