STAR:020,2,RAF4N,ALL,D022O,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,RAF4N,ALL,SRJ,OI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,RAF4P,ALL,RAF,OI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SRJ,OI,D, , , , , ;
STAR:020,2,RAF4P,ALL,D022O,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,RAF4P,ALL,SRJ,OI,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,RAF4P,ALL,D127O,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,RAF4Q,ALL,RAF,OI,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SRJ,OI,D, , , , , ;
STAR:020,2,RAF4Q,ALL,D022O,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,RAF4Q,ALL,SRJ,OI,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,RAF4Q,ALL,D316O,OI,P,C,EE H,R,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,SOLA3N,ALL,SOLAK,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SRJ,OI,D, , , , , ;
STAR:020,2,SOLA3N,ALL,D162T,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,SOLA3N,ALL,SRJ,OI,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,SOLA3P,ALL,SOLAK,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SRJ,OI,D, , , , , ;
STAR:020,2,SOLA3P,ALL,D162T,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,SOLA3P,ALL,SRJ,OI,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,SOLA3P,ALL, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,SOLA3P,ALL,D127O,OI,P,C,EE H, ,   ,CF, ,SRJ,OI,D, ,      ,1270,0150,1270,0100, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,SOLA3Q,ALL,SOLAK,OI,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,SRJ,OI,D, , , , , ;
STAR:020,2,SOLA3Q,ALL,D162T,OI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,SOLA3Q,ALL,SRJ,OI,D, ,VY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,SOLA3Q,ALL,D316O,OI,P,C,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D13-Z,D316O,D316O,OI,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D13-Z,D316O,CD13,OI,P,C,EE B, ,   ,CF, ,SRJ,OI,D, ,      ,3160,0100,1360,0050,+,08500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D13-Z, ,CD13,OI,P,C,E  I, ,   ,IF, ,SRJ,OI,D, ,      ,3160,0100,    ,    ,+,08500,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D13-Z, ,FD13,OI,P,C,E  F, ,   ,CF, ,SRJ,OI,D, ,      ,3161,0050,1360,0050,+,07400,     ,     , ,   ,    ,   ,SRJ,OI,D, , ,0, ,S;
APPCH:030,D,D13-Z, ,MD13,OI,P,C,E  M, ,   ,CF, ,SRJ,OI,D, ,      ,3162,0010,1360,0040, ,06085,     ,     , ,   ,-310,   , , , , , ,0, ,S;
APPCH:040,D,D13-Z, ,SRJ,OI,D, ,VYM , ,   ,CF, ,SRJ,OI,D, ,      ,0000,0000,1360,0010,+,06250,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D13-Z, , , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3460,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D13-Z, ,D316O,OI,P,C,E   , ,   ,CF, ,SRJ,OI,D, ,      ,3160,0150,3160,0100, ,10000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D13-Z, ,D316O,OI,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,1360,T010,+,10000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,S13-Y,SRJ1,SRJ,OI,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S13-Y,SRJ1,SRJ,OI,D, ,VY  , ,   ,FC, ,SRJ,OI,D, ,      ,0000,0000,2880,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S13-Y,SRJ1,FS13,OI,P,C,EE  ,R,   ,CF,Y,SRJ,OI,D, ,      ,3150,0043,1350,0030, ,07100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,S13-Y,SRJ2,SRJ,OI,D, ,V  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,13000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,S13-Y,SRJ2,SRJ,OI,D, ,VY  , ,   ,FC, ,SRJ,OI,D, ,      ,0000,0000,3030,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,S13-Y,SRJ2,FS13,OI,P,C,EE  ,R,   ,CF,Y,SRJ,OI,D, ,      ,3150,0043,1350,0030, ,07100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,S,S13-Y, ,FS13,OI,P,C,E  F, ,   ,IF, ,SRJ,OI,D, ,      ,3150,0043,    ,    , ,07100,     ,13000, ,   ,    ,   ,SRJ,OI,D, , ,0, ,S;
APPCH:030,S,S13-Y, ,ES13,OI,P,C,EY E, ,   ,CF, ,SRJ,OI,D, ,      ,3150,0003,1350,0040, ,05858,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,S,S13-Y, ,SRJ,OI,D, ,V  M, ,   ,CF, ,SRJ,OI,D, ,      ,0000,0000,1350,0003,+,06250,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,S,S13-Y, ,SRJ,OI,D, ,V M , ,   ,FA, ,SRJ,OI,D, ,      ,0000,0000,0700,    ,+,07700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,S,S13-Y, ,SRJ,OI,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,S,S13-Y, ,SRJ,OI,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,2900,T010,+,09000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
