APPCH:010,A,N06-V,NA,NA,BG,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N06-V,NA,NA,BG,D,B,EY  , ,   ,FC, ,NA,BG,D,B,      ,0000,0000,2720,0070,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N06-V,NA,FN06,BG,P,C,EE  ,L,   ,CF,Y,NA,BG,D,B,      ,2540,0070,0740,0010,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N06-V, ,FN06,BG,P,C,E  F, ,   ,IF, ,NA,BG,D,B,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   ,NA,BG,D,B, ,0, ,S;
APPCH:030,N,N06-V, ,EP06,BG,P,C,EY E, ,   ,CF, ,NA,BG,D,B,      ,    ,    ,0740,0059, ,00061,     ,     , ,   ,-568,   , , , , , ,0, ,S;
APPCH:040,N,N06-V, ,NA,BG,D,B,EY M, ,   ,CF, ,NA,BG,D,B,      ,    ,    ,0740,0012,+,00520,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N06-V, , , , , ,  M ,L,   ,VI,Y, , , , ,      ,    ,    ,2460,    , ,     ,     ,     ,-,130,    ,   , , , , , ,0, ,S;
APPCH:060,N,N06-V, ,NA,BG,D,B,E   , ,   ,FA, ,NA,BG,D,B,      ,0000,0000,2770,    ,+,06800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N06-V, ,NA,BG,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,06800,     ,     ,-,130,    ,   , , , , , ,0, ,S;
APPCH:080,N,N06-V, ,NA,BG,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,2580,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,N06-X,NA,NA,BG,D,B,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N06-X,NA,NA,BG,D,B,EY  , ,   ,FC, ,NA,BG,D,B,      ,0000,0000,2720,0070,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N06-X,NA,FN06,BG,P,C,EE  ,L,   ,CF,Y,NA,BG,D,B,      ,2540,0070,0740,0010,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N06-X, ,FN06,BG,P,C,E  F, ,   ,IF, ,NA,BG,D,B,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   ,NA,BG,D,B, ,0, ,S;
APPCH:030,N,N06-X, ,EP06,BG,P,C,EY E, ,   ,CF, ,NA,BG,D,B,      ,    ,    ,0740,0059, ,00061,     ,     , ,   ,-568,   , , , , , ,0, ,S;
APPCH:040,N,N06-X, ,NA,BG,D,B,EY M, ,   ,CF, ,NA,BG,D,B,      ,    ,    ,0740,0012,+,00520,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N06-X, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0740,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N06-X, ,NA,BG,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N06-X, ,NA,BG,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,2580,T010,+,06800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q06-Y,D078D,D078D,BG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q06-Y,D078D,NA,BG,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,Q06-Y,D078D,D255H,BG,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,Q06-Y,D078D,D243I,BG,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,Q06-Y,D078D,FF06,BG,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,Q,Q06-Y, ,FF06,BG,P,C,E  F, ,   ,IF, ,NA,BG,D,B,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   ,NA,BG,D,B, ,0, ,S;
APPCH:025,Q,Q06-Y, ,50DME,BG,P,C,E S , ,   ,CF, ,NA,BG,D,B,      ,    ,    ,0630,0030,+,02100,     ,     , ,   ,-465,   , , , , , ,0, ,S;
APPCH:030,Q,Q06-Y, ,MA06,BG,P,C,E  M, ,   ,CF, ,NQ,BG,D, ,      ,    ,0040,0630,0010, ,01603,     ,     , ,   ,-465,   , , , , , ,0, ,S;
APPCH:040,Q,Q06-Y, , , , , ,  M ,L,   ,CI, , , , , ,      ,    ,    ,3070,    , ,     ,     ,     ,-,130,    ,   , , , , , ,0, ,S;
APPCH:050,Q,Q06-Y, ,NA,BG,D,B,E   , ,   ,FA, ,NA,BG,D,B,      ,0000,0000,2770,    ,+,06800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,Q,Q06-Y, ,NA,BG,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,06800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,Q,Q06-Y, ,NA,BG,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,2580,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q06-Z,D078D,D078D,BG,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06800,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q06-Z,D078D,NA,BG,D,B,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,Q06-Z,D078D,D269H,BG,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,Q06-Z,D078D,D243I,BG,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,A,Q06-Z,D078D,FF06,BG,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,Q,Q06-Z, ,FF06,BG,P,C,E  F, ,   ,IF, ,NA,BG,D,B,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   ,NA,BG,D,B, ,0, ,S;
APPCH:025,Q,Q06-Z, ,50DME,BG,P,C,E S , ,   ,CF, ,NA,BG,D,B,      ,    ,    ,0630,0030,+,02100,     ,     , ,   ,-465,   , , , , , ,0, ,S;
APPCH:030,Q,Q06-Z, ,MA06,BG,P,C,E  M, ,   ,CF, ,NQ,BG,D, ,      ,    ,0040,0630,0010, ,01603,     ,     , ,   ,-465,   , , , , , ,0, ,S;
APPCH:040,Q,Q06-Z, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0630,    ,+,02400,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,Q,Q06-Z, , , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,2470,    , ,     ,     ,     ,-,160,    ,   , , , , , ,0, ,S;
APPCH:060,Q,Q06-Z, ,NA,BG,D,B,E   , ,   ,FA, ,NA,BG,D,B,      ,0000,0000,2770,    ,+,06800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,Q,Q06-Z, ,NA,BG,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,06800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:080,Q,Q06-Z, ,NA,BG,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,2580,T010, ,     ,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:010,A,R06-X,ADMIX,ADMIX,BG,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06-X,ADMIX,3NM,BG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05900,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R06-X,ADMIX,BWI06,BG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,A,R06-X,RINUM,RINUM,BG,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06-X,RINUM,BWI06,BG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,A,R06-X,TESGI,TESGI,BG,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06-X,TESGI,BWI06,BG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,R,R06-X, ,BWI06,BG,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:020,R,R06-X, ,BWF06,BG,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0610,0064,+,03300,     ,     , ,   ,-350,   , , , , , ,B,J,S;
PRDAT: ,          , ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R06-X, ,BWM06,BG,P,C,EY M, ,302,TF, , , , , ,      ,    ,    ,0610,0059, ,01109,     ,     , ,   ,-350,   , , , , , ,B,J,S;
APPCH:040,R,R06-X, ,BW004,BG,P,C,E M ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,170,    ,   , , , , , ,B,J,S;
APPCH:050,R,R06-X, ,BW005,BG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:060,R,R06-X, ,BW006,BG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:070,R,R06-X, ,RINUM,BG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,06400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:080,R,R06-X, ,RINUM,BG,P,C,EE H,R,010,HM, , , , , ,      ,    ,    ,0610,T010, ,06400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:010,A,R06-Y,ADMIX,ADMIX,BG,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06-Y,ADMIX,3NM,BG,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,05900,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:030,A,R06-Y,ADMIX,BWI06,BG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,A,R06-Y,RINUM,RINUM,BG,P,C,E  C, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,06400,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06-Y,RINUM,BWI06,BG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,A,R06-Y,TESGI,TESGI,BG,P,C,E  A, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     , ,   ,    ,   , , , , , ,B,J,S;
APPCH:020,A,R06-Y,TESGI,BWI06,BG,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     ,-,210,    ,   , , , , , ,B,J,S;
APPCH:010,R,R06-Y, ,BWI06,BG,P,C,E  I, ,010,IF, , , , , ,      ,    ,    ,    ,    ,+,04800,     ,     ,-,210,    ,   , , , , , ,B,J,S;
