SID:010,1,ADAMM3,RW16B, , , , ,    , ,   ,VD, ,VNY,K2,D, ,      ,    ,    ,1630,0015,-,01750,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:015,1,ADAMM3,RW16B, , , , ,    , ,   ,VD, ,VNY,K2,D, ,      ,    ,    ,1630,0022, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,1,ADAMM3,RW16B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ADAMM3,RW16B,ELMOO,K2,E,A,E   , ,   ,CF, ,VNY,K2,D, ,      ,0950,0218,0950,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ADAMM3,RW16B,ADAMM,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ADAMM3,RW34B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,01210,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,ADAMM3,RW34B, , , , ,    ,L,   ,VM, , , , , ,      ,    ,    ,2530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ADAMM3,RW34B,ELMOO,K2,E,A,E   , ,   ,CF, ,VNY,K2,D, ,      ,0950,0218,0950,0220, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,ADAMM3,RW34B,ADAMM,K2,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CANOG3,RW16B, , , , ,    , ,   ,VD, ,VNY,K2,D, ,      ,    ,    ,1630,0015,-,01750,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:015,1,CANOG3,RW16B, , , , ,    , ,   ,VD, ,VNY,K2,D, ,      ,    ,    ,1630,0022, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,1,CANOG3,RW16B, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2130,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,CANOG3,RW16B,IPIHO,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,CANOG3,RW34B, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,01210,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,CANOG3,RW34B, , , , ,    ,L,   ,VM, , , , , ,      ,    ,    ,2530,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,CANOG3,RW34B,IPIHO,K2,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,CANOG3,AVE,IPIHO,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,CANOG3,AVE,CASTA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,CANOG3,AVE,GMN,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,CANOG3,AVE,COREZ,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,3,CANOG3,AVE,AVE,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,CANOG3,FIM,IPIHO,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,CANOG3,FIM,SUANA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,CANOG3,FIM,FIM,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,CANOG3,GMN,IPIHO,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,3,CANOG3,GMN,CASTA,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08300,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,CANOG3,GMN,GMN,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HARYS5,RW16R, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1640,    , ,     ,     ,18000, ,   ,    ,   ,KVNY,K2,P,A, , , , ;
SID:020,5,HARYS5,RW16R,DSSRT,K2,P,C,EY  , ,   ,CF, ,EDW,K2,D, ,      ,2035,0606,1090,0028,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,HARYS5,RW16R,DSSRT,K2,P,C,E   , ,   ,FM, ,EDW,K2,D, ,      ,2035,0606,1090,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,HARYS5,RW16R,BSHOW,K2,E,A,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
