APPCH:010,A,D32,ROACH,ROACH,K3,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32,ROACH,SHY,K3,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32,ROACH,SHY,K3,D, ,VE C,L,   ,HF, , , , , ,      ,    ,    ,3180,T010,+,02700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32,SGF,SGF,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32,SGF,SHY,K3,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32,SGF,SHY,K3,D, ,VE C,L,   ,HF, , , , , ,      ,    ,    ,3180,T010,+,02700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D32,VIH,VIH,K3,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D32,VIH,SHY,K3,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D32,VIH,SHY,K3,D, ,VE C,L,   ,HF, , , , , ,      ,    ,    ,3180,T010,+,02700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D32, ,SHY,K3,D, ,V  F, ,   ,IF, ,SHY,K3,D, ,      ,0000,0000,    ,    ,+,02700,     ,18000, ,   ,    ,   ,SHY,K3,D, , ,0, ,S;
APPCH:025,D,D32, ,ZOBGA,K3,P,C,E S , ,   ,CF, ,SHY,K3,D, ,      ,3183,0036,3180,0036,+,01420,     ,     , ,   ,-319,   , , , , , ,0, ,S;
APPCH:030,D,D32, ,RW32,K3,P,G,G  M, ,   ,CF, ,SHY,K3,D, ,      ,3183,0053,3180,0017, ,00898,     ,     , ,   ,-319,   , , , , , ,0, ,S;
APPCH:040,D,D32, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3180,    ,+,01280,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D32, ,SHY,K3,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D32, ,SHY,K3,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,3180,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R14,IJAXO,IJAXO,K3,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,1400,0040,+,02700,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R14, ,IJAXO,K3,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R14, ,TUGSY,K3,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,1400,0050,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,        LP, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R14, ,EYAVI,K3,P,C,E S , ,   ,TF, , , , , ,      ,    ,    ,1400,0030,+,01540,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R14, ,RW14,K3,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,1400,0020, ,00916,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R14, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1400,    ,+,01276,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R14, ,JOFFE,K3,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R14, ,JOFFE,K3,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,3200,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R32,JOFFE,JOFFE,K3,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,3200,0040,+,02700,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R32, ,JOFFE,K3,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R32, ,DUPNE,K3,P,C,E  F, ,   ,TF, , , , , ,      ,    ,    ,3200,0050,+,02500,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT:A,        LP, ,          ,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:025,R,R32, ,UKPAZ,K3,P,C,E S , ,   ,TF, , , , , ,      ,    ,    ,3200,0032,+,01460,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R32, ,RW32,K3,P,G,GY M, ,   ,TF, , , , , ,      ,    ,    ,3200,0018, ,00898,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R32, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3200,    ,+,01220,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R32, ,IJAXO,K3,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02700,     ,     , ,   ,    ,   , , , , , ,A,J,S;
