SID:010,5,EGUS2A,RW31,IVSAM,SB,P,C,E   , ,010,CF, ,BHZ,SB,D, ,      ,3155,0078,3140,0103,B,07000,06000,08000, ,   ,    ,   ,SBBH,SB,P,A, , , , ;
SID:020,5,EGUS2A,RW31,BH019,SB,P,C,E   ,L,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EGUS2A,RW31,BH023,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,EGUS2A,RW31,EGUSO,SB,P,C,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EGUS2A,EVPAD,EGUSO,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,SBBH,SB,P,A, , , , ;
SID:020,6,EGUS2A,EVPAD,BH026,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EGUS2A,EVPAD,BH027,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EGUS2A,EVPAD,EVPAD,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EGUS2A,ILPIR,EGUSO,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,SBBH,SB,P,A, , , , ;
SID:020,6,EGUS2A,ILPIR,VUKPU,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EGUS2A,ILPIR,PANIK,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EGUS2A,ILPIR,ILPIR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EGUS2A,KADOR,EGUSO,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,SBBH,SB,P,A, , , , ;
SID:020,6,EGUS2A,KADOR,VUKPU,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EGUS2A,KADOR,PANIK,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EGUS2A,KADOR,ANPEK,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,EGUS2A,KADOR,KADOR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,EGUS2A,PANAS,EGUSO,SB,P,C,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,SBBH,SB,P,A, , , , ;
SID:020,6,EGUS2A,PANAS,BH026,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,EGUS2A,PANAS,IVPEL,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,EGUS2A,PANAS,DOMRO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,EGUS2A,PANAS,PANAS,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,GEDA2A,RW13,KUBEX,SB,E,A,E   , ,010,CF, ,BHZ,SB,D, ,      ,1330,0169,1340,0131,-,07000,     ,08000, ,   ,    ,   ,SBBH,SB,P,A, , , , ;
SID:030,5,GEDA2A,RW13,KIMUS,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,GEDA2A,RW13,UTLIK,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL140,FL110,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,GEDA2A,RW13,BH009,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,GEDA2A,RW13,BH011,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,GEDA2A,RW13,GEDAR,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GEDA2A,GIMPO,GEDAR,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,SBBH,SB,P,A, , , , ;
SID:020,6,GEDA2A,GIMPO,GIMPO,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GEDA2A,PABES,GEDAR,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,08000, ,   ,    ,   ,SBBH,SB,P,A, , , , ;
SID:020,6,GEDA2A,PABES,BH016,SB,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,GEDA2A,PABES,PABES,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GEPN3A,RW13,IRAXO,SB,E,A,E   , ,010,CF, ,BHZ,SB,D, ,      ,1324,0099,1340,0061,-,07000,     ,08000, ,   ,    ,   ,SBBH,SB,P,A, , , , ;
SID:020,5,GEPN3A,RW13,GEPNA,SB,E,A,EB  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
