SID:010,5,AJAM1K,RW07,PIKAB,WA,P,C,E   , ,   ,CF, ,BPN,WA,D, ,      ,3089,0112,0690,0050,+,01000,     ,11000, ,   ,    ,   ,WALK,WA,P,A, , , , ;
SID:020,5,AJAM1K,RW07,LK434,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AJAM1K,RW07,LK430,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AJAM1K,RW07,LK426,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AJAM1K,RW07,LK427,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AJAM1K,RW07,LK429,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AJAM1K,RW07,LK419,WA,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,AJAM1K,RW07,AJAMA,WA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AJAM1L,RW25,ALALO,WA,P,C,E   , ,   ,CF, ,BPN,WA,D, ,      ,2796,0190,2490,0050, ,     ,     ,11000, ,   ,    ,   ,WALK,WA,P,A, , , , ;
SID:020,5,AJAM1L,RW25,LK618,WA,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AJAM1L,RW25,LL618,WA,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AJAM1L,RW25,LL614,WA,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AJAM1L,RW25,AJAMA,WA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATGE1E,RW07,PIKAB,WA,P,C,E   , ,   ,CF, ,BPN,WA,D, ,      ,3089,0112,0690,0050,+,01000,     ,11000, ,   ,    ,   ,WALK,WA,P,A, , , , ;
SID:020,5,ATGE1E,RW07,LK438,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,11000,10000,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATGE1E,RW07,LL455,WA,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ATGE1E,RW07,LK456,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATGE1E,RW07,LK448,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ATGE1E,RW07,LK450,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ATGE1E,RW07,ATGER,WA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATGE1H,RW25,ALALO,WA,P,C,E   , ,   ,CF, ,BPN,WA,D, ,      ,2796,0190,2490,0050, ,     ,     ,11000, ,   ,    ,   ,WALK,WA,P,A, , , , ;
SID:020,5,ATGE1H,RW25,LK622,WA,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATGE1H,RW25,LK624,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ATGE1H,RW25,LK628,WA,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATGE1H,RW25,LK634,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ATGE1H,RW25,LK636,WA,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL230,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ATGE1H,RW25,LK612,WA,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ATGE1H,RW25,ATGER,WA,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
