APPCH:010,A,D11,METKO,METKO,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,METKO,D174O,OE,P,C,E   , ,   ,CF, ,RAF,OE,D, ,      ,1740,0150,3540,0150,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D11,METKO,D293O,OE,P,C,E  B,R,   ,AF, ,RAF,OE,D, ,      ,2931,0150,1740,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D11,METKO,NAMSI,OE,P,C,EE  , ,   ,CF, ,RAF,OE,D, ,      ,2931,0076,1130,0074,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D11,RAF,RAF,OE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D11,RAF,D293H,OE,P,C,E   , ,   ,CF, ,RAF,OE,D, ,      ,2930,0080,2930,0080,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D11,RAF,D293H,OE,P,C,EY  , ,   ,FC, ,RAF,OE,D, ,      ,2930,0080,2480,0044, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D11,RAF,NAMSI,OE,P,C,EE  ,R,   ,CF,Y,RAF,OE,D, ,      ,2931,0076,1130,0050,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D11, ,NAMSI,OE,P,C,E  F, ,   ,IF, ,RAF,OE,D, ,      ,2931,0076,    ,    ,+,03500,     ,15000, ,   ,    ,   ,RAF,OE,D, , ,0, ,S;
APPCH:030,D,D11, ,MD11,OE,P,C,E  M, ,   ,CF, ,RAF,OE,D, ,      ,2931,0020,1130,0056, ,01728,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D11, ,RAF,OE,D, ,V M , ,   ,CF, ,RAF,OE,D, ,      ,0000,0000,1130,0020, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D11, ,RAF,OE,D, ,V   , ,   ,FA, ,RAF,OE,D, ,      ,0000,0000,1130,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D11, ,RAF,OE,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04500,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:070,D,D11, ,RAF,OE,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,2930,T010,+,04500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D29,GOMTU,GOMTU,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29,GOMTU,D120O,OE,P,C,E   , ,   ,CF, ,RAF,OE,D, ,      ,1200,0150,3010,0150,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D29,GOMTU,D101O,OE,P,C,E  B,L,   ,AF, ,RAF,OE,D, ,      ,1010,0150,1200,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D29,GOMTU,DAMUK,OE,P,C,EE  , ,   ,CF, ,RAF,OE,D, ,      ,1010,0066,2810,0084,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D29,METKO,METKO,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29,METKO,D174O,OE,P,C,E   , ,   ,CF, ,RAF,OE,D, ,      ,1740,0150,3540,0150,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D29,METKO,D101O,OE,P,C,E  B,L,   ,AF, ,RAF,OE,D, ,      ,1010,0150,1740,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D29,METKO,DAMUK,OE,P,C,EE  , ,   ,CF, ,RAF,OE,D, ,      ,1010,0066,2810,0084,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D29,RAF,RAF,OE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29,RAF,D101H,OE,P,C,E   , ,   ,CF, ,RAF,OE,D, ,      ,1010,0080,1010,0080,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D29,RAF,D101H,OE,P,C,EY  , ,   ,FC, ,RAF,OE,D, ,      ,1010,0080,0560,0044, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D29,RAF,DAMUK,OE,P,C,EE  ,R,   ,CF,Y,RAF,OE,D, ,      ,1010,0066,2810,0060,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D29, ,DAMUK,OE,P,C,E  F, ,   ,IF, ,RAF,OE,D, ,      ,1010,0066,    ,    ,+,03500,     ,15000, ,   ,    ,   ,RAF,OE,D, , ,0, ,S;
APPCH:025,D,D29, ,41VOR,OE,P,C,E S , ,   ,CF, ,RAF,OE,D, ,      ,1010,0041,2810,0025,+,02700,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D29, ,MD29,OE,P,C,E  M, ,   ,CF, ,RAF,OE,D, ,      ,1010,0010,2810,0031, ,01731,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D29, ,RAF,OE,D, ,V M , ,   ,CF, ,RAF,OE,D, ,      ,0000,0000,2810,0010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D29, ,RAF,OE,D, ,V   , ,   ,FA, ,RAF,OE,D, ,      ,0000,0000,2810,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D29, ,RAF,OE,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,04500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D29, ,RAF,OE,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1010,T010,+,04500,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,I29,GOMTU,GOMTU,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I29,GOMTU,D120S,OE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I29,GOMTU,D109P,OE,P,C,E  B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I29,GOMTU,CI29,OE,P,C,EE  , ,   ,CF, ,IRAF,OE,P,I,      ,1094,0094,2890,0071,+,03300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I29,METKO,METKO,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I29,METKO,D174O,OE,P,C,E   , ,   ,CF, ,RAF,OE,D, ,      ,1740,0150,3540,0150,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I29,METKO,D117O,OE,P,C,EY  ,L,   ,AF, ,RAF,OE,D, ,      ,1170,0150,1740,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I29,METKO,CI29,OE,P,C,EE  , ,   ,CF, ,IRAF,OE,P,I,      ,1094,0094,2890,0070,+,03300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I29,RAF,RAF,OE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04500,     ,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I29,RAF,D109H,OR,P,C,EY  , ,   ,CF, ,RAF,OE,D, ,      ,1090,0080,1090,0080,+,03500,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I29,RAF,D109H,OR,P,C,EY  , ,   ,FC, ,RAF,OE,D, ,      ,1090,0080,0640,0044, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I29,RAF,CI29,OE,P,C,EE  ,R,   ,CF,Y,IRAF,OE,P,I,      ,1094,0094,2890,0050,+,03300,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I29, ,CI29,OE,P,C,E  I, ,   ,IF, ,IRAF,OE,P,I,      ,1094,0094,    ,    ,J,03300,03300,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I29, ,TATSI,OE,P,C,E  F, ,   ,CF, ,IRAF,OE,P,I,      ,1094,0074,2890,0020,H,03300,03300,     , ,   ,-300,   ,RAF,OE,D, , ,0,D,S;
APPCH:030,I,I29, ,RW29,OE,P,G,G  M, ,   ,CF, ,IRAF,OE,P,I,      ,1094,0018,2890,0056, ,01519,     ,     , ,   ,-300,   , , , , , ,0,D,S;
