APPCH:010,A,D15,SHG1,SHG,HE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D15,SHG1,SHG,HE,D, ,V   , ,   ,FD, ,SHG,HE,D, ,      ,0000,0000,3470,0100, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D15,SHG1,CD15,HE,P,C,EE B,L,   ,CF,Y,SHG,HE,D, ,      ,3250,0100,1450,0010, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D15,SHG2,SHG,HE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D15,SHG2,SHG,HE,D, ,V   , ,   ,FD, ,SHG,HE,D, ,      ,0000,0000,3370,0100, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D15,SHG2,CD15,HE,P,C,EE B,L,   ,CF,Y,SHG,HE,D, ,      ,3250,0100,1450,0010, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D15, ,CD15,HE,P,C,E  I, ,   ,IF, ,SHG,HE,D, ,      ,3250,0100,    ,    , ,02500,     ,06000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D15, ,FD15,HE,P,C,E  F, ,   ,CF, ,SHG,HE,D, ,      ,3250,0046,1450,0054, ,02000,     ,     , ,   ,    ,   ,HESG,HE,P,A, ,0, ,S;
APPCH:030,D,D15, ,SHG,HE,D, ,V  M, ,   ,CF, ,SHG,HE,D, ,      ,0000,0000,1450,0046, ,00500,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D15, ,SHG,HE,D, ,V M , ,   ,FA, ,SHG,HE,D, ,      ,0000,0000,1450,    ,+,01800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D15, ,SHG,HE,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D15, ,SHG,HE,D, ,VE H,L,   ,HM, , , , , ,      ,    ,    ,3250,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D33,SHG1,SHG,HE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D33,SHG1,SHG,HE,D, ,V   , ,   ,FD, ,SHG,HE,D, ,      ,0000,0000,1230,0120, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D33,SHG1,CD33,HE,P,C,EE B,R,   ,CF,Y,SHG,HE,D, ,      ,1460,0120,3260,0010, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D33,SHG2,SHG,HE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,06000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D33,SHG2,SHG,HE,D, ,V   , ,   ,FD, ,SHG,HE,D, ,      ,0000,0000,1330,0120, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D33,SHG2,CD33,HE,P,C,EE B,R,   ,CF,Y,SHG,HE,D, ,      ,1460,0120,3260,0010, ,02500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D33, ,CD33,HE,P,C,E  I, ,   ,IF, ,SHG,HE,D, ,      ,1460,0120,    ,    , ,02500,     ,06000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D33, ,FD33,HE,P,C,E  F, ,   ,CF, ,SHG,HE,D, ,      ,1460,0074,3260,0046, ,02000,     ,     , ,   ,    ,   ,HESG,HE,P,A, ,0, ,S;
APPCH:030,D,D33, ,RW33,HE,P,G,G  M, ,   ,CF, ,SHG,HE,D, ,      ,1450,0021,3260,0053, ,00354,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D33, ,RW33,HE,P,G,G M , ,   ,FA, ,SHG,HE,D, ,      ,1450,0021,3260,    ,+,01800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D33, ,SHG,HE,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D33, ,SHG,HE,D, ,VE H,R,   ,HM, , , , , ,      ,    ,    ,1460,T010, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW15 ,     ,      ,00292, ,    , ,   ;N26211600,E031440700,0000;
RWY:RW33 ,     ,      ,00304, ,    , ,   ;N26195200,E031450200,0000;
