SID:010,2,LTV2,RW19,LTV,SE,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   ,LTV,SE,D, , , , , ;
SID:020,2,LTV2,RW19, , , , ,    , ,   ,CD, ,LTV,SE,D, ,      ,    ,    ,1880,0020,+,09600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LTV2,RW19,D175G,SE,P,C,EY  , ,   ,CF, ,LTV,SE,D, ,      ,1750,0070,1700,0050,+,10800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LTV2,RW19,D219G,SE,P,C,EY  ,R,   ,CF,Y,LTV,SE,D, ,      ,2190,0070,0390,0030,+,13200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,LTV2,RW19,LTV,SE,D, ,VEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,14500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,LTV2,DIMAR,LTV,SE,D, ,V C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,14500,     ,15000, ,   ,    ,   ,LTV,SE,D, , , , , ;
SID:020,3,LTV2,DIMAR,DIMAR,SE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,LTV2,VANAN,LTV,SE,D, ,V C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,14500,     ,15000, ,   ,    ,   ,LTV,SE,D, , , , , ;
SID:020,3,LTV2,VANAN,VANAN,SE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,QIT2B,RW19,LTV,SE,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   ,LTV,SE,D, , , , , ;
SID:020,2,QIT2B,RW19, , , , ,    , ,   ,VD, ,LTV,SE,D, ,      ,    ,    ,1880,0020,+,09600,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,QIT2B,RW19,D175G,SE,P,C,EY  , ,   ,CF, ,LTV,SE,D, ,      ,1750,0070,1700,0050,+,10800,     ,     , ,   ,    ,   , , , , , , , , ;
