APPCH:010,A,I22,RUDLF,RUDLF,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I22,RUDLF,D049K,K7,P,C,E   ,L,   ,AF, ,BIX,K7,D, ,      ,0490,0110,1860,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I22,RUDLF, , , , , E  , ,   ,VI, ,IBIX,K7,P,I,      ,    ,    ,2470,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I22, ,ZOGBO,K7,P,C,E  I, ,   ,IF, ,IBIX,K7,P,I,      ,0374,0114,    ,    ,J,02100,01400,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I22, ,BORDE,K7,P,C,E  F, ,   ,CF, ,IBIX,K7,P,I,      ,0374,0053,2170,0060,H,01400,01400,     , ,   ,-300,   ,BIX,K7,D, , ,0,N,S;
APPCH:030,I,I22, ,RW22,K7,P,G,G  M, ,   ,CF, ,IBIX,K7,P,I,      ,0374,0011,2170,0042, ,00070,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I22, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2170,    ,+,00800,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I22, ,RUDLF,K7,P,C,E   , ,   ,CF, ,BIX,K7,D, ,      ,1860,0110,1860,0106,+,02200,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I22, ,RUDLF,K7,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,0060,0050,-,06000,     ,     ,-,230,    ,   , , , , , ,0,N,S;
APPCH:010,A,R04,DAMON,DAMON,K4,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R04,DAMON,WEKKS,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R04,HARAK,HARAK,K4,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R04,HARAK,WEKKS,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R04,WEKKS,WEKKS,K4,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,0370,0050, ,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R04, ,WEKKS,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R04, ,PITLT,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,0370,0080,+,01600,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R04, ,RW04,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,0370,0047, ,00071,     ,     , ,   ,-304,   , , , , , ,A,J,S;
APPCH:040,R,R04, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,0370,    ,+,00391,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R04, ,ZISAT,K7,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R04, ,TOUSY,K7,P,C,EB  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R22,COGRO,COGRO,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R22,COGRO,KHTEE,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R22,KHTEE,KHTEE,K7,P,C,EE C,R,010,HF, , , , , ,      ,    ,    ,2180,0040, ,02900,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R22,KIRLN,KIRLN,K7,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R22,KIRLN,KHTEE,K7,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R22, ,KHTEE,K7,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02900,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R22, ,CHDRY,K7,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,2180,0080,+,01400,     ,     , ,   ,    ,   , , , , , ,A,J,S;
PRDAT: ,          ,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R22, ,RW22,K7,P,G,GY M, ,302,TF, , , , , ,      ,    ,    ,2170,0041, ,00070,     ,     , ,   ,-304,   , , , , , ,A,J,S;
APPCH:040,R,R22, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2170,    ,+,00433,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R22, ,CEDPO,K4,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R22, ,WAPGA,K4,P,C,EB  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,02200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,T04,JAKRI,JAKRI,K7,P,C,EE C,R,   ,HF, , , , , ,      ,    ,    ,0260,0050,+,02000,     ,18000,-,230,    ,   , , , , , ,0,D,S;
