SID:010,5,BAMRE2,RW05,BAMRE,OA,P,C,EB  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,14000, ,   ,    ,   ,RW05,OA,P,G, , , , ;
RWY:RW05 ,+0300,      ,03304, ,    , ,   ;N31295151,E065500230,0000;
RWY:RW23 ,-0300,      ,03338, ,    , ,   ;N31305079,E065514187,0000;
