SID:010,4,BARMY5,RW18C, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1830,    ,+,01260,     ,18000, ,   ,    ,   ,KCLT,K7,P,A, , , , ;
SID:020,4,BARMY5,RW18C, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BARMY5,RW18C,MESHY,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BARMY5,RW18L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1830,    ,+,01260,     ,18000, ,   ,    ,   ,KCLT,K7,P,A, , , , ;
SID:020,4,BARMY5,RW18L, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,1830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BARMY5,RW18L,MESHY,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BARMY5,RW18R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1830,    ,+,01260,     ,18000, ,   ,    ,   ,KCLT,K7,P,A, , , , ;
SID:020,4,BARMY5,RW18R, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,2000,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,BARMY5,RW18R,MESHY,K7,E,A,EE  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,BARMY5,RW36C, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0030,    ,+,01260,     ,18000, ,   ,    ,   ,KCLT,K7,P,A, , , , ;
SID:020,4,BARMY5,RW36C, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
