SID:010,5,ANIT1L,RW04,TEKAP,WI,P,C,EY  , ,   ,CF, ,TPG,WI,D, ,      ,0428,0070,0430,0050, ,     ,     ,11000,-,250,    ,   ,WIDN,WI,P,A, , , , ;
SID:020,5,ANIT1L,RW04,VASTI,WI,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ANIT1L,RW04,VIRET,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANIT1L,RW04,GURES,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANIT1L,RW04,IKIRO,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANIT1L,RW04,ANITO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANIT1R,RW22,TORIT,WI,E,A,E   , ,   ,CF, ,TPG,WI,D, ,      ,2232,0070,2230,0090, ,     ,     ,11000, ,   ,    ,   ,WIDN,WI,P,A, , , , ;
SID:020,5,ANIT1R,RW22,VASTI,WI,E,A,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANIT1R,RW22,VIRET,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANIT1R,RW22,GURES,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ANIT1R,RW22,IKIRO,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ANIT1R,RW22,ANITO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODS1L,RW04,TEKAP,WI,P,C,EY  , ,   ,CF, ,TPG,WI,D, ,      ,0428,0070,0430,0050, ,     ,     ,11000, ,   ,    ,   ,WIDN,WI,P,A, , , , ;
SID:020,5,DODS1L,RW04,VEBMA,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DODS1L,RW04,TOMAN,WI,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DODS1L,RW04,DODSO,WI,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DODS1R,RW22,TORIT,WI,E,A,E   , ,   ,CF, ,TPG,WI,D, ,      ,2232,0070,2230,0090, ,     ,     ,11000, ,   ,    ,   ,WIDN,WI,P,A, , , , ;
