SID:010,2,BUKO8K,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0980,    ,+,02470,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:015,2,BUKO8K,RW10, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1610,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BUKO8K,RW10,BUKOV,UK,E,A,EEC , ,   ,CF, ,IVF,UK,D, ,      ,1314,0755,1310,0670,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BUKO8L,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2780,    ,+,02960,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,BUKO8L,RW28,IVF,UK,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,BUKO8L,RW28,BUKOV,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOTR8K,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0980,    ,+,02470,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:040,2,GOTR8K,RW10,GOTRA,UK,E,A,EEC , ,   ,CF, ,IVF,UK,D, ,      ,0809,0360,0810,0325,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GOTR8L,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2780,    ,+,02960,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,GOTR8L,RW28,IVF,UK,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GOTR8L,RW28,GOTRA,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ILTU8K,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0980,    ,+,02470,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,ILTU8K,RW10, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0300,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ILTU8K,RW10,ILTUK,UK,E,A,EEC , ,   ,CF, ,IVF,UK,D, ,      ,0598,0350,0600,0290,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ILTU8L,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2780,    ,+,02960,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,ILTU8L,RW28,IVF,UK,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ILTU8L,RW28,ILTUK,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KOKU3K,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0980,    ,+,02470,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,KOKU3K,RW10,IVF,UK,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KOKU3K,RW10,KOKUP,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KOKU3L,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2780,    ,+,02960,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,KOKU3L,RW28, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0100,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KOKU3L,RW28,KOKUP,UK,E,A,EEC , ,   ,CF, ,IVF,UK,D, ,      ,3079,0562,3080,0510,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KUSA8K,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0980,    ,+,02470,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,KUSA8K,RW10,IVF,UK,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
