SID:040,2,KUSA8K,RW10,KUSAK,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,KUSA8L,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2780,    ,+,02960,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,KUSA8L,RW28, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,0470,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,KUSA8L,RW28,KUSAK,UK,E,A,EEC , ,   ,CF, ,IVF,UK,D, ,      ,3390,0287,3390,0230,+,10010,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,POBE3K,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0980,    ,+,02470,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,POBE3K,RW10,POBED,UK,E,A,EEC , ,   ,CF, ,IVF,UK,D, ,      ,1016,0319,1020,0278,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,POBE3L,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2780,    ,+,02960,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,POBE3L,RW28,IVF,UK,D, ,V   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,POBE3L,RW28,POBED,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SOLN8K,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0980,    ,+,02470,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,SOLN8K,RW10, , , , ,    ,L,   ,CI,Y, , , , ,      ,    ,    ,3200,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,SOLN8K,RW10,SOLNU,UK,E,A,EEC , ,   ,CF, ,IVF,UK,D, ,      ,0421,0373,0420,0330,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,SOLN8L,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2780,    ,+,02960,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,SOLN8L,RW28,IVF,UK,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,SOLN8L,RW28,SOLNU,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TAKO3K,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0980,    ,+,02470,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,TAKO3K,RW10,IVF,UK,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,TAKO3K,RW10,TAKON,UK,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,TAKO3L,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2780,    ,+,02960,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,TAKO3L,RW28, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1880,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,TAKO3L,RW28,TAKON,UK,E,A,EEC , ,   ,CF, ,IVF,UK,D, ,      ,2453,0633,2450,0560,+,10010,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VI4K,RW10, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0980,    ,+,02470,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:020,2,VI4K,RW10,IVF,UK,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04930,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VI4K,RW10,VI,UK,D,B,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VI4L,RW28, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2780,    ,+,02960,     ,10010, ,   ,    ,   ,IVF,UK,D, , , , , ;
SID:040,2,VI4L,RW28,VI,UK,D,B,EE  , ,   ,CF, ,IVF,UK,D, ,      ,2676,0653,2680,0597,+,10010,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BUKO8M,RW10,BUKOV,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:040,2,BUKO8M,RW10,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,BUKO8N,RW28,BUKOV,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:040,2,BUKO8N,RW28,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GOTR8M,RW10,GOTRA,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:020,2,GOTR8M,RW10,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GOTR8N,RW28,GOTRA,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:040,2,GOTR8N,RW28,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ILTU8M,RW10,ILTUK,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:030,2,ILTU8M,RW10,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ILTU8N,RW28,ILTUK,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:030,2,ILTU8N,RW28,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KOKU3M,RW10,KOKUP,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08040,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:020,2,KOKU3M,RW10,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KOKU3N,RW28,KOKUP,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08040,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:020,2,KOKU3N,RW28,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KUSA9M,RW10,KUSAK,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:030,2,KUSA9M,RW10,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KUSA9N,RW28,KUSAK,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:030,2,KUSA9N,RW28,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,POBE3M,RW10,POBED,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:040,2,POBE3M,RW10,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,POBE3N,RW28,POBED,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:040,2,POBE3N,RW28,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,SOLN8M,RW10,SOLNU,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:030,2,SOLN8M,RW10,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,SOLN8N,RW28,SOLNU,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10010,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:030,2,SOLN8N,RW28,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,TAKO3M,RW10,TAKON,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:015,2,TAKO3M,RW10,D064N,UK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08210,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,TAKO3M,RW10,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,TAKO3N,RW28,TAKON,UK,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:015,2,TAKO3N,RW28,D064N,UK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08210,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,TAKO3N,RW28,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,VI3M,RW10,VI,UK,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:015,2,VI3M,RW10,D086T,UK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08210,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,VI3M,RW10,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,VI3N,RW28,VI,UK,D,B,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,09030,     ,     , ,   ,    ,   ,IVF,UK,D, , , , , ;
STAR:015,2,VI3N,RW28,D086T,UK,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08210,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,VI3N,RW28,IVF,UK,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D10,IVF1,IVF,UK,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D10,IVF1,D298K,UK,P,C,EY  , ,   ,CF, ,IVF,UK,D, ,      ,2980,0114,2980,0114,+,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D10,IVF1,FD10,UK,P,C,EE  ,L,   ,CF,Y,IVF,UK,D, ,      ,2750,0072,0950,0040, ,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D10,IVF2,IVF,UK,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D10,IVF2,D284J,UK,P,C,EY  , ,   ,CF, ,IVF,UK,D, ,      ,2840,0102,2840,0102,+,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D10,IVF2,FD10,UK,P,C,EE  ,L,   ,CF,Y,IVF,UK,D, ,      ,2750,0072,0950,0040, ,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D10, ,FD10,UK,P,C,E  F, ,   ,IF, ,IVF,UK,D, ,      ,2750,0072,    ,    , ,02960,     ,     , ,   ,    ,   ,IVF,UK,D, , ,0, ,S;
APPCH:025,D,D10, ,34VOR,UK,P,C,E S , ,   ,CF, ,IVF,UK,D, ,      ,2750,0034,0950,0039,+,01740,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D10, ,MD10,UK,P,C,E  M, ,   ,CF, ,IVF,UK,D, ,      ,2750,0017,0950,0017, ,01203,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D10, ,IVF,UK,D, ,V M , ,   ,CF, ,IVF,UK,D, ,      ,0000,0000,0950,0017, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D10, ,IVF,UK,D, ,V   , ,   ,FA, ,IVF,UK,D, ,      ,0000,0000,0950,    ,+,02470,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D10, ,IVF,UK,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03940,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D28,IVF1,IVF,UK,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D28,IVF1,D079K,UK,P,C,EY  , ,   ,CF, ,IVF,UK,D, ,      ,0790,0114,0790,0114,+,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D28,IVF1,FD28,UK,P,C,EE  ,R,   ,CF,Y,IVF,UK,D, ,      ,1020,0068,2820,0050, ,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D28,IVF2,IVF,UK,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D28,IVF2,D093J,UK,P,C,EY  , ,   ,CF, ,IVF,UK,D, ,      ,0930,0102,0930,0102,+,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D28,IVF2,FD28,UK,P,C,EE  ,R,   ,CF,Y,IVF,UK,D, ,      ,1020,0068,2820,0040, ,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D28, ,FD28,UK,P,C,E  F, ,   ,IF, ,IVF,UK,D, ,      ,1020,0068,    ,    , ,02960,     ,     , ,   ,    ,   ,IVF,UK,D, , ,0, ,S;
APPCH:030,D,D28, ,MD28,UK,P,C,E  M, ,   ,CF, ,IVF,UK,D, ,      ,1020,0012,2820,0056, ,01200,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D28, ,IVF,UK,D, ,V M , ,   ,CF, ,IVF,UK,D, ,      ,0000,0000,2820,0012, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D28, ,IVF,UK,D, ,V   , ,   ,FA, ,IVF,UK,D, ,      ,0000,0000,2820,    ,+,02470,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D28, ,IVF,UK,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03940,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q28,IVF1,IVF,UK,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q28,IVF1,D075K,UK,P,C,EY  , ,   ,CF, ,IVF,UK,D, ,      ,0750,0114,0750,0114,+,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,Q28,IVF1,FF28,UK,P,C,EE  ,R,   ,CF,Y,IVF,UK,D, ,      ,0987,0068,2780,0050, ,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,Q28,IVF2,IVF,UK,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03940,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,Q28,IVF2,D089J,UK,P,C,EY  , ,   ,CF, ,IVF,UK,D, ,      ,0890,0102,0890,0102,+,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,Q28,IVF2,FF28,UK,P,C,EE  ,R,   ,CF,Y,IVF,UK,D, ,      ,0987,0068,2780,0040, ,02960,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,Q,Q28, ,FF28,UK,P,C,E  F, ,   ,IF, ,FN,UK,P,N,      ,    ,    ,    ,    , ,02960,     ,     , ,   ,    ,   ,IVF,UK,D, , ,0, ,S;
APPCH:030,Q,Q28, ,FN,UK,P,N,E  M, ,   ,CF, ,IVF,UK,D, ,      ,    ,0010,2780,0058, ,01134,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,Q,Q28, ,FN,UK,P,N,E M , ,   ,FA, ,IVF,UK,D, ,      ,1029,0010,2780,    ,+,02470,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,Q,Q28, ,IVF,UK,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,03940,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW10 ,-0180,      ,00919, ,    , ,   ;N48531173,E024400430,0000;
RWY:RW28 ,+0180,      ,00904, ,    , ,   ;N48525220,E024420343,0000;
