SID:010,1,ANBUN1,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1600,    ,+,01630,     ,05000, ,   ,    ,   ,VIR,SL,D, ,A, , , ;
SID:020,1,ANBUN1,RW16,PULKO,SL,P,C,EEC , ,   ,CF, ,VIR,SL,D, ,      ,1638,0341,1630,0330, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,ANBUN1,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3400,    ,+,02500,     ,05000, ,   ,    ,   ,VIR,SL,D, ,A, , , ;
SID:020,1,ANBUN1,RW34, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,1930,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,ANBUN1,RW34,PULKO,SL,P,C,EEC , ,   ,CF, ,VIR,SL,D, ,      ,1638,0341,1630,0280, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANBUN1, ,PULKO,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,VIR,SL,D, ,A, , , ;
SID:020,2,ANBUN1, ,ANBUN,SL,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DIBAS1,RW16, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1600,    ,+,02500,     ,05000, ,   ,    ,   ,VIR,SL,D, ,A, , , ;
SID:020,1,DIBAS1,RW16,VIR,SL,D, ,V C ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,DIBAS1,RW16,ISPER,SL,P,C,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,DIBAS1,RW34, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3400,    ,+,02500,     ,05000, ,   ,    ,   ,VIR,SL,D, ,A, , , ;
SID:020,1,DIBAS1,RW34,ISPER,SL,P,C,EEC , ,   ,CF, ,VIR,SL,D, ,      ,3163,0300,3150,0310, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,DIBAS1, ,ISPER,SL,P,C,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,05000, ,   ,    ,   ,VIR,SL,D, ,A, , , ;
