SID:010,2,ASPE7,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3310,    ,+,08240,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ASPE7,RW33, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,3480,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,COZY1,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3310,    ,+,08240,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,2,COZY1,RW33, , , , ,    , ,   ,VM, , , , , ,      ,    ,    ,3430,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,COZY1,RW33, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2730,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,COZY1,RW33,LINDZ,K2,E,A,EE  , ,   ,CF, ,GCC,K1,D, ,      ,1852,3061,3030,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,LINDZ1,RW33, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3310,    ,+,08240,     ,18000, ,   ,    ,   ,DBL,K2,D, ,A, , , ;
SID:020,2,LINDZ1,RW33, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3430,    ,+,09100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,LINDZ1,RW33, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,2730,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,LINDZ1,RW33,LINDZ,K2,E,A,EE  , ,   ,CF, ,GCC,K1,D, ,      ,1852,3061,3030,0080,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,LINDZ1,DBL,LINDZ,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,18000, ,   ,    ,   ,DBL,K2,D, ,A, , , ;
SID:020,3,LINDZ1,DBL,DBL,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,LINDZ1,EKR,LINDZ,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,18000, ,   ,    ,   ,DBL,K2,D, ,A, , , ;
SID:020,3,LINDZ1,EKR,SLOLM,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,LINDZ1,EKR,RIL,K2,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,3,LINDZ1,EKR,EKR,K2,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,3,LINDZ1,JNC,LINDZ,K2,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,18000, ,   ,    ,   ,DBL,K2,D, ,A, , , ;
SID:020,3,LINDZ1,JNC,SLOLM,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,3,LINDZ1,JNC,PACES,K2,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
