RWY:RW09 ,-0700,      ,00946, ,    , ,   ;S39185840,E174181138,0000;
RWY:RW16 ,-1000,      ,00946, ,    , ,   ;
RWY:RW27 ,+0700,      ,00923, ,    , ,   ;S39190928,E174184797,0000;
RWY:RW34 ,+1000,      ,00925, ,    , ,   ;
