SID:010,5,ADOX1E,RW07,LL801,EP,P,C,E   , ,010,CF, ,LOZ,EP,D, ,      ,2389,0027,0650,0060,+,02700,     ,06500,-,220,    ,   ,LOZ,EP,D, , , , , ;
SID:020,5,ADOX1E,RW07,LL802,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ADOX1E,RW07,ADOXO,EP,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ADOX2W,RW25,LL601,EP,P,C,E   , ,010,CF, ,LOZ,EP,D, ,      ,2437,0141,2450,0040,+,02600,     ,06500,-,200,    ,   ,LOZ,EP,D, , , , , ;
SID:020,5,ADOX2W,RW25,LL602,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,ADOX2W,RW25,LL536,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ADOX2W,RW25,LL604,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,-,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ADOX2W,RW25,ADOXO,EP,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGAV1E,RW07,LL801,EP,P,C,E   , ,010,CF, ,LOZ,EP,D, ,      ,2389,0027,0650,0060,+,02700,     ,06500,-,220,    ,   ,LOZ,EP,D, , , , , ;
SID:020,5,AGAV1E,RW07,LL804,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGAV1E,RW07,AGAVA,EP,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL100,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGAV1Q,RW25,LL406,EP,P,C,EY  , ,010,CF, ,LOZ,EP,D, ,      ,2435,0121,2450,0020, ,     ,     ,06500,-,135,    ,   ,LOZ,EP,D, , , , , ;
SID:020,5,AGAV1Q,RW25,LL407,EP,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGAV1Q,RW25,LL528,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGAV1Q,RW25,AGAVA,EP,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL100,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGAV1W,RW25,LL601,EP,P,C,E   , ,010,CF, ,LOZ,EP,D, ,      ,2437,0141,2450,0040,+,02600,     ,06500,-,200,    ,   ,LOZ,EP,D, , , , , ;
SID:020,5,AGAV1W,RW25,LL602,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,220,    ,   , , , , , , , , ;
SID:030,5,AGAV1W,RW25,LL606,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,AGAV1W,RW25,LL608,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGAV1W,RW25,LL618,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AGAV1W,RW25,AGAVA,EP,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,FL100,FL080,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAXI1E,RW07,LL801,EP,P,C,E   , ,010,CF, ,LOZ,EP,D, ,      ,2389,0027,0650,0060,+,02700,     ,06500,-,220,    ,   ,LOZ,EP,D, , , , , ;
SID:020,5,BAXI1E,RW07,LL802,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,BAXI1E,RW07,LL803,EP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
