SID:005,5,AGEN2J,RW20,DER20,LE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:010,5,AGEN2J,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1980,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGEN2J,RW20,BL800,LE,P,C,EY  , ,   ,CF, ,PRA,LE,D, ,      ,1890,0065,1890,0060,+,03000,     ,     ,-,205,    ,   , , , , , , , , ;
SID:040,5,AGEN2J,RW20,BL805,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,225,    ,   , , , , , , , , ;
SID:050,5,AGEN2J,RW20,BL811,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AGEN2J,RW20,BL827,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AGEN2J,RW20,AGENA,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,AGEN2K,RW20,DER20,LE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:010,5,AGEN2K,RW20,PERAL,LE,P,C,EY  , ,   ,CF, ,BCN,LE,D, ,      ,2027,0078,1980,0060,+,03000,     ,     ,-,205,    ,   , , , , , , , , ;
SID:020,5,AGEN2K,RW20,BL820,LE,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     ,-,225,    ,   , , , , , , , , ;
SID:030,5,AGEN2K,RW20,BL823,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGEN2K,RW20,BL824,LE,P,C,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGEN2K,RW20,BL826,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AGEN2K,RW20,BL827,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,AGEN2K,RW20,AGENA,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,AGEN3S,RW02,DER02,LE,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:010,5,AGEN3S,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0180,    ,+,00500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,AGEN3S,RW02,BL700,LE,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,AGEN3S,RW02,BL704,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGEN3S,RW02,BL705,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGEN3S,RW02,SALON,LE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,AGEN3S,RW02,AGENA,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGEN3T,RW06L,DILUM,LE,E,A,EY  , ,   ,CF, ,BCN,LE,D, ,      ,0646,0030,0640,0040,+,01100,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,AGEN3T,RW06L,BL724,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGEN3T,RW06L,SALON,LE,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGEN3T,RW06L,AGENA,LE,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGEN4B,RW06L,DILUM,LE,E,A,EY  , ,   ,CF, ,BCN,LE,D, ,      ,0646,0030,0640,0040,+,01100,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,AGEN4B,RW06L,BL707,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,04500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGEN4B,RW06L,BL716,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGEN4B,RW06L,BL704,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGEN4B,RW06L,BL705,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
