SID:010,5,ARIT4E,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0410,    ,+,00500,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ARIT4E,RW04,ARITI,NT,E,A,EEC , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ARIT4W,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2210,    ,+,00500,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ARIT4W,RW22,ARITI,NT,E,A,EEC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,02000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BEBI3W,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2210,    ,+,00510,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BEBI3W,RW22,TAF,NT,D, ,V   , ,   ,FD, ,TAF,NT,D, ,      ,0000,0000,2190,0040, ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,BEBI3W,RW22, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BEBI3W,RW22,BEBIG,NT,E,A,EEC , ,   ,CF, ,TAF,NT,D, ,      ,1830,0500,1830,0420, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BEBI4W,RW22,AA506,NT,P,C,E   , ,   ,CF, ,TAF,NT,D, ,      ,2200,0058,2210,0060, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BEBI4W,RW22,AA508,NT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,BEBI4W,RW22,ONIDO,NT,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BEBI4W,RW22,BEBIG,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BENK3E,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0420,    ,+,00510,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BENK3E,RW04,MOANA,NT,P,C,EYC , ,   ,CF, ,TAF,NT,D, ,      ,0420,0130,0420,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BENK3E,RW04, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1060,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,BENK3E,RW04,BENKO,NT,E,A,EEC , ,   ,CF, ,TAF,NT,D, ,      ,0650,0500,0650,0320, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BENK4E,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0410,    ,+,01000,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BENK4E,RW04,MOANA,NT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BENK4E,RW04,AA501,NT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BENK4E,RW04,BENKO,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IKEL4E,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0410,    ,+,00500,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,IKEL4E,RW04,AA505,NT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,IKEL4E,RW04,IKELO,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,IKEL4W,RW22,AA502,NT,P,C,EY  , ,   ,CF, ,TAF,NT,D, ,      ,2193,0037,2210,0040,+,00400,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,IKEL4W,RW22,AA505,NT,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,IKEL4W,RW22,IKELO,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MOSM4E,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0410,    ,+,00500,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,MOSM4E,RW04,BOBIX,NT,E,A,EYC ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MOSM4E,RW04,MOSMA,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MOSM4W,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2210,    ,+,00500,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,MOSM4W,RW22,BOBIX,NT,E,A,EYC ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MOSM4W,RW22,MOSMA,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0410,    ,+,00600,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,OMNI,RW04, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0410,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,OMNI,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2210,    ,+,00600,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,1,OMNI,RW22, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,2210,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ONID3W,RW22, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2210,    ,+,00510,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,2,ONID3W,RW22,TAF,NT,D, ,V   , ,   ,FD, ,TAF,NT,D, ,      ,0000,0000,2190,0040, ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,2,ONID3W,RW22, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1580,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ONID3W,RW22,ONIDO,NT,E,A,EEC , ,   ,CF, ,TAF,NT,D, ,      ,1830,0350,1830,0260, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ONID4W,RW22,AA506,NT,P,C,E   , ,   ,CF, ,TAF,NT,D, ,      ,2200,0058,2210,0060, ,     ,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ONID4W,RW22,AA508,NT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,ONID4W,RW22,ONIDO,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,PAST3E,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0420,    ,+,00510,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,2,PAST3E,RW04,MOANA,NT,P,C,EYC , ,   ,CF, ,TAF,NT,D, ,      ,0420,0130,0420,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,PAST3E,RW04, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1060,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,PAST3E,RW04,TAF23,NT,P,C,EY  , ,   ,CF, ,TAF,NT,D, ,      ,0650,0230,0650,0040, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,PAST3E,RW04, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,PAST3E,RW04,PASTI,NT,E,A,EEC ,R,   ,AF, ,TAF,NT,D, ,      ,0890,0250,0650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PAST4E,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0410,    ,+,01000,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,PAST4E,RW04,MOANA,NT,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PAST4E,RW04,AA501,NT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PAST4E,RW04,PASTI,NT,E,A,EBC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VAIT3E,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0410,    ,+,00500,     ,09000,-,205,    ,   , , , , , , , , ;
SID:020,2,VAIT3E,RW04, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,2690,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VAIT3E,RW04,VAITE,NT,E,A,EEC , ,   ,CF, ,TAF,NT,D, ,      ,3090,0350,3090,0290, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,VAIT3W,RW22, , , , ,    , ,   ,CD, ,TAF,NT,D, ,      ,    ,    ,2210,0030, ,     ,     ,09000,-,205,    ,   , , , , , , , , ;
SID:020,2,VAIT3W,RW22, , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,3570,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,VAIT3W,RW22,VAITE,NT,E,A,EEC , ,   ,CF, ,TAF,NT,D, ,      ,3090,0350,3090,0280, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VAIT4E,RW04, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0410,    ,+,00500,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,VAIT4E,RW04,AA503,NT,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,VAIT4E,RW04,VAITE,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,VAIT4W,RW22,AA502,NT,P,C,EY  , ,   ,CF, ,TAF,NT,D, ,      ,2193,0037,2210,0040,+,00400,     ,09000, ,   ,    ,   , , , , , , , , ;
SID:020,5,VAIT4W,RW22,AA503,NT,P,C,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,205,    ,   , , , , , , , , ;
SID:030,5,VAIT4W,RW22,VAITE,NT,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AROB3M,RW22,AROBA,NT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,AROB3M,RW22,KARNO,NT,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,AROB3M,RW22,OVINI,NT,P,C,E CH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,2,AROB3M,RW22,TAF,NT,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,2,AROB3M,RW22,D042J,NT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,2,AROB3M,RW22,MOANA,NT,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AROB3V,RW04,AROBA,NT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,2,AROB3V,RW04,KARNO,NT,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,AROB3V,RW04,OVINI,NT,P,C,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,AROB4K,RW04,AROBA,NT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,AROB4K,RW04,KARNO,NT,E,A,EECH, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,AROB4T,RW22,AROBA,NT,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:020,5,AROB4T,RW22,KARNO,NT,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
