SID:010,5,AGU1C,RW13,LO900,MM,P,C,E   , ,   ,CF, ,BJX,MM,D, ,      ,1291,0072,1280,0060,+,08300,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
SID:020,5,AGU1C,RW13,LO901,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGU1C,RW13,LO902,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGU1C,RW13,ANILA,MM,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,AGU1C,RW13,AGU,MM,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,AGU1D,RW31,LO701,MM,P,C,EY  , ,   ,CF, ,BJX,MM,D, ,      ,3067,0047,3080,0040,+,07500,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
SID:020,5,AGU1D,RW31,LO710,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,AGU1D,RW31,ANILA,MM,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,AGU1D,RW31,AGU,MM,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AMOVA3,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3080,    ,+,06360,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
SID:020,2,AMOVA3,RW31,BJX,MM,D, ,V   , ,   ,FD, ,BJX,MM,D, ,      ,0000,0000,3040,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AMOVA3,RW31,D307R,MM,P,C,E   , ,   ,CF, ,BJX,MM,D, ,      ,3065,0180,3130,0060, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AMOVA3,RW31,AMOVA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANIL1D,RW13,LO900,MM,P,C,E   , ,   ,CF, ,BJX,MM,D, ,      ,1291,0072,1280,0060,+,08300,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
SID:020,5,ANIL1D,RW13,LO901,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANIL1D,RW13,LO902,MM,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,15000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ANIL1D,RW13,ANILA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ANIL2E,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3080,    ,+,07500,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
SID:020,5,ANIL2E,RW31,LO710,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,16000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ANIL2E,RW31,ANILA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ANIL3C,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3080,    ,+,06360,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
SID:020,2,ANIL3C,RW31,BJX,MM,D, ,V   , ,   ,FD, ,BJX,MM,D, ,      ,0000,0000,3040,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ANIL3C,RW31,D322T,MM,P,C,E   , ,   ,CF, ,BJX,MM,D, ,      ,3215,0200,3460,0093, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ANIL3C,RW31,ANILA,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AVRIK3,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1280,    ,+,06360,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
SID:020,2,AVRIK3,RW13,BJX,MM,D, ,V   , ,   ,FD, ,BJX,MM,D, ,      ,0000,0000,1320,0120, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AVRIK3,RW13,D101R,MM,P,C,E   , ,   ,CF, ,BJX,MM,D, ,      ,1012,0180,0630,0098, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AVRIK3,RW13,AVRIK,MM,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BJX3A,RW13, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1280,    ,+,06360,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
SID:020,2,BJX3A,RW13,BJX,MM,D, ,V   , ,   ,FD, ,BJX,MM,D, ,      ,0000,0000,1320,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BJX3A,RW13,BJX,MM,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BJX3B,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3080,    ,+,06360,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
SID:020,2,BJX3B,RW31,BJX,MM,D, ,V   , ,   ,FD, ,BJX,MM,D, ,      ,0000,0000,3040,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,BJX3B,RW31,BJX,MM,D, ,VE H,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,HORT1C,RW31, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3080,    ,+,07500,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
SID:020,5,HORT1C,RW31,LO712,MM,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,19000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,HORT1C,RW31,HORTA,MM,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,JAST1C,RW13,LO900,MM,P,C,E   , ,   ,CF, ,BJX,MM,D, ,      ,1291,0072,1280,0060,+,08300,     ,18500, ,   ,    ,   ,BJX,MM,D, , , , , ;
