SID:010,2,GUVV0W,RW02L,D020J,ZU,P,C,E   , ,   ,CF, ,CKG,ZU,D, ,      ,0200,0100,0200,0110, ,     ,     ,     , ,   ,    ,   ,CKG,ZU,D, , , , , ;
SID:020,2,GUVV0W,RW02L,D020M,ZU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GUVV0W,RW02L,D020X,ZU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GUVV0W,RW02L,D048T,ZU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GUVV0W,RW02L,GUVIV,ZU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,GUVV1Z,RW02L,CK481,ZU,P,C,EY  , ,010,CF, ,CKG,ZU,D, ,      ,3592,0003,0200,0010, ,     ,     ,     , ,   ,    ,   ,ZUCK,ZU,P,A, , , , ;
SID:020,4,GUVV1Z,RW02L,CK401,ZU,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04340,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,GUVV1Z,RW02L,CK409,ZU,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,GUVV1Z,RW02L,GUVIV,ZU,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,GUVV1Z,RW02R,CK482,ZU,P,C,EY  , ,010,CF, ,CKG,ZU,D, ,      ,1389,0001,0200,0010, ,     ,     ,     , ,   ,    ,   ,ZUCK,ZU,P,A, , , , ;
SID:020,4,GUVV1Z,RW02R,CK402,ZU,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,04270,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,GUVV1Z,RW02R,CK409,ZU,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,GUVV1Z,RW02R,GUVIV,ZU,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,GUVV1Z,RW03L,CK403,ZU,P,C,EY  , ,010,CF, ,CKG,ZU,D, ,      ,0545,0017,0200,0010, ,     ,     ,     , ,   ,    ,   ,ZUCK,ZU,P,A, , , , ;
SID:020,4,GUVV1Z,RW03L,CK405,ZU,P,C,E   , ,010,CF, ,CKG,ZU,D, ,      ,0385,0089,0350,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,GUVV1Z,RW03L,CK407,ZU,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,GUVV1Z,RW03L,CK408,ZU,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,GUVV1Z,RW03L,GUVIV,ZU,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,GUVV1Z,RW03R,CK404,ZU,P,C,EY  , ,010,CF, ,CKG,ZU,D, ,      ,0559,0020,0200,0010, ,     ,     ,     , ,   ,    ,   ,ZUCK,ZU,P,A, , , , ;
SID:020,4,GUVV1Z,RW03R,CK406,ZU,P,C,E   , ,010,CF, ,CKG,ZU,D, ,      ,0393,0090,0350,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,GUVV1Z,RW03R,CK407,ZU,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,GUVV1Z,RW03R,CK408,ZU,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,GUVV1Z,RW03R,GUVIV,ZU,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GUVV2U,RW02R,D020M,ZU,P,C,E   , ,   ,CF, ,CKG,ZU,D, ,      ,0200,0130,0200,0140, ,     ,     ,     , ,   ,    ,   ,CKG,ZU,D, , , , , ;
SID:020,2,GUVV2U,RW02R,D020X,ZU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GUVV2U,RW02R,D048T,ZU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GUVV2U,RW02R,GUVIV,ZU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GUVV3T,RW03L,IQ03A,ZU,P,C,E   , ,   ,CF, ,CKG,ZU,D, ,      ,0539,0017,0200,0010, ,     ,     ,     , ,   ,    ,   ,CKG,ZU,D, , , , , ;
SID:020,2,GUVV3T,RW03L,D038I,ZU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GUVV3T,RW03L, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,GUVV3T,RW03L,D005Q,ZU,P,C,E   , ,   ,CF, ,CST,ZU,D, ,      ,0049,0174,0530,0070, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,GUVV3T,RW03L,CJG36,ZU,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,2,GUVV3T,RW03L,GUVIV,ZU,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,GUVV4S,RW03R,IB03A,ZU,P,C,E   , ,   ,CF, ,CKG,ZU,D, ,      ,0559,0020,0200,0020, ,     ,     ,     , ,   ,    ,   ,CKG,ZU,D, , , , , ;
SID:020,2,GUVV4S,RW03R,D039I,ZU,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,GUVV4S,RW03R, , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,0680,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
