SID:010,5,ALBA3B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1050,    ,+,00600,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,5,ALBA3B,RW11,ALBAD,NZ,P,C,EB  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,5,ATSA2Q,RW20,DER20,NZ,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,5,ATSA2Q,RW20, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1960,    ,+,00530,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATSA2Q,RW20,ATSAT,NZ,P,C,EB  , ,   ,CF, ,QN,NZ,D, ,      ,0376,1753,2110,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ATSA2Q,ELDAK,ATSAT,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,ATSA2Q,ELDAK,ELDAK,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ATSA2Q,GUPUT,ATSAT,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,ATSA2Q,GUPUT,GUPUT,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ATSA2Q,IDARA,ATSAT,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,ATSA2Q,IDARA,IDARA,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,ATSA2Q,PEHRR,ATSAT,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,ATSA2Q,PEHRR,PEHRR,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BAVE7P,RW02,DER02,NZ,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,5,BAVE7P,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0160,    ,+,00530,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BAVE7P,RW02,RINKO,NZ,P,C,EY  , ,   ,CF, ,QN,NZ,D, ,      ,0362,1911,0010,0060,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,BAVE7P,RW02,BAVEM,NZ,P,C,EE  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BAVE7P,AVOCA,BAVEM,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,BAVE7P,AVOCA,AVOCA,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BAVE7P,KABIN,BAVEM,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,BAVE7P,KABIN,ABAXO,NZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BAVE7P,KABIN,KABIN,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BAVE7P,KABKA,BAVEM,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,BAVE7P,KABKA,VETEV,NZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BAVE7P,KABKA,KABKA,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BAVE7P,KIDAL,BAVEM,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,BAVE7P,KIDAL,KIDAL,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BAVE7P,MOLGI,BAVEM,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,BAVE7P,MOLGI,ABAXO,NZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BAVE7P,MOLGI,MOLGI,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,BAVE7P,VANDA,BAVEM,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,BAVE7P,VANDA,VETEV,NZ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,BAVE7P,VANDA,VANDA,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DIVS3B,RW11, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1050,    ,+,00530,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,5,DIVS3B,RW11,LATIP,NZ,E,A,EY  , ,   ,CF, ,QN,NZ,D, ,      ,0383,1861,1050,0030, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DIVS3B,RW11,DIVSU,NZ,P,C,EB  ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,-,03000,     ,     ,-,210,    ,   , , , , , , , , ;
SID:010,5,GUTB2P,RW02,DER02,NZ,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,5,GUTB2P,RW02, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0160,    ,+,00530,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,GUTB2P,RW02,GUTBU,NZ,P,C,EB  , ,   ,CF, ,QN,NZ,D, ,      ,0357,1936,0010,0090, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GUTB2P,GLENN,GUTBU,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,GUTB2P,GLENN,GLENN,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,GUTB2P,GRETA,GUTBU,NZ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,13000, ,   ,    ,   ,NZCH,NZ,P,A, , , , ;
SID:020,6,GUTB2P,GRETA,GRETA,NZ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
