SID:010,5,BGR1A,RW01,GE504,LE,P,C,EY  , ,   ,CF, ,GIR,LE,D, ,      ,0143,0007,0140,0020, ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BGR1A,RW01,GE506,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,5,BGR1A,RW01,BGR,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BGR1B,RW19,GE600,LE,P,C,EY  , ,   ,CF, ,GIR,LE,D, ,      ,1937,0060,1940,0040, ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BGR1B,RW19,GE601,LE,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,5,BGR1B,RW19,BGR,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BGR1W,RW01,GE505,LE,P,C,EY  , ,   ,CF, ,GIR,LE,D, ,      ,0139,0058,0140,0070, ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,BGR1W,RW01,GE507,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:030,5,BGR1W,RW01,BGR,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BGR4Z,RW01, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,0140,    ,+,01000,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BGR4Z,RW01, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1140,    , ,     ,     ,     ,-,185,    ,   , , , , , , , , ;
SID:030,2,BGR4Z,RW01,BGR,LE,D, ,VE  , ,   ,CF, ,BGR,LE,D, ,      ,0000,0000,0850,0150,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,BGR5H,RW19,D193F,LE,P,C,EY  , ,   ,CF, ,GIR,LE,D, ,      ,1930,0060,1930,0040,+,01700,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,2,BGR5H,RW19, , , , ,    ,L,   ,CI, , , , , ,      ,    ,    ,0910,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:030,2,BGR5H,RW19,BGR,LE,D, ,VE  , ,   ,CF, ,BGR,LE,D, ,      ,0000,0000,0610,0220,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,2,BGR6G,RW01,GIR,LE,D, ,V   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:010,2,BGR6G,RW01,GIR,LE,D, ,V   , ,   ,FD, ,GIR,LE,D, ,      ,0000,0000,0140,0058,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,BGR6G,RW01, , , , ,    ,R,   ,CI, , , , , ,      ,    ,    ,1320,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
SID:030,2,BGR6G,RW01,BGR,LE,D, ,VE  , ,   ,CF, ,BGR,LE,D, ,      ,0000,0000,1030,0140,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,GEAN1A,RW01,GE500,LE,P,C,EY  , ,   ,CF, ,GIR,LE,D, ,      ,0140,0080,0140,0090, ,     ,     ,06000, ,   ,    ,   , , , , , , , , ;
SID:020,5,GEAN1A,RW01,GE501,LE,P,C,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,215,    ,   , , , , , , , , ;
