APPCH:010,A,D22,BGR,BGR,K6,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D22,BGR,CAVIL,K6,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D22,BGR,CAVIL,K6,P,C,EE A,R,   ,PI, ,BGR,K6,D, ,      ,0708,0146,0260,0100,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D22,MLT,MLT,K6,D, ,V  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D22,MLT,FOLIO,K6,P,C,EE B, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03500,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D22, ,FOLIO,K6,P,C,E  I, ,   ,IF, ,BGR,K6,D, ,      ,0708,0250,    ,    ,+,03500,     ,18000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D22, ,CAVIL,K6,P,C,E  F, ,   ,CF, ,BGR,K6,D, ,      ,0708,0146,2510,0104,+,01700,     ,     , ,   ,    ,   ,BGR,K6,D, , ,0, ,S;
APPCH:030,D,D22, ,RW22,K6,P,G,G  M, ,   ,CF, ,BGR,K6,D, ,      ,0708,0110,2510,0036, ,00163,     ,     , ,   ,-400,   , , , , , ,0, ,S;
APPCH:040,D,D22, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,2510,    ,+,01300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D22, ,CAVIL,K6,P,C,E   ,R,   ,CF,Y,BGR,K6,D, ,      ,0708,0146,0710,0070,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D22, ,CAVIL,K6,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2510,T010,+,03100,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,R12,AALYS,AALYS,K6,E,A,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R12,AALYS,ZIMFA,K6,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
