STAR:010,5,ASAD8Z,RW17,ASADA,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,ASAD8Z,RW17,AER52,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,ASAD8Z,RW17,ARSOT,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,ASAD8Z,RW17,TRINI,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,ASAD8Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,GBE8Z,RW17,GBE,SA,D, ,V C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,GBE8Z,RW17,TRINI,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,GBE8Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,KOVU8Z,RW17,KOVUK,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,KOVU8Z,RW17,PTA,SA,D, ,V  H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,KOVU8Z,RW17,EZE,SA,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,KOVU8Z,RW17,TRINI,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,KOVU8Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,KUKE2Z,RW17,KUKEN,SA,E,A,E CH, ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,KUKE2Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,PAGO8Z,RW17,PAGON,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,PAGO8Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,PAPI2Z,RW17,PAPIX,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,PAPI2Z,RW17,PAL,SA,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,PAPI2Z,RW17,TRINI,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,PAPI2Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,SNT8Z,RW17,SNT,SA,D, ,V C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,SNT8Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,SURB8Z,RW17,SURBO,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,SURB8Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,TENI8Z,RW17,TENIL,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,TENI8Z,RW17,PTA,SA,D, ,V  H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,TENI8Z,RW17,EZE,SA,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,TENI8Z,RW17,TRINI,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,TENI8Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,UGIM8Z,RW17,UGIMI,SU,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,UGIM8Z,RW17,PTA,SA,D, ,V  H, ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,UGIM8Z,RW17,EZE,SA,D, ,V   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,UGIM8Z,RW17,TRINI,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,UGIM8Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,VALO9Z,RW17,VALOS,SA,E,A,E C , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   ,SADP,SA,P,A, , , , ;
STAR:020,5,VALO9Z,RW17,GEBEM,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:025,5,VALO9Z,RW17,AER52,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,VALO9Z,RW17,ARSOT,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,VALO9Z,RW17,TRINI,SA,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,VALO9Z,RW17,VANAR,SA,E,A,EECH, ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D17-Z,VANAR,VANAR,SA,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,220,    ,   , , , , , ,0, ,S;
APPCH:020,A,D17-Z,VANAR,CF17,SA,P,C,EE B, ,   ,CF, ,PAL,SA,D, ,      ,3470,0106,1670,0081,+,02500,     ,     ,-,180,    ,   , , , , , ,0, ,S;
APPCH:010,D,D17-Z, ,CF17,SA,P,C,E  I, ,   ,IF, ,PAL,SA,D, ,      ,3470,0106,    ,    ,+,02500,     ,     ,-,180,    ,   , , , , , ,0, ,S;
APPCH:020,D,D17-Z, ,FF17,SA,P,C,E  F, ,   ,CF, ,PAL,SA,D, ,      ,3470,0076,1670,0030,+,02300,     ,     , ,   ,    ,   ,PAL,SA,D, , ,0, ,S;
APPCH:025,D,D17-Z, ,26VOR,SA,P,C,E S , ,   ,CF, ,PAL,SA,D, ,      ,3470,0026,1670,0050,+,00700,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:030,D,D17-Z, ,MA17,SA,P,C,E  M, ,   ,CF, ,PAL,SA,D, ,      ,3470,0019,1670,0007, ,00500,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D17-Z, , , , , ,  M , ,   ,VD, ,PAL,SA,D, ,      ,    ,    ,1300,0035, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D17-Z, ,PAL,SA,D, ,V   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,185,    ,   , , , , , ,0, ,S;
APPCH:060,D,D17-Z, ,PAL,SA,D, ,VE  , ,   ,FM, ,PAL,SA,D, ,      ,0000,0000,2600,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,I17-Z,VANAR,VANAR,SA,E,A,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL050,     ,     ,-,220,    ,   , , , , , ,0,D,S;
APPCH:020,A,I17-Z,VANAR,CI17,SA,P,C,EE B, ,   ,CF, ,PR,SA,P,I,      ,3472,0110,1670,0083,+,02900,     ,     ,-,180,    ,   , , , , , ,0,D,S;
APPCH:010,I,I17-Z, ,CI17,SA,P,C,E  I, ,   ,IF, ,PR,SA,P,I,      ,3472,0110,    ,    ,J,02900,02300,     ,-,180,    ,   , , , , , ,0,D,S;
