APPCH:020,N,N16, ,FN16,ZM,P,C,E  F, ,   ,IF, ,KB,ZM,D,B,      ,    ,    ,    ,    ,+,05910,     ,14800, ,   ,    ,   ,KB,ZM,D,B, ,0, ,S;
APPCH:030,N,N16, ,RW16,ZM,P,G,G  M, ,   ,CF, ,KB,ZM,D,B,      ,    ,    ,1600,0061, ,03951,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N16, ,KB,ZM,D,B,EYM , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N16, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1600,    ,+,05910,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N16, ,KB,ZM,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,06890,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N16, ,KB,ZM,D,B,EE H,R,   ,HM, , , , , ,      ,    ,    ,1600,T010,+,06890,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,N34,KB1,KB,ZM,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,14800, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N34,KB1,KB,ZM,D,B,EY  , ,   ,FC, ,KB,ZM,D,B,      ,0000,0000,1270,0088,+,05910,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N34,KB1,FN34,ZM,P,C,EE  ,R,   ,CF,Y,KB,ZM,D,B,      ,1520,0066,3320,0030,+,05910,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,N34,KB2,KB,ZM,D,B,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06890,     ,14800, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,N34,KB2,KB,ZM,D,B,EY  , ,   ,FC, ,KB,ZM,D,B,      ,0000,0000,1420,0105,+,05910,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,N34,KB2,FN34,ZM,P,C,EE  ,R,   ,CF,Y,KB,ZM,D,B,      ,1520,0066,3320,0040,+,05910,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,N,N34, ,FN34,ZM,P,C,E  F, ,   ,IF, ,KB,ZM,D,B,      ,    ,    ,    ,    ,+,05910,     ,14800, ,   ,    ,   ,KB,ZM,D,B, ,0, ,S;
APPCH:030,N,N34, ,RW34,ZM,P,G,G  M, ,   ,CF, ,KB,ZM,D,B,      ,    ,    ,3320,0061, ,03974,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,N,N34, ,KB,ZM,D,B,EYM , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,N,N34, , , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3320,    ,+,05910,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,N,N34, ,KB,ZM,D,B,E   ,L,   ,DF, , , , , ,      ,    ,    ,    ,    , ,06890,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,N,N34, ,KB,ZM,D,B,EE H,L,   ,HM, , , , , ,      ,    ,    ,1270,T010,+,06890,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW16 ,     ,      ,03904, ,    , ,   ;N43092528,E106500572,0000;
RWY:RW34 ,     ,      ,03927, ,    , ,   ;N43075296,E106511486,0000;
