APPCH:010,A,D03-Y,SPO,SPO,DI,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D03-Y,SPO,D208G,DI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D03-Y,SPO,D208G,DI,P,C,EY  , ,   ,FC, ,SPO,DI,D, ,      ,2080,0070,1630,0044, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D03-Y,SPO,FD03,DI,P,C,EE  ,R,   ,CF,Y,SPO,DI,D, ,      ,2080,0062,0280,0060,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D03-Y, ,FD03,DI,P,C,E  F, ,   ,IF, ,SPO,DI,D, ,      ,2080,0062,    ,    ,+,01700,     ,     , ,   ,    ,   ,SPO,DI,D, , ,0, ,S;
APPCH:030,D,D03-Y, ,RW03,DI,P,G,G  M, ,   ,CF, ,SPO,DI,D, ,      ,2104,0011,0280,0051, ,00064,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D03-Y, ,SPO,DI,D, ,V M , ,   ,CF, ,SPO,DI,D, ,      ,0000,0000,0280,0011, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D03-Y, ,SPO,DI,D, ,V   , ,   ,FD, ,SPO,DI,D, ,      ,0000,0000,0280,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D03-Y, ,SPO,DI,D, ,VE H,R,   ,DF, , , , , ,      ,    ,    ,    ,    , ,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D03-Z,ANOPO,ANOPO,DI,P,C,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02600,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D03-Z,ANOPO,BIGIS,DI,P,C,EECB,L,   ,AF, ,SPO,DI,D, ,      ,2080,0120,2580,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D03-Z,LUGMA,LUGMA,DI,P,C,E CC, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D03-Z,LUGMA,BIGIS,DI,P,C,EECB,R,   ,AF, ,SPO,DI,D, ,      ,2080,0120,1580,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D03-Z, ,BIGIS,DI,P,C,E CD, ,   ,IF, ,SPO,DI,D, ,      ,2080,0120,    ,    ,+,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D03-Z, ,FD03,DI,P,C,E  F, ,   ,CF, ,SPO,DI,D, ,      ,2080,0062,0280,0058,+,01700,     ,     , ,   ,    ,   ,SPO,DI,D, , ,0, ,S;
APPCH:030,D,D03-Z, ,RW03,DI,P,G,G  M, ,   ,CF, ,SPO,DI,D, ,      ,2104,0011,0280,0051, ,00064,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D03-Z, ,SPO,DI,D, ,V M , ,   ,CF, ,SPO,DI,D, ,      ,0000,0000,0280,0011, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D03-Z, ,SPO,DI,D, ,V   , ,   ,FD, ,SPO,DI,D, ,      ,0000,0000,0280,0040, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D03-Z, , , , , ,    ,R,   ,CI,Y, , , , ,      ,    ,    ,2030,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:070,D,D03-Z, ,LUGMA,DI,P,C,EECH, ,   ,CF, ,SPO,DI,D, ,      ,1580,0120,1580,0070, ,01700,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D21-Y,SPO,SPO,DI,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,02300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D21-Y,SPO,D018F,DI,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,01800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D21-Y,SPO,D018F,DI,P,C,EY  , ,   ,FC, ,SPO,DI,D, ,      ,0180,0060,0630,0044, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D21-Y,SPO,FD21,DI,P,C,EE  ,L,   ,CF,Y,SPO,DI,D, ,      ,0180,0054,1980,0060,+,01800,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D21-Y, ,FD21,DI,P,C,E  F, ,   ,IF, ,SPO,DI,D, ,      ,0180,0054,    ,    ,+,01800,     ,     , ,   ,    ,   ,SPO,DI,D, , ,0, ,S;
