SID:010,1,AHT2R,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,00600,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,AHT2R,RW12, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AHT2R,RW12,AHT,RJ,D, ,V   , ,   ,FD, ,AHT,RJ,D, ,      ,0000,0000,0300,0320, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,AHT2R,RW12, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AHT2R,RW12,AHT,RJ,D, ,VE  , ,   ,CF, ,AHT,RJ,D, ,      ,0000,0000,2100,0230, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AHT2R,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,00600,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,AHT2R,RW30, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AHT2R,RW30,AHT,RJ,D, ,V   , ,   ,FD, ,AHT,RJ,D, ,      ,0000,0000,0300,0320, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,AHT2R,RW30, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,1800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,1,AHT2R,RW30,AHT,RJ,D, ,VE  , ,   ,CF, ,AHT,RJ,D, ,      ,0000,0000,2100,0230, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AHT5E,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,00600,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,AHT5E,RW12, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AHT5E,RW12,AHT23,RJ,P,C,EE  , ,   ,CF, ,AHT,RJ,D, ,      ,0300,0230,0300,0160,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,AHT5E,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,00600,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,AHT5E,RW30, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,AHT5E,RW30,AHT23,RJ,P,C,EE  , ,   ,CF, ,AHT,RJ,D, ,      ,0300,0230,0300,0170,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,AHT5E, ,AHT23,RJ,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,2,AHT5E, ,IWT56,RJ,P,C,E   , ,   ,CF, ,IWT,RJ,D, ,      ,2870,0560,1070,0100,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,AHT5E, ,IWT41,RJ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,AHT5E, ,IWT,RJ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MIT3,RW12, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1220,    ,+,00600,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MIT3,RW12, , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,3600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MIT3,RW12,AHT35,RJ,P,C,E   , ,   ,CF, ,MIT,RJ,D, ,      ,2165,0233,0300,0280,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,MIT3,RW12,MIT,RJ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MIT3,RW30, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3020,    ,+,00600,     ,14000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MIT3,RW30, , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0600,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MIT3,RW30,AHT35,RJ,P,C,E   , ,   ,CF, ,MIT,RJ,D, ,      ,2165,0233,0300,0290,+,FL170,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,MIT3,RW30,MIT,RJ,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,AKLIP,ALL,AKLIP,RJ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,14000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,AKLIP,ALL,D086L,RJ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,AKLIP,ALL,HEIWA,RJ,P,C,EE  ,L,   ,AF, ,AHT,RJ,D, ,      ,0500,0120,0860,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,ASHIYA,ALL,AHT,RJ,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,14000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,ASHIYA,ALL,HEIWA,RJ,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,KANMO,ALL,KANMO,RJ,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,14000, ,   ,    ,   , , , , , , , , ;
STAR:020,2,KANMO,ALL,D110L,RJ,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,2,KANMO,ALL,HEIWA,RJ,P,C,EE  ,L,   ,AF, ,AHT,RJ,D, ,      ,0500,0120,1100,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,T12,HEIWA,HEIWA,RJ,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,14000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T12,HEIWA,D360L,RJ,P,C,E   ,L,   ,AF, ,AHT,RJ,D, ,      ,3600,0120,0500,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,T12,HEIWA,CF12,RJ,P,C,EE B,L,   ,AF, ,AHT,RJ,D, ,      ,2940,0120,3600,    ,-,01800,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T12, ,CF12,RJ,P,C,E  I, ,   ,IF, ,AHT,RJ,D, ,      ,2940,0120,    ,    ,-,01800,     ,14000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T12, ,FF12,RJ,P,C,E  F, ,   ,CF, ,AHT,RJ,D, ,      ,2940,0060,1140,0060,+,01500,     ,     , ,   ,    ,   ,AHT,RJ,D, , ,0,D,S;
APPCH:030,T,T12, ,MA12,RJ,P,C,E  M, ,   ,CF, ,AHT,RJ,D, ,      ,2940,0010,1140,0050, ,00384,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,T,T12, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1140,    ,+,00600,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T12, ,HEIWA,RJ,P,C,E   , ,   ,CF, ,AHT,RJ,D, ,      ,0500,0120,0500,0120,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T12, ,HEIWA,RJ,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2300,0060, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
RWY:RW12 ,     ,      ,00059, ,    , ,   ;N33530885,E130384684,0000;
RWY:RW30 ,     ,      ,00098, ,    , ,   ;N33524582,E130394429,0000;
