SID:010,5,BEST1E,RW11,KS15,EP,P,C,EY  , ,   ,CF, ,LAW,EP,D, ,      ,1180,0228,1120,0150,+,04000,     ,06500, ,   ,    ,   ,EPKS,EP,P,A, , , , ;
SID:020,5,BEST1E,RW11,BADUP,EP,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL090,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BEST1E,RW11,BESTO,EP,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,BEST1W,RW29,CELWO,EP,E,A,EY  , ,   ,CF, ,LAW,EP,D, ,      ,1433,0047,2920,0023,+,01500,     ,06500, ,   ,    ,   ,EPKS,EP,P,A, , , , ;
SID:020,5,BEST1W,RW29,IDMAV,EP,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BEST1W,RW29,BESTO,EP,E,A,EB  ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,EKTI1E,RW11,KS15,EP,P,C,EY  , ,   ,CF, ,LAW,EP,D, ,      ,1180,0228,1120,0150,+,04000,     ,06500, ,   ,    ,   ,EPKS,EP,P,A, , , , ;
SID:020,5,EKTI1E,RW11,OLDOX,EP,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,EKTI1E,RW11,EKTIZ,EP,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ODMI1W,RW29,CELWO,EP,E,A,EY  , ,   ,CF, ,LAW,EP,D, ,      ,1433,0047,2920,0023,+,01500,     ,06500, ,   ,    ,   ,EPKS,EP,P,A, , , , ;
SID:020,5,ODMI1W,RW29,IDMAV,EP,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ODMI1W,RW29,YODQA,EP,E,A,E   ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ODMI1W,RW29,ODMIQ,EP,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL250,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,OLDO1E,RW11,KS15,EP,P,C,EY  , ,   ,CF, ,LAW,EP,D, ,      ,1180,0228,1120,0150,+,04000,     ,06500, ,   ,    ,   ,EPKS,EP,P,A, , , , ;
SID:020,5,OLDO1E,RW11,OLDOX,EP,P,C,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TITQ1E,RW11,KS15,EP,P,C,EY  , ,   ,CF, ,LAW,EP,D, ,      ,1180,0228,1120,0150,+,04000,     ,06500, ,   ,    ,   ,EPKS,EP,P,A, , , , ;
SID:020,5,TITQ1E,RW11,YUMME,EP,E,A,E   ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TITQ1E,RW11,TITQE,EP,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,TITQ1W,RW29,CELWO,EP,E,A,EY  , ,   ,CF, ,LAW,EP,D, ,      ,1433,0047,2920,0023,+,01500,     ,06500, ,   ,    ,   ,EPKS,EP,P,A, , , , ;
SID:020,5,TITQ1W,RW29,IDMAV,EP,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,TITQ1W,RW29,TITQE,EP,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UVCO1E,RW11,KS15,EP,P,C,EY  , ,   ,CF, ,LAW,EP,D, ,      ,1180,0228,1120,0150,+,04000,     ,06500, ,   ,    ,   ,EPKS,EP,P,A, , , , ;
SID:020,5,UVCO1E,RW11,PUMQA,EP,E,A,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,UVCO1E,RW11,UVCOV,EP,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,UVCO1W,RW29,CELWO,EP,E,A,EY  , ,   ,CF, ,LAW,EP,D, ,      ,1433,0047,2920,0023,+,01500,     ,06500, ,   ,    ,   ,EPKS,EP,P,A, , , , ;
SID:020,5,UVCO1W,RW29,IDMAV,EP,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,UVCO1W,RW29,YODQA,EP,E,A,EY  ,R,   ,DF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,UVCO1W,RW29,UVCOV,EP,E,A,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL180,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BEST2S,RW29,BESTO,EP,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   ,EPKS,EP,P,A, , , , ;
STAR:020,5,BEST2S,RW29,BADUP,EP,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BEST2S,RW29,KS22,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,BEST2S,RW29,KS15,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,BEST2S,RW29,KS10,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,BEST2S,RW29,CI29Y,EP,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,BEST2Y,RW11,BESTO,EP,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL190,     ,     , ,   ,    ,   ,EPKS,EP,P,A, , , , ;
STAR:020,5,BEST2Y,RW11,CMP,EP,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,BEST2Y,RW11,ETABI,EP,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,BEST2Y,RW11,KY15,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,BEST2Y,RW11,KY10,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,BEST2Y,RW11,FT11,EP,P,C,EB  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,02100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,DUDC2S,RW29,DUDCO,EP,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   ,EPKS,EP,P,A, , , , ;
STAR:020,5,DUDC2S,RW29,OLDOX,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,DUDC2S,RW29,IRCEN,EP,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,DUDC2S,RW29,KS22,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,DUDC2S,RW29,KS15,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,DUDC2S,RW29,KS10,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,5,DUDC2S,RW29,CI29Y,EP,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,02000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,5,EKTI2Y,RW11,EKTIZ,EP,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   ,EPKS,EP,P,A, , , , ;
STAR:020,5,EKTI2Y,RW11,TENVO,EP,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,5,EKTI2Y,RW11,CMP,EP,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL110,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,5,EKTI2Y,RW11,ETABI,EP,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,5,EKTI2Y,RW11,KY15,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,5,EKTI2Y,RW11,KY10,EP,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,02800,     ,     , ,   ,    ,   , , , , , , , , ;
