SID:005,5,BLN4L,RW30,MG930,LE,P,C,E   , ,   ,CF, ,MLG,LE,D, ,      ,3182,0061,3130,0050, ,     ,     ,13000,-,210,    ,   , , , , , , , , ;
SID:010,5,BLN4L,RW30,MG901,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,210,    ,   , , , , , , , , ;
SID:020,5,BLN4L,RW30,MG902,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07500,     ,     ,-,230,    ,   , , , , , , , , ;
SID:025,5,BLN4L,RW30,MG903,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BLN4L,RW30,BLN,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,BLN5H,RW13,MG813,LE,P,C,E   , ,   ,CF, ,MLG,LE,D, ,      ,1320,0072,1320,0060, ,     ,     ,13000, ,   ,    ,   , , , , , , , , ;
SID:040,5,BLN5H,RW13,MG801,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     ,-,220,    ,   , , , , , , , , ;
SID:050,5,BLN5H,RW13,MG555,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:060,5,BLN5H,RW13,PIZCU,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,BLN5H,RW13,MG803,LE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,09500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,BLN5H,RW13,GDA,LE,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,BLN5H,RW13,BLN,LE,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:005,5,BLN5P,RW31,MG931,LE,P,C,E   , ,   ,CF, ,MLG,LE,D, ,      ,3112,0049,3100,0040, ,     ,     ,13000,-,210,    ,   , , , , , , , , ;
