APPCH:020,A,D15,GOKDU,CD15,OE,P,C,EE B,L,   ,AF, ,GAS,OE,D, ,      ,3238,0150,0420,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D15, ,CD15,OE,P,C,E  I, ,   ,IF, ,GAS,OE,D, ,      ,3238,0150,    ,    ,+,05000,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D15, ,UKMOD,OE,P,C,E  F, ,   ,CF, ,GAS,OE,D, ,      ,3238,0063,1440,0087,+,03800,     ,     , ,   ,    ,   ,GAS,OE,D, ,A,0, ,S;
APPCH:030,D,D15, ,RW15,OE,P,G,G  M, ,   ,CF, ,GAS,OE,D, ,      ,3225,0012,1440,0051, ,02176,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D15, ,D144O,OE,P,C,E M , ,   ,CF, ,GAS,OE,D, ,      ,1440,0150,1440,0162, ,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D15, ,GOKDU,OE,P,C,E   ,L,   ,AF, ,GAS,OE,D, ,      ,0414,0150,1440,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D15, ,GOKDU,OE,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2220,T010,+,05000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,D33,D059O,D059O,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D33,D059O,CF33,OE,P,C,EE B,R,   ,AF, ,GAS,OE,D, ,      ,1552,0150,0590,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D33,D133O,D133O,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D33,D133O,CF33,OE,P,C,EE B,R,   ,AF, ,GAS,OE,D, ,      ,1552,0150,1330,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D33,D167V,D167V,OE,P,C,E  A, ,   ,FD, ,GAS,OE,D, ,      ,1665,0220,3470,0191,+,05000,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D33,D167V,CF33,OE,P,C,EE B, ,   ,CF, ,GAS,OE,D, ,      ,1552,0150,0210,0053,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D33,D219O,D219O,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D33,D219O,CF33,OE,P,C,EE B,L,   ,AF, ,GAS,OE,D, ,      ,1552,0150,2190,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D33,GAS,GAS,OE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D33,GAS,D156J,OE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D33,GAS,D156J,OE,P,C,EY  , ,   ,FC, ,GAS,OE,D, ,      ,1560,0100,1110,0043, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:040,A,D33,GAS,CF33,OE,P,C,EE B,R,   ,CF,Y,GAS,OE,D, ,      ,1552,0150,3360,0010,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D33,GOKDU,GOKDU,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D33,GOKDU,CF33,OE,P,C,EE B,R,   ,AF, ,GAS,OE,D, ,      ,1552,0150,0420,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D33, ,CF33,OE,P,C,E  I, ,   ,IF, ,GAS,OE,D, ,      ,1552,0150,    ,    ,+,05000,     ,15000, ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D33, ,ULUDO,OE,P,C,E  F, ,   ,CF, ,GAS,OE,D, ,      ,1552,0059,3360,0091,+,03900,     ,     , ,   ,    ,   ,GAS,OE,D, ,A,0, ,S;
APPCH:030,D,D33, ,RW33,OE,P,G,G  M, ,   ,CF, ,GAS,OE,D, ,      ,1661,0005,3360,0055, ,02172,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D33, ,D336O,OE,P,C,E M , ,   ,CF, ,GAS,OE,D, ,      ,3360,0150,3360,0154, ,05000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D33, ,GOKDU,OE,P,C,E   ,R,   ,AF, ,GAS,OE,D, ,      ,0414,0150,3360,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:060,D,D33, ,GOKDU,OE,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2220,T010,+,05000,     ,     ,-,230,    ,   , , , , , ,0, ,S;
APPCH:010,A,I15,D059O,D059O,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I15,D059O,GOKDU,OE,P,C,E   ,L,   ,AF, ,GAS,OE,D, ,      ,0414,0150,0590,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I15,D059O,D336O,OE,P,C,E   ,L,   ,AF, ,GAS,OE,D, ,      ,3360,0150,0420,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I15,D059O, , , , , E  , ,   ,VI, ,IGAS,OE,P,I,      ,    ,    ,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I15,D257O,D257O,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I15,D257O,D272O,OE,P,C,E   ,R,   ,AF, ,GAS,OE,D, ,      ,2716,0150,2570,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I15,D257O,D321O,OE,P,C,E   ,R,   ,AF, ,GAS,OE,D, ,      ,3210,0150,2720,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I15,D257O, , , , , E  , ,   ,VI, ,IGAS,OE,P,I,      ,    ,    ,1190,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I15,D272O,D272O,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I15,D272O,D321O,OE,P,C,E   ,R,   ,AF, ,GAS,OE,D, ,      ,3210,0150,2720,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I15,D272O, , , , , E  , ,   ,VI, ,IGAS,OE,P,I,      ,    ,    ,1190,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I15,D298O,D298O,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I15,D298O,D321O,OE,P,C,E   ,R,   ,AF, ,GAS,OE,D, ,      ,3210,0150,2980,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I15,D298O, , , , , E  , ,   ,VI, ,IGAS,OE,P,I,      ,    ,    ,1190,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I15,D352O,D352O,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I15,D352O,D336O,OE,P,C,E   ,L,   ,AF, ,GAS,OE,D, ,      ,3360,0150,3520,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I15,D352O, , , , , E  , ,   ,VI, ,IGAS,OE,P,I,      ,    ,    ,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,A,I15,GAS,GAS,OE,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I15,GAS,D329J,OE,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I15,GAS,D329J,OE,P,C,EY  , ,   ,FC, ,GAS,OE,D, ,      ,3290,0100,0140,0043, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:040,A,I15,GAS,CF15,OE,P,C,EE B,L,   ,CF,Y,IGAS,OE,P,I,      ,3288,0157,1490,0010,+,05000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:010,A,I15,GOKDU,GOKDU,OE,P,C,E  A, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,I15,GOKDU,D336O,OE,P,C,E   ,L,   ,AF, ,GAS,OE,D, ,      ,3360,0150,0420,    ,+,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:030,A,I15,GOKDU, , , , , E  , ,   ,VI, ,IGAS,OE,P,I,      ,    ,    ,1790,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,I,I15, ,CF15,OE,P,C,E  I, ,   ,IF, ,IGAS,OE,P,I,      ,3288,0157,    ,    ,J,05000,03800,15000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,I,I15, ,ORPOP,OE,P,C,E  F, ,   ,CF, ,IGAS,OE,P,I,      ,3288,0069,1490,0087,H,03800,03800,     , ,   ,-300,   ,GAS,OE,D, ,A,0,D,S;
APPCH:030,I,I15, ,RW15,OE,P,G,G  M, ,   ,CF, ,IGAS,OE,P,I,      ,3288,0018,1490,0051, ,02176,     ,     , ,   ,-300,   , , , , , ,0,D,S;
APPCH:040,I,I15, ,RW15,OE,P,G,G M , ,   ,FD, ,GAS,OE,D, ,      ,3225,0012,1490,0030, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,I,I15, , , , , ,    , ,   ,CI, , , , , ,      ,    ,    ,1490,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,I,I15, ,D144O,OE,P,C,E   , ,   ,CF, ,GAS,OE,D, ,      ,1440,0150,1440,0120, ,05000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:070,I,I15, ,GOKDU,OE,P,C,E   ,L,   ,AF, ,GAS,OE,D, ,      ,0414,0150,1440,    , ,     ,     ,     ,-,230,    ,   , , , , , ,0,D,S;
APPCH:080,I,I15, ,GOKDU,OE,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2220,T010,+,05000,     ,     ,-,230,    ,   , , , , , ,0,D,S;
RWY:RW15 ,     ,      ,02126, ,IGAS,1,   ;N26185342,E043460221,0000;
RWY:RW33 ,     ,      ,02122, ,    , ,   ;N26172669,E043465171,0000;
