SID:010,5,BQ3C,RW29B,NB290,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,2887,0190,2890,0170,+,05000,     ,09000, ,   ,    ,   ,VVNB,VV,P,A, , , , ;
SID:020,5,BQ3C,RW29B,LELET,VV,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,BQ3C,RW29B,BQ,VV,D,B,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DENM3C,RW29B,NB290,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,2887,0190,2890,0170,+,05000,     ,09000, ,   ,    ,   ,VVNB,VV,P,A, , , , ;
SID:020,5,DENM3C,RW29B,NB291,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DENM3C,RW29B,NIXEV,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DENM3C,RW29B,VEPDI,VV,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DENM3C,RW29B,DENMO,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,DILE3A,RW11L,NB110,VV,P,C,EE  , ,   ,CF, ,NOB,VV,D, ,      ,1091,0092,1090,0100,+,04300,     ,09000, ,   ,    ,   ,VVNB,VV,P,A, , , , ;
SID:010,4,DILE3A,RW11R,NB110,VV,P,C,EE  , ,   ,CF, ,NOB,VV,D, ,      ,1091,0092,1080,0100,+,04300,     ,09000, ,   ,    ,   ,VVNB,VV,P,A, , , , ;
SID:010,5,DILE3A, ,NB110,VV,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04300,     ,09000, ,   ,    ,   ,VVNB,VV,P,A, , , , ;
SID:020,5,DILE3A, ,NB112,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DILE3A, ,SUBUP,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,DILE3A, ,NB113,VV,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,DILE3A, ,MULEX,VV,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,DILE3A, ,DILEN,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,DILE3C,RW29B,NB290,VV,P,C,E   , ,   ,CF, ,NOB,VV,D, ,      ,2887,0190,2890,0170,+,05000,     ,09000, ,   ,    ,   ,VVNB,VV,P,A, , , , ;
SID:020,5,DILE3C,RW29B,MULEX,VV,P,C,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL160,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,DILE3C,RW29B,DILEN,VV,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,HUVA2A,RW11B, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1090,    ,+,00540,     ,09000, ,   ,    ,   ,NOB,VV,D, , , , , ;
SID:020,2,HUVA2A,RW11B, , , , ,    , ,   ,VD, ,NOB,VV,D, ,      ,    ,    ,1090,0020, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,HUVA2A,RW11B, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,3110,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,HUVA2A,RW11B,HUVAN,VV,E,A,E C , ,   ,CF, ,NOB,VV,D, ,      ,2717,0406,2720,0360,+,09200,     ,     , ,   ,    ,   , , , , , , , , ;
