SID:010,5,ALDI1Q,RW04L, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0470,    ,+,02000,     ,11000, ,   ,    ,   ,RPVM,RP,P,A, , , , ;
SID:020,5,ALDI1Q,RW04L,NIXUN,RP,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALDI1Q,RW04L,RULNI,RP,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALDI1Q,RW04L,EMDEE,RP,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALDI1Q,RW04L,ALDIN,RP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALDI1S,RW22R,ALDOL,RP,P,C,EY  , ,010,CF, ,MCT,RP,D, ,      ,2279,0065,2260,0052, ,     ,     ,11000, ,   ,    ,   ,RPVM,RP,P,A, , , , ;
SID:020,5,ALDI1S,RW22R,ATIBI,RP,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALDI1S,RW22R,EMDEE,RP,E,A,E C , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALDI1S,RW22R,ALDIN,RP,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALDI2A,RW04R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0470,    ,+,02000,     ,11000, ,   ,    ,   ,MCT,RP,D, , , , , ;
SID:020,2,ALDI2A,RW04R, , , , ,    ,R,   ,VI,Y, , , , ,      ,    ,    ,2420,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALDI2A,RW04R,LAMOK,RP,E,A,E C , ,   ,CF, ,MCT,RP,D, ,      ,2117,0285,2120,0250,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALDI2A,RW04R,AROLA,RP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,2,ALDI2A,RW04R,ALDIN,RP,E,A,EEC , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,ALDI2B,RW22L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,2270,    ,+,02000,     ,11000, ,   ,    ,   ,MCT,RP,D, , , , , ;
SID:020,2,ALDI2B,RW22L, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,1820,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,ALDI2B,RW22L,LAMOK,RP,E,A,E C , ,   ,CF, ,MCT,RP,D, ,      ,2117,0285,2120,0200,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,2,ALDI2B,RW22L,AROLA,RP,E,A,E C , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
