SID:010,2,GELVO1,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1090,    ,+,03000,     ,07000, ,   ,    ,   ,TRO,SP,D, , , , , ;
SID:015,2,GELVO1,RW11, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,0650,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,2,GELVO1,RW11,GELVO,SP,E,A,EEC , ,   ,CF, ,TRO,SP,D, ,      ,0937,0200,0950,0120,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,URIMU1,RW11, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1090,    ,+,03000,     ,07000, ,   ,    ,   ,TRO,SP,D, , , , , ;
SID:020,2,URIMU1,RW11, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2800,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,2,URIMU1,RW11,URIMU,SP,E,A,EEC , ,   ,CF, ,TRO,SP,D, ,      ,3092,0200,3100,0150,+,FL080,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,GELVO1,RW29,GELVO,SP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   ,TRO,SP,D, , , , , ;
STAR:020,2,GELVO1,RW29,TRO,SP,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,2,URIMU1,RW29,URIMU,SP,E,A,E C , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,FL080,     ,     , ,   ,    ,   ,TRO,SP,D, , , , , ;
STAR:020,2,URIMU1,RW29,TRO,SP,D, ,VE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,D29-Y,TRO,TRO,SP,D, ,V  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29-Y,TRO,TRO,SP,D, ,V   , ,   ,FD, ,TRO,SP,D, ,      ,0000,0000,1260,0070, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:030,A,D29-Y,TRO,PAMEK,SP,P,C,EEC ,L,   ,CF,Y,TRO,SP,D, ,      ,1091,0062,2890,0010,+,02070,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D29-Y, ,PAMEK,SP,P,C,E CF, ,   ,IF, ,TRO,SP,D, ,      ,1091,0062,    ,    ,+,02070,     ,     , ,   ,    ,   ,TRO,SP,D, , ,0, ,S;
APPCH:030,D,D29-Y, ,RW29,SP,P,G,G  M, ,   ,CF, ,TRO,SP,D, ,      ,1091,0012,2890,0050, ,00468,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D29-Y, ,TRO,SP,D, ,V M , ,   ,CF, ,TRO,SP,D, ,      ,0000,0000,2890,0012, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D29-Y, ,TRO,SP,D, ,VE  , ,   ,FM, ,TRO,SP,D, ,      ,0000,0000,2880,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,A,D29-Z,GELVO,GELVO,SP,E,A,E CA, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,A,D29-Z,GELVO,DALDO,SP,P,C,EECB, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:010,D,D29-Z, ,DALDO,SP,P,C,E CI, ,   ,IF, ,TRO,SP,D, ,      ,1092,0112,    ,    ,+,03300,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:020,D,D29-Z, ,PAMEK,SP,P,C,E CF, ,   ,CF, ,TRO,SP,D, ,      ,1091,0062,2880,0050,+,02070,     ,     , ,   ,    ,   ,TRO,SP,D, , ,0, ,S;
APPCH:030,D,D29-Z, ,RW29,SP,P,G,G  M, ,   ,CF, ,TRO,SP,D, ,      ,1091,0012,2880,0050, ,00468,     ,     , ,   ,-300,   , , , , , ,0, ,S;
APPCH:040,D,D29-Z, ,TRO,SP,D, ,V M , ,   ,CF, ,TRO,SP,D, ,      ,0000,0000,2880,0012, ,     ,     ,     , ,   ,    ,   , , , , , ,0, ,S;
APPCH:050,D,D29-Z, ,TRO,SP,D, ,VE  , ,   ,FM, ,TRO,SP,D, ,      ,0000,0000,2880,    , ,03000,     ,     , ,   ,    ,   , , , , , ,0, ,S;
RWY:RW11 ,+0050,      ,00418, ,    , ,   ;S03481240,W075025270,0000;
RWY:RW29 ,+0050,      ,00418, ,    , ,   ;S03482720,W075015460,0000;
