SID:010,5,ALGI2C,RW29,GEMOB,SA,P,C,EY  , ,010,CF, ,BAR,SA,D, ,      ,2880,0080,2880,0088, ,     ,     ,08000, ,   ,    ,   ,SAZS,SA,P,A, , , , ;
SID:020,5,ALGI2C,RW29,ZS024,SA,P,C,E   ,R,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALGI2C,RW29,ZS081,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL120,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,ALGI2C,RW29,ALGIL,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALGI2G,RW11,ZS015,SA,P,C,EY  , ,010,CF, ,BAR,SA,D, ,      ,1088,0053,1090,0030, ,     ,     ,08000,-,230,    ,   ,SAZS,SA,P,A, , , , ;
SID:020,5,ALGI2G,RW11,ZS010,SA,P,C,EY  ,L,010,CF, ,BAR,SA,D, ,      ,0514,0120,0140,0102, ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,ALGI2G,RW11,ZS017,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,08000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALGI2G,RW11,ALGIL,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATAK2C,RW29,GEMOB,SA,P,C,EY  , ,010,CF, ,BAR,SA,D, ,      ,2880,0080,2880,0088, ,     ,     ,08000, ,   ,    ,   ,SAZS,SA,P,A, , , , ;
SID:020,5,ATAK2C,RW29,ZS025,SA,P,C,E   ,L,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ATAK2C,RW29,ZS027,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL130,     ,     ,-,230,    ,   , , , , , , , , ;
SID:040,5,ATAK2C,RW29,ZS028,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ATAK2C,RW29,ZS085,SA,P,C,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL150,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ATAK2C,RW29,ATAKO,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ATAK2G,RW11,ZS015,SA,P,C,EY  , ,010,CF, ,BAR,SA,D, ,      ,1088,0053,1090,0030, ,     ,     ,08000,-,230,    ,   ,SAZS,SA,P,A, , , , ;
SID:020,5,ATAK2G,RW11,ZS002,SA,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    ,+,06700,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,ATAK2G,RW11,ATAKO,SA,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
