SID:010,1,RCA3,RW13, , , , ,    , ,   ,VD, ,RCA,K3,D, ,      ,    ,    ,1300,0028, ,     ,     ,18000, ,   ,    ,   ,RCA,K3,D, ,A, , , ;
SID:020,1,RCA3,RW13, , , , ,    ,L,   ,VI,Y, , , , ,      ,    ,    ,2830,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,RCA3,RW13,GANDI,K3,P,C,E   , ,   ,CF, ,RCA,K3,D, ,      ,3130,0300,3130,0260,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,1,RCA3,RW13,PRIDE,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,RCA3,RW31, , , , ,    , ,   ,VI, , , , , ,      ,    ,    ,3100,    , ,     ,     ,18000, ,   ,    ,   ,RCA,K3,D, ,A, , , ;
SID:020,1,RCA3,RW31,GANDI,K3,P,C,E   , ,   ,CF, ,RCA,K3,D, ,      ,3130,0300,3130,0260,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,RCA3,RW31,PRIDE,K3,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
APPCH:010,A,I13-Y,RUUSH,RUUSH,K3,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I13-Y,RUUSH,D319O,K3,P,C,E   ,L,   ,AF, ,RCA,K3,D, ,      ,3190,0150,0430,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I13-Y,RUUSH, , , , , E  , ,   ,VI, ,IELR,K3,P,I,      ,    ,    ,1600,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I13-Y, ,HATNI,K3,P,C,E  I, ,   ,IF, ,IELR,K3,P,I,      ,3101,0161,    ,    ,J,06000,05200,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I13-Y, ,BEFNO,K3,P,C,E  F, ,   ,CF, ,IELR,K3,P,I,      ,3101,0083,1300,0078,H,05200,05200,     , ,   ,-300,   ,RCA,K3,D, ,A,0,N,S;
APPCH:030,I,I13-Y, ,RW13,K3,P,G,G  M, ,   ,CF, ,IELR,K3,P,I,      ,3101,0025,1300,0058, ,03326,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I13-Y, ,CAVET,K3,P,C,EYM , ,   ,CF, ,RCA,K3,D, ,      ,1300,0030,1300,0044, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I13-Y, , , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0130,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I13-Y, ,RUUSH,K3,P,C,E   , ,   ,CF, ,RCA,K3,D, ,      ,0430,0150,0430,0040, ,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I13-Y, ,RUUSH,K3,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2230,0100, ,     ,     ,     ,-,310,    ,   , , , , , ,0,N,S;
APPCH:010,A,I13-Z,STURG,STURG,K3,P,C,E  C, ,   ,FC, ,RCA,K3,D, ,      ,3107,0400,1310,0210,+,19000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I13-Z,STURG,HATNI,K3,P,C,EE B, ,   ,CF, ,IELR,K3,P,I,      ,3101,0161,1310,0040,+,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I13-Z, ,HATNI,K3,P,C,E  I, ,   ,IF, ,IELR,K3,P,I,      ,3101,0161,    ,    ,J,06000,05200,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I13-Z, ,BEFNO,K3,P,C,E  F, ,   ,CF, ,IELR,K3,P,I,      ,3101,0083,1300,0078,H,05200,05200,     , ,   ,-300,   ,RCA,K3,D, ,A,0,N,S;
APPCH:030,I,I13-Z, ,RW13,K3,P,G,G  M, ,   ,CF, ,IELR,K3,P,I,      ,3101,0025,1300,0058, ,03326,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I13-Z, ,CAVET,K3,P,C,E M , ,   ,CF, ,RCA,K3,D, ,      ,1300,0030,1300,0044, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I13-Z, , , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0130,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I13-Z, ,RUUSH,K3,P,C,E   , ,   ,CF, ,RCA,K3,D, ,      ,0430,0150,0430,0040, ,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I13-Z, ,RUUSH,K3,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2230,0100, ,     ,     ,     ,-,310,    ,   , , , , , ,0,N,S;
APPCH:010,A,I31-Y,RUUSH,RUUSH,K3,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I31-Y,RUUSH,D121O,K3,P,C,E   ,R,   ,AF, ,RCA,K3,D, ,      ,1210,0150,0430,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:030,A,I31-Y,RUUSH, , , , , E  , ,   ,VI, ,IRCA,K3,P,I,      ,    ,    ,2800,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I31-Y, ,MEXIE,K3,P,C,E  I, ,   ,IF, ,IRCA,K3,P,I,      ,1301,0168,    ,    ,J,06000,05000,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I31-Y, ,CURPI,K3,P,C,E  F, ,   ,CF, ,IRCA,K3,P,I,      ,1301,0080,3100,0088,H,05000,05000,     , ,   ,-300,   ,RCA,K3,D, ,A,0,N,S;
APPCH:030,I,I31-Y, ,RW31,K3,P,G,G  M, ,   ,CF, ,IRCA,K3,P,I,      ,1301,0026,3100,0055, ,03233,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I31-Y, ,APOGE,K3,P,C,EYM , ,   ,CF, ,RCA,K3,D, ,      ,3100,0030,3100,0038, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I31-Y, , , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0730,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I31-Y, ,RUUSH,K3,P,C,E   , ,   ,CF, ,RCA,K3,D, ,      ,0430,0150,0430,0040, ,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I31-Y, ,RUUSH,K3,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2230,0100, ,     ,     ,     ,-,310,    ,   , , , , , ,0,N,S;
APPCH:010,A,I31-Z,SCOLD,SCOLD,K3,P,C,E  C, ,   ,FC, ,RCA,K3,D, ,      ,1298,0350,3100,0160,+,18000,     ,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,A,I31-Z,SCOLD,MEXIE,K3,P,C,EE B, ,   ,CF, ,IRCA,K3,P,I,      ,1301,0168,3100,0040,+,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:010,I,I31-Z, ,MEXIE,K3,P,C,E  I, ,   ,IF, ,IRCA,K3,P,I,      ,1301,0168,    ,    ,J,06000,05000,18000, ,   ,    ,   , , , , , ,0,N,S;
APPCH:020,I,I31-Z, ,CURPI,K3,P,C,E  F, ,   ,CF, ,IRCA,K3,P,I,      ,1301,0080,3100,0088,H,05000,05000,     , ,   ,-300,   ,RCA,K3,D, ,A,0,N,S;
APPCH:030,I,I31-Z, ,RW31,K3,P,G,G  M, ,   ,CF, ,IRCA,K3,P,I,      ,1301,0026,3100,0055, ,03233,     ,     , ,   ,-300,   , , , , , ,0,N,S;
APPCH:040,I,I31-Z, ,APOGE,K3,P,C,E M , ,   ,CF, ,RCA,K3,D, ,      ,3100,0030,3100,0038, ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:050,I,I31-Z, , , , , ,    ,R,   ,VI, , , , , ,      ,    ,    ,0730,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:060,I,I31-Z, ,RUUSH,K3,P,C,E   , ,   ,CF, ,RCA,K3,D, ,      ,0430,0150,0430,0040, ,06000,     ,     , ,   ,    ,   , , , , , ,0,N,S;
APPCH:070,I,I31-Z, ,RUUSH,K3,P,C,EE H,R,   ,HM, , , , , ,      ,    ,    ,2230,0100, ,     ,     ,     ,-,310,    ,   , , , , , ,0,N,S;
APPCH:010,A,T13-Y,RUUSH,RUUSH,K3,P,C,E  C, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,A,T13-Y,RUUSH,GOHAR,K3,P,C,EE B,L,   ,AF, ,RCA,K3,D, ,      ,3160,0150,0430,    ,+,06000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:010,T,T13-Y, ,GOHAR,K3,P,C,E  I, ,   ,IF, ,RCA,K3,D, ,      ,3160,0150,    ,    ,+,06000,     ,18000, ,   ,    ,   , , , , , ,0,D,S;
APPCH:020,T,T13-Y, ,KUDGE,K3,P,C,E  F, ,   ,CF, ,RCA,K3,D, ,      ,3160,0072,1360,0078,+,05200,     ,     , ,   ,    ,   ,RCA,K3,D, ,A,0,D,S;
APPCH:030,T,T13-Y, ,TUTGE,K3,P,C,E  M, ,   ,CF, ,RCA,K3,D, ,      ,3160,0019,1360,0053, ,03487,     ,     , ,   ,-305,   , , , , , ,0,D,S;
APPCH:040,T,T13-Y, ,CAVET,K3,P,C,EYM , ,   ,CF, ,RCA,K3,D, ,      ,1300,0030,1300,0049, ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:050,T,T13-Y, , , , , ,    ,L,   ,VI, , , , , ,      ,    ,    ,0130,    , ,     ,     ,     , ,   ,    ,   , , , , , ,0,D,S;
APPCH:060,T,T13-Y, ,RUUSH,K3,P,C,E   , ,   ,CF, ,RCA,K3,D, ,      ,0430,0150,0430,0040, ,06000,     ,     , ,   ,    ,   , , , , , ,0,D,S;
