SID:010,5,CHUM2Q,RW27,PC198,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0887,0282,2770,0030,-,07000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:020,5,CHUM2Q,RW27,PC202,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CHUM2Q,RW27,CHUMA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,CHUM2T,RW09,MAROG,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0905,0358,0970,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:020,5,CHUM2T,RW09,PC101,MD,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,CHUM2T,RW09,PC114,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CHUM2T,RW09,CHUMA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,CHUM2W,RW08,TEXOS,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0885,0356,0860,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,CHUM2W,RW08,PC101,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:035,5,CHUM2W,RW08,PC114,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CHUM2W,RW08,CHUMA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,CHUM3T,RW26,PC200,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0893,0280,2660,0030,-,07000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,CHUM3T,RW26,PC202,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,CHUM3T,RW26,CHUMA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ETBO2Q,RW27,PC198,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0887,0282,2770,0030,-,10000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:020,5,ETBO2Q,RW27,PC199,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ETBO2Q,RW27,CDO,MD,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ETBO2Q,RW27,ETBOD,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ETBO2T,RW09,MAROG,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0905,0358,0970,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,ETBO2T,RW09,PC103,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ETBO2T,RW09,PC106,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ETBO2T,RW09,MIBNI,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ETBO2T,RW09,CDO,MD,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ETBO2T,RW09,ETBOD,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ETBO2W,RW08,TEXOS,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0885,0356,0860,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,ETBO2W,RW08,PC103,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ETBO2W,RW08,PC106,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ETBO2W,RW08,MIBNI,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ETBO2W,RW08,CDO,MD,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ETBO2W,RW08,ETBOD,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,ETBO3T,RW26,PC200,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0893,0280,2660,0030,-,11000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,ETBO3T,RW26,PC201,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ETBO3T,RW26,CDO,MD,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ETBO3T,RW26,ETBOD,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,KATO2Q,RW27,PC198,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0887,0282,2770,0030,-,07000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:020,5,KATO2Q,RW27,PC202,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,KATO2Q,RW27,KATOK,TJ,E,A,EE  ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KATO2T,RW09,MAROG,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0905,0358,0970,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,KATO2T,RW09,PC100,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KATO2T,RW09,KATOK,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KATO2W,RW08,TEXOS,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0885,0356,0860,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,KATO2W,RW08,PC102,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KATO2W,RW08,KATOK,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,KATO3T,RW26,PC200,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0893,0280,2660,0030,-,07000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,KATO3T,RW26,PC202,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,KATO3T,RW26,KATOK,TJ,E,A,EE  ,R,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MALV2Q,RW27,PC198,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0887,0282,2770,0030,-,10000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:020,5,MALV2Q,RW27,PC199,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MALV2Q,RW27,SGO,MD,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MALV2Q,RW27,MALVN,MB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,MALV2T,RW09,MAROG,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0905,0358,0970,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,MALV2T,RW09,PC103,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MALV2T,RW09,PC106,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MALV2T,RW09,MIBNI,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,MALV2T,RW09,ILOBI,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MALV2T,RW09,SGO,MD,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,MALV2T,RW09,MALVN,MB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,MALV2W,RW08,TEXOS,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0885,0356,0860,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,MALV2W,RW08,PC103,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MALV2W,RW08,PC106,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MALV2W,RW08,MIBNI,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,MALV2W,RW08,ILOBI,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,MALV2W,RW08,SGO,MD,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,MALV2W,RW08,MALVN,MB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,MALV3T,RW26,PC200,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0893,0280,2660,0030,-,11000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,MALV3T,RW26,PC201,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,11000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MALV3T,RW26,SGO,MD,D, ,V   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MALV3T,RW26,MALVN,MB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,MELA2Q,RW27,PC198,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0887,0282,2770,0030,-,07000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:020,5,MELA2Q,RW27,PC204,MD,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,MELA2Q,RW27,MELLA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,MELA2T,RW09,MAROG,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0905,0358,0970,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,MELA2T,RW09,PC103,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MELA2T,RW09,PC104,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MELA2T,RW09,MELLA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,MELA2W,RW08,TEXOS,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0885,0356,0860,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,MELA2W,RW08,PC103,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MELA2W,RW08,PC104,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,MELA2W,RW08,MELLA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,MELA3T,RW26,PC200,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0893,0280,2660,0030,-,07000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,MELA3T,RW26,PC204,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,MELA3T,RW26,MELLA,TJ,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PALA2Q,RW27,PC198,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0887,0282,2770,0030,-,07000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:020,5,PALA2Q,RW27,PC204,MD,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PALA2Q,RW27,PC108,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PALA2Q,RW27,PC110,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PALA2Q,RW27,PALAS,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,PALA2T,RW09,MAROG,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0905,0358,0970,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,PALA2T,RW09,PC103,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PALA2T,RW09,PC106,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PALA2T,RW09,PC108,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,PALA2T,RW09,PC110,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,PALA2T,RW09,PALAS,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,PALA2W,RW08,TEXOS,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0885,0356,0860,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,PALA2W,RW08,PC103,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PALA2W,RW08,PC106,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PALA2W,RW08,PC108,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,13000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,PALA2W,RW08,PC110,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,17000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,PALA2W,RW08,PALAS,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,PALA3T,RW26,PC200,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0893,0280,2660,0030,-,07000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,PALA3T,RW26,PC204,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PALA3T,RW26,PC108,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,PALA3T,RW26,PC110,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,PALA3T,RW26,PALAS,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PIXA2Q,RW27,PC198,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0887,0282,2770,0030,-,07000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:020,5,PIXA2Q,RW27,PC202,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PIXA2Q,RW27,PIXAR,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,FL200,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,PIXA2T,RW09,MAROG,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0905,0358,0970,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:020,5,PIXA2T,RW09,PC101,MD,P,C,E   ,L,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,PIXA2T,RW09,PC115,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,PIXA2T,RW09,PIXAR,MD,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL230,17000,     , ,   ,    ,   , , , , , , , , ;
SID:020,5,PIXA2W,RW08,TEXOS,MD,P,C,E   , ,   ,CF, ,LRN,MD,D, ,      ,0885,0356,0860,0030,-,05000,     ,17000, ,   ,    ,   ,MDPC,MD,P,A, , , , ;
SID:030,5,PIXA2W,RW08,PC101,MD,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,05000,     ,     , ,   ,    ,   , , , , , , , , ;
