SID:010,5,NEPO1A,RW08, , , , ,    , ,010,CA, , , , , ,      ,    ,    ,0850,    ,+,00800,     ,07000, ,   ,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,5,NEPO1A,RW08,NEPOM,SB,P,C,EY  , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,230,    ,   , , , , , , , , ;
SID:030,5,NEPO1A,RW08,EVSOB,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,B,07000,05000,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,NEPO1A,RW08,EVKOX,SB,E,A,EE  , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NEPO1A,BITAK,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,6,NEPO1A,BITAK,TIVRO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,NEPO1A,BITAK,BITAK,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NEPO1A,NAXOP,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,6,NEPO1A,NAXOP,TIVRO,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,NEPO1A,NAXOP,ARSOV,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL240,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,NEPO1A,NAXOP,NAXOP,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,NEPO1A,SIDUR,EVKOX,SB,E,A,E   , ,010,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,07000, ,   ,    ,   ,SBAF,SB,P,A,A, , , ;
SID:020,6,NEPO1A,SIDUR,DOVDA,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,NEPO1A,SIDUR,EVLOG,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL140,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,6,NEPO1A,SIDUR,ILPUB,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    ,+,FL200,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,6,NEPO1A,SIDUR,LIXEP,SB,E,A,E   , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,6,NEPO1A,SIDUR,SIDUR,SB,E,A,EEC , ,010,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,2,OMNI,RW08, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,0850,    ,+,03000,     ,07000, ,   ,    ,   ,SBAF,SB,P,A,B, , , ;
SID:020,2,OMNI,RW08, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0850,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
